timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-h79qd_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-h79qd_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-h79qd_network,reviews-v2-7b4f9d8cb4-hnbzm_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-s5dnq_network
2024-03-07 05:44:56,6.203304733329181,49.231607366679484,1.3275360666663498,2.3033986666670594,193.99983449999732,3.984406033331804,-1.0,24.92416,56.348672,14.041088,93.536256,627.707904,103.579648,-1.0,87.73444444444445,-1.0,53.29,254.93444444444444,17.921111111111113,4143.067777777777,29.160000000000004
2024-03-07 05:45:01,6.203304733329181,49.231607366679484,1.3275360666663498,2.3033986666670594,193.99983449999732,3.984406033331804,-1.0,24.92416,56.348672,14.041088,93.536256,627.707904,103.579648,-1.0,87.73444444444445,-1.0,53.29,254.93444444444444,17.921111111111113,4143.067777777777,29.160000000000004
2024-03-07 05:45:06,6.203304733329181,49.231607366679484,1.3275360666663498,2.3033986666670594,193.99983449999732,3.984406033331804,-1.0,24.92416,56.348672,14.041088,93.536256,627.707904,103.579648,-1.0,87.73444444444445,-1.0,53.29,254.93444444444444,17.921111111111113,4143.067777777777,29.160000000000004
2024-03-07 05:45:11,6.203304733329181,49.231607366679484,1.3275360666663498,2.3033986666670594,193.99983449999732,3.984406033331804,-1.0,24.92416,56.348672,14.041088,93.536256,627.707904,103.579648,-1.0,87.73444444444445,-1.0,53.29,254.93444444444444,17.921111111111113,4143.067777777777,29.160000000000004
2024-03-07 05:45:16,5.46015569999933,26.959256000009198,1.428148299999066,2.3033986666670594,193.99983449999732,5.054293000000599,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111112,-1.0,133.78777777777782,62.93777777777781,17.921111111111113,3856.410000000002,29.160000000000004
2024-03-07 05:45:21,5.46015569999933,26.959256000009198,1.428148299999066,2.3033986666670594,193.99983449999732,5.054293000000599,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111112,-1.0,133.78777777777782,62.93777777777781,17.921111111111113,3856.410000000002,29.160000000000004
2024-03-07 05:45:26,5.460155699999329,26.95925600000919,1.4281482999990658,2.1275462666665135,286.36064523333664,5.054293000000598,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111111,-1.0,133.78777777777776,62.93777777777778,313.28999999999996,3856.4100000000003,23.04
2024-03-07 05:45:31,5.460155699999329,26.95925600000919,1.4281482999990658,2.1275462666665135,286.36064523333664,5.054293000000598,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111111,-1.0,133.78777777777776,62.93777777777778,313.28999999999996,3856.4100000000003,23.04
2024-03-07 05:45:36,5.460155699999329,26.95925600000919,1.4281482999990658,2.1275462666665135,286.36064523333664,5.054293000000598,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111111,-1.0,133.78777777777776,62.93777777777778,313.28999999999996,3856.4100000000003,23.04
2024-03-07 05:45:41,5.460155699999329,26.95925600000919,1.4281482999990658,2.1275462666665135,286.36064523333664,5.054293000000598,-1.0,24.92416,56.365056,13.27104,93.536256,627.707904,103.6288,-1.0,40.11111111111111,-1.0,133.78777777777776,62.93777777777778,313.28999999999996,3856.4100000000003,23.04
2024-03-07 05:45:46,6.347459654848306,47.49431709753382,1.69119729477499,2.1275462666665135,286.36064523333664,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.06340676585847,-1.0,125.30630429939853,183.8582766518837,313.28999999999996,4395.421411352466,23.04
2024-03-07 05:45:51,6.347459654848306,47.49431709753382,1.69119729477499,2.1275462666665135,286.36064523333664,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.06340676585847,-1.0,125.30630429939853,183.8582766518837,313.28999999999996,4395.421411352466,23.04
2024-03-07 05:45:56,6.347459654848306,47.49431709753382,1.69119729477499,2.9718123333329536,273.6892829666658,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.06340676585847,-1.0,125.30630429939853,183.8582766518837,52.321111111111115,4395.421411352466,41.38777777777778
2024-03-07 05:46:01,6.347459654848306,47.49431709753382,1.69119729477499,2.9718123333329536,273.6892829666658,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.06340676585847,-1.0,125.30630429939853,183.8582766518837,52.321111111111115,4395.421411352466,41.38777777777778
2024-03-07 05:46:06,6.347459654848308,47.49431709753383,1.69119729477499,2.9718123333329536,273.6892829666658,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.0634067658585,-1.0,125.30630429939853,183.85827665188376,52.321111111111115,4395.421411352468,41.38777777777778
2024-03-07 05:46:11,6.347459654848308,47.49431709753383,1.69119729477499,2.9718123333329536,273.6892829666658,2.3398157982430847,-1.0,24.907776,56.446976,13.94688,93.536256,627.707904,103.7312,-1.0,129.0634067658585,-1.0,125.30630429939853,183.85827665188376,52.321111111111115,4395.421411352468,41.38777777777778
2024-03-07 05:46:16,6.152819803891903,49.32341708911366,1.6708572238526564,2.9718123333329536,273.6892829666658,6.265367195835423,-1.0,24.92416,56.365056,13.443072,93.536256,627.707904,103.911424,-1.0,72.32712836387164,-1.0,170.9200438739865,212.41429260315576,52.321111111111115,4365.055929152967,41.38777777777778
2024-03-07 05:46:21,6.152819803891903,49.32341708911366,1.6708572238526564,2.9718123333329536,273.6892829666658,6.265367195835423,-1.0,24.92416,56.365056,13.443072,93.536256,627.707904,103.911424,-1.0,72.32712836387164,-1.0,170.9200438739865,212.41429260315576,52.321111111111115,4365.055929152967,41.38777777777778
2024-03-07 05:46:26,6.1528198038919015,49.323417089113654,1.670857223852656,2.2143400333334284,856.2253984333362,6.265367195835422,-1.0,24.92416,56.365056,13.443072,93.536256,627.712,103.911424,-1.0,72.3271283638716,-1.0,170.92004387398634,212.41429260315564,230.02777777777777,4365.055929152965,30.617777777777775
2024-03-07 05:46:31,6.1528198038919015,49.323417089113654,1.670857223852656,2.2143400333334284,856.2253984333362,6.265367195835422,-1.0,24.92416,56.365056,13.443072,93.536256,627.712,103.911424,-1.0,72.3271283638716,-1.0,170.92004387398634,212.41429260315564,230.02777777777777,4365.055929152965,30.617777777777775
2024-03-07 05:46:36,6.1528198038919015,49.323417089113654,1.670857223852656,2.2143400333334284,856.2253984333362,6.265367195835422,-1.0,24.92416,56.365056,13.443072,93.536256,627.712,103.911424,-1.0,72.3271283638716,-1.0,170.92004387398634,212.41429260315564,230.02777777777777,4365.055929152965,30.617777777777775
2024-03-07 05:46:41,6.1528198038919015,49.323417089113654,1.670857223852656,2.2143400333334284,856.2253984333362,6.265367195835422,-1.0,24.92416,56.365056,13.443072,93.536256,627.712,103.911424,-1.0,72.3271283638716,-1.0,170.92004387398634,212.41429260315564,230.02777777777777,4365.055929152965,30.617777777777775
2024-03-07 05:46:46,5.657830833342815,48.07189436666402,1.4781089000014922,2.2143400333334284,856.2253984333362,2.5129814000024457,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111123,-1.0,110.25000000000004,42.684444444444466,230.02777777777777,3568.0711111111127,30.617777777777775
2024-03-07 05:46:51,5.657830833342815,48.07189436666402,1.4781089000014922,2.2143400333334284,856.2253984333362,2.5129814000024457,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111123,-1.0,110.25000000000004,42.684444444444466,230.02777777777777,3568.0711111111127,30.617777777777775
2024-03-07 05:46:56,5.657830833342814,48.07189436666401,1.478108900001492,0.906787100000391,447.21581486666463,2.5129814000024453,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111116,-1.0,110.25,42.684444444444445,206.40111111111113,3568.0711111111113,8.027777777777779
2024-03-07 05:47:01,5.657830833342814,48.07189436666401,1.478108900001492,0.906787100000391,447.21581486666463,2.5129814000024453,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111116,-1.0,110.25,42.684444444444445,206.40111111111113,3568.0711111111113,8.027777777777779
2024-03-07 05:47:06,5.657830833342814,48.07189436666401,1.478108900001492,0.906787100000391,447.21581486666463,2.5129814000024453,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111116,-1.0,110.25,42.684444444444445,206.40111111111113,3568.0711111111113,8.027777777777779
2024-03-07 05:47:11,5.657830833342814,48.07189436666401,1.478108900001492,0.906787100000391,447.21581486666463,2.5129814000024453,-1.0,24.92416,56.479744,13.860864,93.536256,627.712,103.981056,-1.0,26.351111111111116,-1.0,110.25,42.684444444444445,206.40111111111113,3568.0711111111113,8.027777777777779
2024-03-07 05:47:16,5.769775499993558,48.74188006666979,1.4371333333315308,0.906787100000391,447.21581486666463,4.148521099997046,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000004,-1.0,50.41000000000003,194.13777777777787,206.40111111111113,3271.840000000002,8.027777777777779
2024-03-07 05:47:21,5.769775499993558,48.74188006666979,1.4371333333315308,0.906787100000391,447.21581486666463,4.148521099997046,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000004,-1.0,50.41000000000003,194.13777777777787,206.40111111111113,3271.840000000002,8.027777777777779
2024-03-07 05:47:26,5.769775499993557,48.741880066669786,1.4371333333315306,2.2727119666664444,99.88141423333066,4.148521099997045,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000001,-1.0,50.41,194.13777777777779,46.239999999999995,3271.84,41.38777777777778
2024-03-07 05:47:31,5.769775499993557,48.741880066669786,1.4371333333315306,2.2727119666664444,99.88141423333066,4.148521099997045,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000001,-1.0,50.41,194.13777777777779,46.239999999999995,3271.84,41.38777777777778
2024-03-07 05:47:36,5.769775499993557,48.741880066669786,1.4371333333315306,2.2727119666664444,99.88141423333066,4.148521099997045,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000001,-1.0,50.41,194.13777777777779,46.239999999999995,3271.84,41.38777777777778
2024-03-07 05:47:41,5.769775499993557,48.741880066669786,1.4371333333315306,2.2727119666664444,99.88141423333066,4.148521099997045,-1.0,24.92416,56.46336,13.221888,93.536256,627.712,104.075264,-1.0,79.21000000000001,-1.0,50.41,194.13777777777779,46.239999999999995,3271.84,41.38777777777778
2024-03-07 05:47:46,5.867990000009135,48.86998266665615,1.508507933336508,2.2727119666664444,99.88141423333066,5.284670266667036,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444447,-1.0,224.00111111111121,233.07111111111124,46.239999999999995,4453.33777777778,41.38777777777778
2024-03-07 05:47:51,5.867990000009135,48.86998266665615,1.508507933336508,2.2727119666664444,99.88141423333066,5.284670266667036,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444447,-1.0,224.00111111111121,233.07111111111124,46.239999999999995,4453.33777777778,41.38777777777778
2024-03-07 05:47:56,5.867990000009134,48.86998266665614,1.5085079333365077,2.7383091333329426,414.1331176333324,5.284670266667035,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444444,-1.0,224.0011111111111,233.07111111111112,252.81,4453.337777777778,25.67111111111111
2024-03-07 05:48:01,5.867990000009134,48.86998266665614,1.5085079333365077,2.7383091333329426,414.1331176333324,5.284670266667035,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444444,-1.0,224.0011111111111,233.07111111111112,252.81,4453.337777777778,25.67111111111111
2024-03-07 05:48:06,5.867990000009134,48.86998266665614,1.5085079333365077,2.7383091333329426,414.1331176333324,5.284670266667035,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444444,-1.0,224.0011111111111,233.07111111111112,252.81,4453.337777777778,25.67111111111111
2024-03-07 05:48:11,5.867990000009134,48.86998266665614,1.5085079333365077,2.7383091333329426,414.1331176333324,5.284670266667035,-1.0,24.92416,56.348672,13.688832,93.536256,627.712,104.251392,-1.0,157.08444444444444,-1.0,224.0011111111111,233.07111111111112,252.81,4453.337777777778,25.67111111111111
2024-03-07 05:48:16,4.591394560532201,44.18010848915702,1.212370862910792,2.7383091333329426,414.1331176333324,4.346231843484724,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044114,-1.0,40.52633877142678,204.4491081338822,252.81,3884.66747210335,25.67111111111111
2024-03-07 05:48:21,4.591394560532201,44.18010848915702,1.212370862910792,2.7383091333329426,414.1331176333324,4.346231843484724,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044114,-1.0,40.52633877142678,204.4491081338822,252.81,3884.66747210335,25.67111111111111
2024-03-07 05:48:26,4.591394560532201,44.180108489157014,1.212370862910792,2.2731815000004945,162.7642096333375,4.346231843484723,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044111,-1.0,40.52633877142677,204.44910813388213,90.88444444444444,3884.667472103349,60.839999999999996
2024-03-07 05:48:31,4.591394560532201,44.180108489157014,1.212370862910792,2.2731815000004945,162.7642096333375,4.346231843484723,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044111,-1.0,40.52633877142677,204.44910813388213,90.88444444444444,3884.667472103349,60.839999999999996
2024-03-07 05:48:36,4.591394560532201,44.180108489157014,1.212370862910792,2.2731815000004945,162.7642096333375,4.346231843484723,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044111,-1.0,40.52633877142677,204.44910813388213,90.88444444444444,3884.667472103349,60.839999999999996
2024-03-07 05:48:41,4.591394560532201,44.180108489157014,1.212370862910792,2.2731815000004945,162.7642096333375,4.346231843484723,-1.0,24.92416,56.348672,14.077952,93.536256,627.712,104.353792,-1.0,78.60205658044111,-1.0,40.52633877142677,204.44910813388213,90.88444444444444,3884.667472103349,60.839999999999996
2024-03-07 05:48:46,5.7521323132456255,31.916771443804787,1.6833854052070265,2.2731815000004945,162.7642096333375,2.5713818048478867,-1.0,24.940544,56.446976,13.443072,93.536256,627.712,104.42752,-1.0,23.689182043961424,-1.0,212.2302216998156,29.890422229986225,90.88444444444444,1550.0444378315667,60.839999999999996
2024-03-07 05:48:51,5.7521323132456255,31.916771443804787,1.6833854052070265,2.2731815000004945,162.7642096333375,2.5713818048478867,-1.0,24.940544,56.446976,13.443072,93.536256,627.712,104.42752,-1.0,23.689182043961424,-1.0,212.2302216998156,29.890422229986225,90.88444444444444,1550.0444378315667,60.839999999999996
2024-03-07 05:48:56,5.752132313245625,31.91677144380478,1.683385405207026,1.8843250666662925,835.429988666662,2.571381804847886,-1.0,24.940544,56.446976,13.443072,93.540352,627.89632,104.42752,-1.0,23.689182043961413,-1.0,212.23022169981547,29.890422229986207,210.25,1550.044437831566,9.817777777777778
2024-03-07 05:49:01,5.752132313245625,31.91677144380478,1.683385405207026,1.8843250666662925,835.429988666662,2.571381804847886,-1.0,24.940544,56.446976,13.443072,93.540352,627.89632,104.42752,-1.0,23.689182043961413,-1.0,212.23022169981547,29.890422229986207,210.25,1550.044437831566,9.817777777777778
2024-03-07 05:49:06,5.752132313245625,31.91677144380478,1.683385405207026,1.8843250666662925,835.429988666662,2.571381804847886,-1.0,24.940544,56.446976,13.443072,93.540352,627.89632,104.42752,-1.0,23.689182043961413,-1.0,212.23022169981547,29.890422229986207,210.25,1550.044437831566,9.817777777777778
2024-03-07 05:49:11,5.752132313245625,31.91677144380478,1.683385405207026,1.8843250666662925,835.429988666662,2.571381804847886,-1.0,24.940544,56.446976,13.443072,93.540352,627.89632,104.42752,-1.0,23.689182043961413,-1.0,212.23022169981547,29.890422229986207,210.25,1550.044437831566,9.817777777777778
2024-03-07 05:49:16,5.51275809998515,45.171305133347545,1.0983766000019084,1.8843250666662925,835.429988666662,4.104921099997228,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.2044444444445,-1.0,75.11111111111113,162.98777777777784,210.25,5590.054444444447,9.817777777777778
2024-03-07 05:49:21,5.51275809998515,45.171305133347545,1.0983766000019084,1.8843250666662925,835.429988666662,4.104921099997228,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.2044444444445,-1.0,75.11111111111113,162.98777777777784,210.25,5590.054444444447,9.817777777777778
2024-03-07 05:49:26,5.512758099985149,45.17130513334754,1.0983766000019082,2.191697300000328,359.8996710333343,4.104921099997227,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.20444444444442,-1.0,75.1111111111111,162.9877777777778,56.75111111111111,5590.054444444444,26.351111111111116
2024-03-07 05:49:31,5.512758099985149,45.17130513334754,1.0983766000019082,2.191697300000328,359.8996710333343,4.104921099997227,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.20444444444442,-1.0,75.1111111111111,162.9877777777778,56.75111111111111,5590.054444444444,26.351111111111116
2024-03-07 05:49:36,5.512758099985149,45.17130513334754,1.0983766000019082,2.191697300000328,359.8996710333343,4.104921099997227,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.20444444444442,-1.0,75.1111111111111,162.9877777777778,56.75111111111111,5590.054444444444,26.351111111111116
2024-03-07 05:49:41,5.512758099985149,45.17130513334754,1.0983766000019082,2.191697300000328,359.8996710333343,4.104921099997227,-1.0,24.92416,56.479744,13.627392,93.540352,627.89632,104.562688,-1.0,115.20444444444442,-1.0,75.1111111111111,162.9877777777778,56.75111111111111,5590.054444444444,26.351111111111116
2024-03-07 05:49:46,4.596686666673123,47.96206803333311,1.711988600000799,2.191697300000328,359.8996710333343,4.7880723666670155,-1.0,24.92416,56.348672,14.27456,93.540352,627.89632,104.701952,-1.0,64.00000000000003,-1.0,200.69444444444454,154.58777777777783,56.75111111111111,2752.751111111113,26.351111111111116
2024-03-07 05:49:51,4.596686666673123,47.96206803333311,1.711988600000799,2.191697300000328,359.8996710333343,4.7880723666670155,-1.0,24.92416,56.348672,14.27456,93.540352,627.89632,104.701952,-1.0,64.00000000000003,-1.0,200.69444444444454,154.58777777777783,56.75111111111111,2752.751111111113,26.351111111111116
2024-03-07 05:49:56,4.596686666673122,47.962068033333104,1.7119886000007987,2.5140651666665312,648.3718413666717,4.788072366667015,-1.0,24.92416,56.348672,14.27456,93.540352,627.949568,104.701952,-1.0,64.0,-1.0,200.69444444444443,154.58777777777777,265.69,2752.751111111111,42.25
2024-03-07 05:50:01,4.596686666673122,47.962068033333104,1.7119886000007987,2.5140651666665312,648.3718413666717,4.788072366667015,-1.0,24.92416,56.348672,14.27456,93.540352,627.949568,104.701952,-1.0,64.0,-1.0,200.69444444444443,154.58777777777777,265.69,2752.751111111111,42.25
2024-03-07 05:50:06,4.596686666673122,47.962068033333104,1.7119886000007987,2.5140651666665312,648.3718413666717,4.788072366667015,-1.0,24.92416,56.348672,14.27456,93.540352,627.949568,104.701952,-1.0,64.0,-1.0,200.69444444444443,154.58777777777777,265.69,2752.751111111111,42.25
2024-03-07 05:50:11,4.596686666673122,47.962068033333104,1.7119886000007987,2.5140651666665312,648.3718413666717,4.788072366667015,-1.0,24.92416,56.348672,14.27456,93.540352,627.949568,104.701952,-1.0,64.0,-1.0,200.69444444444443,154.58777777777777,265.69,2752.751111111111,42.25
2024-03-07 05:50:16,5.580476100006613,32.19648959999784,1.4303401999995915,2.5140651666665312,648.3718413666717,3.413155566666623,-1.0,24.92416,56.348672,13.47584,93.540352,627.949568,104.808448,-1.0,42.684444444444466,-1.0,36.000000000000014,237.1600000000001,265.69,3344.694444444446,42.25
2024-03-07 05:50:21,5.580476100006613,32.19648959999784,1.4303401999995915,2.5140651666665312,648.3718413666717,3.413155566666623,-1.0,24.92416,56.348672,13.47584,93.540352,627.949568,104.808448,-1.0,42.684444444444466,-1.0,36.000000000000014,237.1600000000001,265.69,3344.694444444446,42.25
2024-03-07 05:50:26,5.580476100006612,32.19648959999783,1.4303401999995913,1.1174889999997124,623.637743766661,3.4131555666666222,-1.0,24.92416,56.348672,13.47584,93.540352,628.011008,104.808448,-1.0,42.684444444444445,-1.0,36.0,237.16000000000003,158.76,3344.694444444445,19.067777777777774
2024-03-07 05:50:31,5.580476100006612,32.19648959999783,1.4303401999995913,1.1174889999997124,623.637743766661,3.4131555666666222,-1.0,24.92416,56.348672,13.47584,93.540352,628.011008,104.808448,-1.0,42.684444444444445,-1.0,36.0,237.16000000000003,158.76,3344.694444444445,19.067777777777774
2024-03-07 05:50:36,5.580476100006612,32.19648959999783,1.4303401999995913,1.1174889999997124,623.637743766661,3.4131555666666222,-1.0,24.92416,56.348672,13.47584,93.540352,628.011008,104.808448,-1.0,42.684444444444445,-1.0,36.0,237.16000000000003,158.76,3344.694444444445,19.067777777777774
2024-03-07 05:50:41,5.580476100006612,32.19648959999783,1.4303401999995913,1.1174889999997124,623.637743766661,3.4131555666666222,-1.0,24.92416,56.348672,13.47584,93.540352,628.011008,104.808448,-1.0,42.684444444444445,-1.0,36.0,237.16000000000003,158.76,3344.694444444445,19.067777777777774
2024-03-07 05:50:46,6.426538533332861,69.24563256667777,1.2652487666665975,1.1174889999997124,623.637743766661,725.4494396666664,-1.0,24.92416,56.610816,13.651968,93.540352,628.011008,107.999232,-1.0,104.72111111111117,-1.0,124.69444444444447,144.00000000000006,158.76,2858.684444444446,19.067777777777774
2024-03-07 05:50:51,6.426538533332861,69.24563256667777,1.2652487666665975,1.1174889999997124,623.637743766661,725.4494396666664,-1.0,24.92416,56.610816,13.651968,93.540352,628.011008,107.999232,-1.0,104.72111111111117,-1.0,124.69444444444447,144.00000000000006,158.76,2858.684444444446,19.067777777777774
2024-03-07 05:50:56,6.4265385333328595,69.24563256667776,1.2652487666665972,2.342803559526224,820.9110879549429,725.4494396666663,-1.0,24.92416,56.610816,13.651968,93.540352,628.027392,107.999232,-1.0,104.7211111111111,-1.0,124.69444444444443,144.0,71.10214927393318,2858.6844444444446,36.391406089195655
2024-03-07 05:51:01,6.4265385333328595,69.24563256667776,1.2652487666665972,2.342803559526224,820.9110879549429,725.4494396666663,-1.0,24.92416,56.610816,13.651968,93.540352,628.027392,107.999232,-1.0,104.7211111111111,-1.0,124.69444444444443,144.0,71.10214927393318,2858.6844444444446,36.391406089195655
