timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-pbcdw_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-pbcdw_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v3-5fd56449d8-tv4wp_network,ratings-v1-5b6b66f9b5-7bln6_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-6ccf99c555-fqvhb_network,reviews-v1-7b76c4f45d-pbcdw_network
2024-03-06 16:52:01,4.541439133345193,64.61051206667132,0.8870521000024686,-1.0,0.8746181666666075,5.699644666663062,5.234258466665172,24.686592,56.479744,9.945088,-1.0,83.427328,525.611008,485.167104,184.05444444444444,120.26777777777778,3644.1344444444444,123.21,12.017777777777779,185.86777777777777,-1.0
2024-03-06 16:52:06,4.541439133345193,64.61051206667132,0.8870521000024686,-1.0,0.8746181666666075,5.699644666663062,5.234258466665172,24.686592,56.479744,9.945088,-1.0,83.427328,525.611008,485.167104,184.05444444444444,120.26777777777778,3644.1344444444444,123.21,12.017777777777779,185.86777777777777,-1.0
2024-03-06 16:52:11,4.541439133345193,64.61051206667132,0.8870521000024686,-1.0,0.8746181666666075,5.699644666663062,5.234258466665172,24.686592,56.479744,9.945088,-1.0,83.427328,525.611008,485.167104,184.05444444444444,120.26777777777778,3644.1344444444444,123.21,12.017777777777779,185.86777777777777,-1.0
2024-03-06 16:52:16,7.580262900000892,24.057162299989923,1.860904833332219,-1.0,0.8746181666666075,5.699644666663062,5.234258466665172,24.686592,56.479744,9.703424,-1.0,83.427328,525.611008,485.167104,184.05444444444444,54.76000000000003,2040.0277777777783,322.8011111111113,12.017777777777779,185.86777777777777,-1.0
2024-03-06 16:52:21,7.580262900000892,24.057162299989923,1.860904833332219,-1.0,0.8746181666666075,5.699644666663062,3.8666154999987157,24.686592,56.479744,9.703424,-1.0,83.427328,525.611008,485.257216,184.05444444444444,54.76000000000003,2040.0277777777783,322.8011111111113,12.017777777777779,427.11111111111114,-1.0
2024-03-06 16:52:26,7.580262900000889,24.05716229998992,1.8609048333322185,-1.0,3.629985999999974,4.925310633336721,3.8666154999987157,24.686592,56.479744,9.703424,-1.0,83.456,525.611008,485.257216,129.96,54.760000000000005,2040.0277777777776,322.801111111111,36.80444444444444,427.11111111111114,-1.0
2024-03-06 16:52:31,7.580262900000889,24.05716229998992,1.8609048333322185,-1.0,3.629985999999974,4.925310633336721,3.8666154999987157,24.686592,56.479744,9.703424,-1.0,83.456,525.611008,485.257216,129.96,54.760000000000005,2040.0277777777776,322.801111111111,36.80444444444444,427.11111111111114,-1.0
2024-03-06 16:52:36,7.580262900000889,24.05716229998992,1.8609048333322185,-1.0,3.629985999999974,4.925310633336721,3.8666154999987157,24.686592,56.479744,9.703424,-1.0,83.456,525.611008,485.257216,129.96,54.760000000000005,2040.0277777777776,322.801111111111,36.80444444444444,427.11111111111114,-1.0
2024-03-06 16:52:41,7.580262900000889,24.05716229998992,1.8609048333322185,-1.0,3.629985999999974,4.925310633336721,3.8666154999987157,24.686592,56.479744,9.703424,-1.0,83.456,525.611008,485.257216,129.96,54.760000000000005,2040.0277777777776,322.801111111111,36.80444444444444,427.11111111111114,-1.0
2024-03-06 16:52:46,5.591203366657283,66.01919663333625,1.491582533333258,-1.0,3.629985999999974,4.925310633336721,3.8666154999987157,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.257216,129.96,115.92111111111117,4173.160000000001,27.38777777777779,36.80444444444444,427.11111111111114,-1.0
2024-03-06 16:52:51,5.591203366657283,66.01919663333625,1.491582533333258,-1.0,3.629985999999974,4.925310633336721,4.413932200001606,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.347328,129.96,115.92111111111117,4173.160000000001,27.38777777777779,36.80444444444444,48.071111111111115,-1.0
2024-03-06 16:52:56,5.5912033666572825,66.01919663333624,1.4915825333332577,-1.0,2.363415433333434,2.5341786333304603,4.413932200001606,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.347328,111.65444444444444,115.92111111111113,4173.159999999999,27.387777777777778,37.209999999999994,48.071111111111115,-1.0
2024-03-06 16:53:01,5.5912033666572825,66.01919663333624,1.4915825333332577,-1.0,2.363415433333434,2.5341786333304603,4.413932200001606,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.347328,111.65444444444444,115.92111111111113,4173.159999999999,27.387777777777778,37.209999999999994,48.071111111111115,-1.0
2024-03-06 16:53:06,5.5912033666572825,66.01919663333624,1.4915825333332577,-1.0,2.363415433333434,2.5341786333304603,4.413932200001606,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.347328,111.65444444444444,115.92111111111113,4173.159999999999,27.387777777777778,37.209999999999994,48.071111111111115,-1.0
2024-03-06 16:53:11,5.5912033666572825,66.01919663333624,1.4915825333332577,-1.0,2.363415433333434,2.5341786333304603,4.413932200001606,24.686592,56.479744,10.01472,-1.0,83.456,525.611008,485.347328,111.65444444444444,115.92111111111113,4173.159999999999,27.387777777777778,37.209999999999994,48.071111111111115,-1.0
2024-03-06 16:53:16,5.012542833340681,19.87348896667148,1.4820111333354666,-1.0,2.363415433333434,2.5341786333304603,4.413932200001606,24.702976,56.479744,10.530816,-1.0,83.456,525.611008,485.347328,111.65444444444444,30.617777777777786,2587.4177777777786,148.84000000000003,37.209999999999994,48.071111111111115,-1.0
2024-03-06 16:53:21,5.012542833340681,19.87348896667148,1.4820111333354666,-1.0,2.363415433333434,2.5341786333304603,3.3890255999987553,24.702976,56.479744,10.530816,-1.0,83.456,525.611008,485.449728,111.65444444444444,30.617777777777786,2587.4177777777786,148.84000000000003,37.209999999999994,127.69000000000001,-1.0
2024-03-06 16:53:26,5.01254283334068,19.873488966671477,1.4820111333354664,-1.0,1.393741166666492,5.458685200001885,3.3890255999987553,24.702976,56.479744,10.530816,-1.0,83.607552,525.611008,485.449728,247.53777777777776,30.617777777777775,2587.4177777777777,148.83999999999997,60.32111111111111,127.69000000000001,-1.0
2024-03-06 16:53:31,5.01254283334068,19.873488966671477,1.4820111333354664,-1.0,1.393741166666492,5.458685200001885,3.3890255999987553,24.702976,56.479744,10.530816,-1.0,83.607552,525.611008,485.449728,247.53777777777776,30.617777777777775,2587.4177777777777,148.83999999999997,60.32111111111111,127.69000000000001,-1.0
2024-03-06 16:53:36,5.01254283334068,19.873488966671477,1.4820111333354664,-1.0,1.393741166666492,5.458685200001885,3.3890255999987553,24.702976,56.479744,10.530816,-1.0,83.607552,525.611008,485.449728,247.53777777777776,30.617777777777775,2587.4177777777777,148.83999999999997,60.32111111111111,127.69000000000001,-1.0
2024-03-06 16:53:41,5.01254283334068,19.873488966671477,1.4820111333354664,-1.0,1.393741166666492,5.458685200001885,3.3890255999987553,24.702976,56.479744,10.530816,-1.0,83.607552,525.611008,485.449728,247.53777777777776,30.617777777777775,2587.4177777777777,148.83999999999997,60.32111111111111,127.69000000000001,-1.0
