timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-62cwl_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-62cwl_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-s5dnq_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v1-7b76c4f45d-62cwl_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network
2024-03-06 15:52:01,4.97709296667684,45.67554043333075,1.3500965666670102,-1.0,2.5265292000000272,4.0925747999987525,3.8633991333313134,24.686592,56.479744,9.506816,-1.0,90.226688,517.668864,472.510464,8.027777777777779,54.26777777777777,169.86777777777777,-1.0,38.85444444444445,106.77777777777779,3410.56
2024-03-06 15:52:06,4.97709296667684,45.67554043333075,1.3500965666670102,-1.0,2.5265292000000272,4.0925747999987525,3.8633991333313134,24.686592,56.479744,9.506816,-1.0,90.226688,517.668864,472.510464,8.027777777777779,54.26777777777777,169.86777777777777,-1.0,38.85444444444445,106.77777777777779,3410.56
2024-03-06 15:52:11,4.97709296667684,45.67554043333075,1.3500965666670102,-1.0,2.5265292000000272,4.0925747999987525,3.8633991333313134,24.686592,56.479744,9.506816,-1.0,90.226688,517.668864,472.510464,8.027777777777779,54.26777777777777,169.86777777777777,-1.0,38.85444444444445,106.77777777777779,3410.56
2024-03-06 15:52:16,6.403801839632922,52.229265913483914,1.6242440845176547,-1.0,2.5265292000000272,4.0925747999987525,3.8633991333313134,24.702976,56.594432,10.022912,-1.0,90.226688,517.668864,472.510464,8.027777777777779,307.2948475469652,75.08107567759704,-1.0,38.85444444444445,106.77777777777779,1157.804609621745
2024-03-06 15:52:21,6.403801839632922,52.229265913483914,1.6242440845176547,-1.0,2.5265292000000272,4.0925747999987525,4.424324733334592,24.702976,56.594432,10.022912,-1.0,90.226688,517.668864,472.65792,8.027777777777779,307.2948475469652,75.08107567759704,-1.0,38.85444444444445,156.25,1157.804609621745
2024-03-06 15:52:26,6.403801839632921,52.22926591348391,1.6242440845176545,-1.0,2.703636466666618,4.984181733334481,4.424324733334592,24.702976,56.594432,10.022912,-1.0,90.226688,517.861376,472.65792,72.25,307.294847546965,75.08107567759704,-1.0,142.40444444444444,156.25,1157.8046096217445
2024-03-06 15:52:31,6.403801839632921,52.22926591348391,1.6242440845176545,-1.0,2.703636466666618,4.984181733334481,4.424324733334592,24.702976,56.594432,10.022912,-1.0,90.226688,517.861376,472.65792,72.25,307.294847546965,75.08107567759704,-1.0,142.40444444444444,156.25,1157.8046096217445
2024-03-06 15:52:36,6.403801839632921,52.22926591348391,1.6242440845176545,-1.0,2.703636466666618,4.984181733334481,4.424324733334592,24.702976,56.594432,10.022912,-1.0,90.226688,517.861376,472.65792,72.25,307.294847546965,75.08107567759704,-1.0,142.40444444444444,156.25,1157.8046096217445
2024-03-06 15:52:41,6.403801839632921,52.22926591348391,1.6242440845176545,-1.0,2.703636466666618,4.984181733334481,4.424324733334592,24.702976,56.594432,10.022912,-1.0,90.226688,517.861376,472.65792,72.25,307.294847546965,75.08107567759704,-1.0,142.40444444444444,156.25,1157.8046096217445
2024-03-06 15:52:46,4.6835905181041015,42.5536252917292,1.1414252850572348,-1.0,2.703636466666618,4.984181733334481,4.424324733334592,24.686592,56.692736,10.07616,-1.0,90.226688,517.861376,472.65792,72.25,113.82330254586408,67.81490102559198,-1.0,142.40444444444444,156.25,3565.516063804881
2024-03-06 15:52:51,4.6835905181041015,42.5536252917292,1.1414252850572348,-1.0,2.703636466666618,4.984181733334481,4.625701766667589,24.686592,56.692736,10.07616,-1.0,90.226688,517.861376,472.805376,72.25,113.82330254586408,67.81490102559198,-1.0,142.40444444444444,111.65444444444444,3565.516063804881
2024-03-06 15:52:56,4.683590518104101,42.55362529172919,1.1414252850572346,-1.0,2.2937802333333464,5.307149100000667,4.625701766667589,24.686592,56.692736,10.07616,-1.0,89.72288,517.849088,472.805376,34.81,113.82330254586404,67.81490102559195,-1.0,132.25,111.65444444444444,3565.516063804879
2024-03-06 15:53:01,4.683590518104101,42.55362529172919,1.1414252850572346,-1.0,2.2937802333333464,5.307149100000667,4.625701766667589,24.686592,56.692736,10.07616,-1.0,89.72288,517.849088,472.805376,34.81,113.82330254586404,67.81490102559195,-1.0,132.25,111.65444444444444,3565.516063804879
2024-03-06 15:53:06,4.683590518104101,42.55362529172919,1.1414252850572346,-1.0,2.2937802333333464,5.307149100000667,4.625701766667589,24.686592,56.692736,10.07616,-1.0,89.72288,517.849088,472.805376,34.81,113.82330254586404,67.81490102559195,-1.0,132.25,111.65444444444444,3565.516063804879
2024-03-06 15:53:11,4.683590518104101,42.55362529172919,1.1414252850572346,-1.0,2.2937802333333464,5.307149100000667,4.625701766667589,24.686592,56.692736,10.07616,-1.0,89.72288,517.849088,472.805376,34.81,113.82330254586404,67.81490102559195,-1.0,132.25,111.65444444444444,3565.516063804879
2024-03-06 15:53:16,5.868315366660682,40.4997476666722,1.6881687333314712,-1.0,2.2937802333333464,5.307149100000667,4.625701766667589,24.670208,56.479744,9.6256,-1.0,89.72288,517.849088,472.805376,34.81,81.60111111111114,66.15111111111113,-1.0,132.25,111.65444444444444,4117.361111111113
2024-03-06 15:53:21,5.868315366660682,40.4997476666722,1.6881687333314712,-1.0,2.2937802333333464,5.307149100000667,3.4640890333321295,24.670208,56.479744,9.6256,-1.0,89.72288,517.849088,472.805376,34.81,81.60111111111114,66.15111111111113,-1.0,132.25,200.69444444444443,4117.361111111113
2024-03-06 15:53:26,5.868315366660681,40.49974766667219,1.6881687333314708,-1.0,6.693366966666758,2.8908311000009235,3.4640890333321295,24.670208,56.479744,9.6256,-1.0,89.923584,518.22592,472.805376,30.25,81.60111111111111,66.1511111111111,-1.0,167.2711111111111,200.69444444444443,4117.361111111111
2024-03-06 15:53:31,5.868315366660681,40.49974766667219,1.6881687333314708,-1.0,6.693366966666758,2.8908311000009235,3.4640890333321295,24.670208,56.479744,9.6256,-1.0,89.923584,518.22592,472.805376,30.25,81.60111111111111,66.1511111111111,-1.0,167.2711111111111,200.69444444444443,4117.361111111111
2024-03-06 15:53:36,5.868315366660681,40.49974766667219,1.6881687333314708,-1.0,6.693366966666758,2.8908311000009235,3.4640890333321295,24.670208,56.479744,9.6256,-1.0,89.923584,518.22592,472.805376,30.25,81.60111111111111,66.1511111111111,-1.0,167.2711111111111,200.69444444444443,4117.361111111111
2024-03-06 15:53:41,5.868315366660681,40.49974766667219,1.6881687333314708,-1.0,6.693366966666758,2.8908311000009235,3.4640890333321295,24.670208,56.479744,9.6256,-1.0,89.923584,518.22592,472.805376,30.25,81.60111111111111,66.1511111111111,-1.0,167.2711111111111,200.69444444444443,4117.361111111111
2024-03-06 15:53:46,4.74177476667137,40.78348023332789,0.7900131666663888,-1.0,6.693366966666758,2.8908311000009235,3.4640890333321295,24.670208,56.479744,10.256384,-1.0,89.923584,518.22592,472.805376,30.25,123.21000000000004,59.29000000000003,-1.0,167.2711111111111,200.69444444444443,2520.040000000001
2024-03-06 15:53:51,4.74177476667137,40.78348023332789,0.7900131666663888,-1.0,6.693366966666758,2.8908311000009235,4.418784266666383,24.670208,56.479744,10.256384,-1.0,89.923584,518.22592,472.928256,30.25,123.21000000000004,59.29000000000003,-1.0,167.2711111111111,140.8177777777778,2520.040000000001
2024-03-06 15:53:56,4.741774766671369,40.783480233327886,0.7900131666663885,-1.0,2.4954198666667557,4.813675499997316,4.418784266666383,24.670208,56.479744,10.256384,-1.0,90.07104,519.041024,472.928256,30.617777777777775,123.21,59.290000000000006,-1.0,133.78777777777776,140.8177777777778,2520.0400000000004
2024-03-06 15:54:01,4.741774766671369,40.783480233327886,0.7900131666663885,-1.0,2.4954198666667557,4.813675499997316,4.418784266666383,24.670208,56.479744,10.256384,-1.0,90.07104,519.041024,472.928256,30.617777777777775,123.21,59.290000000000006,-1.0,133.78777777777776,140.8177777777778,2520.0400000000004
2024-03-06 15:54:06,4.741774766671369,40.783480233327886,0.7900131666663885,-1.0,2.4954198666667557,4.813675499997316,4.418784266666383,24.670208,56.479744,10.256384,-1.0,90.07104,519.041024,472.928256,30.617777777777775,123.21,59.290000000000006,-1.0,133.78777777777776,140.8177777777778,2520.0400000000004
2024-03-06 15:54:11,4.741774766671369,40.783480233327886,0.7900131666663885,-1.0,2.4954198666667557,4.813675499997316,4.418784266666383,24.670208,56.479744,10.256384,-1.0,90.07104,519.041024,472.928256,30.617777777777775,123.21,59.290000000000006,-1.0,133.78777777777776,140.8177777777778,2520.0400000000004
2024-03-06 15:54:16,7.538787799997713,43.114384366663224,2.1639462000014955,-1.0,2.4954198666667557,4.813675499997316,4.418784266666383,24.686592,56.479744,10.244096,-1.0,90.07104,519.041024,472.928256,30.617777777777775,168.13444444444454,76.8544444444445,-1.0,133.78777777777776,140.8177777777778,4515.840000000002
