timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-458d5_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-458d5_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,ratings-v1-5b6b66f9b5-458d5_network,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network
2024-03-06 05:30:04,5.010232100009186,47.09746003333446,-1.0,2.1195477666670586,2.4677982333334585,6.232836933332919,3.1457490917568713,24.305664,55.873536,-1.0,7.262208,86.847488,383.238144,377.491456,-1.0,36.401111111111106,119.51387380787749,5003.204444444445,54.26777777777777,80.4011111111111,216.08999999999997
2024-03-06 05:30:09,5.010232100009186,47.09746003333446,-1.0,2.1195477666670586,2.4677982333334585,6.232836933332919,3.1457490917568713,24.305664,55.873536,-1.0,7.262208,86.847488,383.238144,377.491456,-1.0,36.401111111111106,119.51387380787749,5003.204444444445,54.26777777777777,80.4011111111111,216.08999999999997
2024-03-06 05:30:14,5.010232100009186,47.09746003333446,-1.0,2.1195477666670586,2.4677982333334585,6.232836933332919,3.1457490917568713,24.305664,55.873536,-1.0,7.262208,86.847488,383.238144,377.491456,-1.0,36.401111111111106,119.51387380787749,5003.204444444445,54.26777777777777,80.4011111111111,216.08999999999997
2024-03-06 05:30:19,2.656050366658747,41.78277323333836,-1.0,1.3441069999998947,2.4677982333334585,6.232836933332919,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.847488,383.238144,377.61024,-1.0,36.401111111111106,125.46509176370184,3207.334444444446,104.72111111111117,80.4011111111111,50.41000000000003
2024-03-06 05:30:24,2.6560503666587465,41.782773233338354,-1.0,1.3441069999998945,1.9061560333341276,4.656027166667324,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.618112,382.30016,377.61024,-1.0,16.267777777777777,125.46509176370184,3207.334444444444,104.7211111111111,78.61777777777779,50.41
2024-03-06 05:30:29,2.6560503666587465,41.782773233338354,-1.0,1.3441069999998945,1.9061560333341276,4.656027166667324,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.618112,382.30016,377.61024,-1.0,16.267777777777777,125.46509176370184,3207.334444444444,104.7211111111111,78.61777777777779,50.41
2024-03-06 05:30:34,2.6560503666587465,41.782773233338354,-1.0,1.3441069999998945,1.9061560333341276,4.656027166667324,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.618112,382.30016,377.61024,-1.0,16.267777777777777,125.46509176370184,3207.334444444444,104.7211111111111,78.61777777777779,50.41
2024-03-06 05:30:39,2.6560503666587465,41.782773233338354,-1.0,1.3441069999998945,1.9061560333341276,4.656027166667324,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.618112,382.30016,377.61024,-1.0,16.267777777777777,125.46509176370184,3207.334444444444,104.7211111111111,78.61777777777779,50.41
2024-03-06 05:30:44,2.6560503666587465,41.782773233338354,-1.0,1.3441069999998945,1.9061560333341276,4.656027166667324,4.570582424910774,24.28928,55.758848,-1.0,7.573504,86.618112,382.30016,377.61024,-1.0,16.267777777777777,125.46509176370184,3207.334444444444,104.7211111111111,78.61777777777779,50.41
2024-03-06 05:30:49,7.877904766670935,40.36647553333145,-1.0,1.3609133333337318,1.9061560333341276,4.656027166667324,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.618112,382.30016,377.688064,-1.0,16.267777777777777,171.60999999999999,2697.071111111113,98.01000000000005,78.61777777777779,184.9600000000001
2024-03-06 05:30:54,7.877904766670933,40.36647553333144,-1.0,1.3609133333337315,1.8453711999995903,4.904924866665775,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.396928,383.213568,377.688064,-1.0,45.33777777777778,171.60999999999999,2697.071111111111,98.01,210.25,184.95999999999998
2024-03-06 05:30:59,7.877904766670933,40.36647553333144,-1.0,1.3609133333337315,1.8453711999995903,4.904924866665775,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.396928,383.213568,377.688064,-1.0,45.33777777777778,171.60999999999999,2697.071111111111,98.01,210.25,184.95999999999998
2024-03-06 05:31:04,7.877904766670933,40.36647553333144,-1.0,1.3609133333337315,1.8453711999995903,4.904924866665775,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.396928,383.213568,377.688064,-1.0,45.33777777777778,171.60999999999999,2697.071111111111,98.01,210.25,184.95999999999998
2024-03-06 05:31:09,7.877904766670933,40.36647553333144,-1.0,1.3609133333337315,1.8453711999995903,4.904924866665775,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.396928,383.213568,377.688064,-1.0,45.33777777777778,171.60999999999999,2697.071111111111,98.01,210.25,184.95999999999998
2024-03-06 05:31:14,7.877904766670933,40.36647553333144,-1.0,1.3609133333337315,1.8453711999995903,4.904924866665775,3.99139989999829,24.28928,55.857152,-1.0,7.708672,86.396928,383.213568,377.688064,-1.0,45.33777777777778,171.60999999999999,2697.071111111111,98.01,210.25,184.95999999999998
2024-03-06 05:31:19,5.917896280498417,34.950595520598334,-1.0,1.4553963138252193,1.8453711999995903,4.904924866665775,3.9875807000006116,24.28928,55.758848,-1.0,8.175616,86.396928,383.213568,377.806848,-1.0,45.33777777777778,81.60111111111111,3320.7155279353856,45.775570145284455,210.25,195.9477437848086
2024-03-06 05:31:24,5.917896280498417,34.950595520598334,-1.0,1.4553963138252193,2.3016610666663455,2.2915756000012757,3.9875807000006116,24.28928,55.758848,-1.0,8.175616,86.396928,383.238144,377.806848,-1.0,31.359999999999996,81.60111111111111,3320.7155279353856,45.775570145284455,100.66777777777777,195.9477437848086
2024-03-06 05:31:29,5.917896280498417,34.950595520598334,-1.0,1.4553963138252193,2.3016610666663455,2.2915756000012757,3.9875807000006116,24.28928,55.758848,-1.0,8.175616,86.396928,383.238144,377.806848,-1.0,31.359999999999996,81.60111111111111,3320.7155279353856,45.775570145284455,100.66777777777777,195.9477437848086
2024-03-06 05:31:34,5.917896280498417,34.950595520598334,-1.0,1.4553963138252193,2.3016610666663455,2.2915756000012757,3.9875807000006116,24.28928,55.758848,-1.0,8.175616,86.396928,383.238144,377.806848,-1.0,31.359999999999996,81.60111111111111,3320.7155279353856,45.775570145284455,100.66777777777777,195.9477437848086
