timestamp,details-v1-b788479c5-255pf_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-255pf_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,productpage-v1-7fb564989f-hm9g2_network,details-v1-b788479c5-255pf_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 08:01:01,-1.0,7.940379499999986,45.69011766666715,1.9293493999999949,2.919694166666649,5.341119833333607,2.412533333333518,-1.0,15.593472,51.8144,15.245312,90.800128,125.394944,115.212288,2672.8900000000003,-1.0,127.69000000000001,156.25,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:06,-1.0,5.375802499997916,41.13210183333346,1.9293493999999949,2.919694166666649,5.341119833333607,2.412533333333518,-1.0,15.634432,51.879936,15.245312,90.800128,125.394944,115.212288,2869.3877777777766,-1.0,127.69000000000001,162.9877777777777,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:11,-1.0,5.375802499997917,41.132101833333465,1.9293493999999949,2.919694166666649,5.341119833333607,5.623807033333132,-1.0,15.634432,51.879936,15.245312,90.800128,125.394944,115.335168,2869.387777777778,-1.0,112.36,162.9877777777778,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:16,-1.0,5.375802499997917,41.132101833333465,1.9293493999999949,2.919694166666649,5.341119833333607,5.623807033333132,-1.0,15.634432,51.879936,15.245312,90.800128,125.394944,115.335168,2869.387777777778,-1.0,112.36,162.9877777777778,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:21,-1.0,5.375802499997917,41.132101833333465,1.9293493999999949,2.919694166666649,5.341119833333607,5.623807033333132,-1.0,15.634432,51.879936,15.245312,90.800128,125.394944,115.335168,2869.387777777778,-1.0,112.36,162.9877777777778,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:26,-1.0,5.375802499997917,41.132101833333465,1.9293493999999949,2.919694166666649,5.341119833333607,5.623807033333132,-1.0,15.634432,51.879936,15.245312,90.800128,125.394944,115.335168,2869.387777777778,-1.0,112.36,162.9877777777778,32.49,111.65444444444444,87.11111111111113
2024-03-05 08:01:31,-1.0,5.375802499997917,41.132101833333465,1.7558623666666642,1.9501097000000318,2.9822400666664826,5.623807033333132,-1.0,15.634432,51.879936,15.794176,90.800128,125.46048,115.335168,2869.387777777778,-1.0,112.36,162.9877777777778,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:01:36,-1.0,4.675946533332837,40.0851277333326,1.7558623666666642,1.9501097000000318,2.9822400666664826,5.623807033333132,-1.0,15.618048,52.043776,15.794176,90.800128,125.46048,115.335168,4951.467777777775,-1.0,112.36,46.23999999999999,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:01:41,-1.0,4.675946533332838,40.085127733332605,1.7558623666666642,1.9501097000000318,2.9822400666664826,4.983048966666578,-1.0,15.618048,52.043776,15.794176,90.800128,125.46048,115.429376,4951.467777777777,-1.0,91.52111111111111,46.239999999999995,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:01:46,-1.0,4.675946533332838,40.085127733332605,1.7558623666666642,1.9501097000000318,2.9822400666664826,4.983048966666578,-1.0,15.618048,52.043776,15.794176,90.800128,125.46048,115.429376,4951.467777777777,-1.0,91.52111111111111,46.239999999999995,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:01:51,-1.0,4.675946533332838,40.085127733332605,1.7558623666666642,1.9501097000000318,2.9822400666664826,4.983048966666578,-1.0,15.618048,52.043776,15.794176,90.800128,125.46048,115.429376,4951.467777777777,-1.0,91.52111111111111,46.239999999999995,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:01:56,-1.0,4.675946533332838,40.085127733332605,1.7558623666666642,1.9501097000000318,2.9822400666664826,4.983048966666578,-1.0,15.618048,52.043776,15.794176,90.800128,125.46048,115.429376,4951.467777777777,-1.0,91.52111111111111,46.239999999999995,47.151111111111106,20.55111111111111,149.65444444444444
2024-03-05 08:02:01,-1.0,4.675946533332838,40.085127733332605,1.7294996333333756,1.1636840000001314,5.9498688000000275,4.983048966666578,-1.0,15.618048,52.043776,16.187392,90.800128,125.628416,115.429376,4951.467777777777,-1.0,91.52111111111111,46.239999999999995,27.737777777777776,65.07111111111111,65.61
2024-03-05 08:02:06,-1.0,6.350770700002309,49.762053333334194,1.7294996333333756,1.1636840000001314,5.9498688000000275,4.983048966666578,-1.0,15.642624,51.8144,16.187392,90.800128,125.628416,115.429376,1722.2499999999993,-1.0,91.52111111111111,148.83999999999995,27.737777777777776,65.07111111111111,65.61
