timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,reviews-v3-5fd56449d8-g2pl5_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v3-5fd56449d8-g2pl5_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v3-5fd56449d8-g2pl5_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 19:29:04,5.476800966668331,46.047572866670336,1.594787299999704,2.258371666666411,4.3710450000010805,9.147870766666227,-1.0,25.04704,56.369152,12.61568,91.103232,225.796096,119.894016,-1.0,29.160000000000004,8911.36,123.21,-1.0,44.001111111111115,111.65444444444444,107.46777777777778
2024-03-07 19:29:09,4.2582556333400134,42.364747266674385,0.8360220333353633,2.258371666666411,4.3710450000010805,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.796096,120.188928,-1.0,29.160000000000004,2193.3611111111113,146.41,-1.0,44.001111111111115,146.41,66.1511111111111
2024-03-07 19:29:14,4.2582556333400134,42.364747266674385,0.8360220333353633,2.258371666666411,4.3710450000010805,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.796096,120.188928,-1.0,29.160000000000004,2193.3611111111113,146.41,-1.0,44.001111111111115,146.41,66.1511111111111
2024-03-07 19:29:19,4.2582556333400134,42.364747266674385,0.8360220333353633,2.258371666666411,4.3710450000010805,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.796096,120.188928,-1.0,29.160000000000004,2193.3611111111113,146.41,-1.0,44.001111111111115,146.41,66.1511111111111
2024-03-07 19:29:24,4.2582556333400134,42.364747266674385,0.8360220333353633,2.258371666666411,4.3710450000010805,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.796096,120.188928,-1.0,29.160000000000004,2193.3611111111113,146.41,-1.0,44.001111111111115,146.41,66.1511111111111
2024-03-07 19:29:29,4.2582556333400134,42.364747266674385,0.8360220333353633,2.4438191000001552,5.450222799998983,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.980416,120.188928,-1.0,11.787777777777777,2193.3611111111113,146.41,-1.0,113.77777777777777,146.41,66.1511111111111
2024-03-07 19:29:34,4.2582556333400134,42.364747266674385,0.8360220333353633,2.4438191000001552,5.450222799998983,10.925160600000558,-1.0,25.04704,56.287232,12.41088,91.103232,225.980416,120.188928,-1.0,11.787777777777777,2193.3611111111113,146.41,-1.0,113.77777777777777,146.41,66.1511111111111
2024-03-07 19:29:39,5.611258833323518,44.495649933348126,1.6846464666665877,2.4438191000001552,5.450222799998983,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,225.980416,120.188928,-1.0,11.787777777777777,3039.6844444444446,249.64000000000001,-1.0,113.77777777777777,120.26777777777778,100.0
2024-03-07 19:29:44,5.611258833323518,44.495649933348126,1.6846464666665877,2.4438191000001552,5.450222799998983,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,225.980416,120.188928,-1.0,11.787777777777777,3039.6844444444446,249.64000000000001,-1.0,113.77777777777777,120.26777777777778,100.0
2024-03-07 19:29:49,5.611258833323518,44.495649933348126,1.6846464666665877,2.4438191000001552,5.450222799998983,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,225.980416,120.188928,-1.0,11.787777777777777,3039.6844444444446,249.64000000000001,-1.0,113.77777777777777,120.26777777777778,100.0
2024-03-07 19:29:54,5.611258833323518,44.495649933348126,1.6846464666665877,2.4438191000001552,5.450222799998983,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,225.980416,120.188928,-1.0,11.787777777777777,3039.6844444444446,249.64000000000001,-1.0,113.77777777777777,120.26777777777778,100.0
2024-03-07 19:29:59,5.611258833323518,44.495649933348126,1.6846464666665877,2.0318086666672266,4.541003000000879,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,226.062336,120.188928,-1.0,48.071111111111115,3039.6844444444446,249.64000000000001,-1.0,98.67111111111112,120.26777777777778,100.0
2024-03-07 19:30:04,5.611258833323518,44.495649933348126,1.6846464666665877,2.0318086666672266,4.541003000000879,13.99857546666586,-1.0,25.04704,56.516608,13.0048,91.103232,226.062336,120.188928,-1.0,48.071111111111115,3039.6844444444446,249.64000000000001,-1.0,98.67111111111112,120.26777777777778,100.0
2024-03-07 19:30:09,5.729444766681506,39.19898753332139,1.3766821666649776,2.0318086666672266,4.541003000000879,5.12827110000084,-1.0,25.055232,56.40192,12.283904,91.103232,226.062336,120.246272,-1.0,48.071111111111115,3572.0544444444445,113.77777777777777,-1.0,98.67111111111112,320.40999999999997,68.33777777777779
2024-03-07 19:30:14,5.729444766681506,39.19898753332139,1.3766821666649776,2.0318086666672266,4.541003000000879,5.12827110000084,-1.0,25.055232,56.40192,12.283904,91.103232,226.062336,120.246272,-1.0,48.071111111111115,3572.0544444444445,113.77777777777777,-1.0,98.67111111111112,320.40999999999997,68.33777777777779
