timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-wrbz2_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-wrbz2_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,reviews-v1-7b76c4f45d-phxww_network,productpage-v1-7fb564989f-wrbz2_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-prbfv_network
2024-03-11 01:53:05,7.859363166653566,70.73916309999882,-1.0,1.9821971666639606,1.6626548666664576,5.875501799999938,5.650023166667021,25.194496,53.866496,-1.0,14.626816,82.386944,184.307712,182.222848,147.21777777777777,3548.187777777778,27.387777777777778,-1.0,231.03999999999994,108.85444444444441,36.0
2024-03-11 01:53:10,7.859363166653566,70.73916309999882,-1.0,1.9821971666639606,1.6626548666664576,5.875501799999938,5.650023166667021,25.194496,53.866496,-1.0,14.626816,82.386944,184.307712,182.222848,147.21777777777777,3548.187777777778,27.387777777777778,-1.0,231.04,108.85444444444445,36.0
2024-03-11 01:53:15,7.859363166653566,70.73916309999882,-1.0,1.9821971666639606,1.6626548666664576,5.875501799999938,5.650023166667021,25.194496,53.866496,-1.0,14.626816,82.386944,184.307712,182.222848,147.21777777777777,3548.187777777778,27.387777777777778,-1.0,231.04,108.85444444444445,36.0
2024-03-11 01:53:20,7.859363166653566,70.73916309999882,-1.0,1.9821971666639606,1.6626548666664576,5.875501799999938,5.650023166667021,25.194496,53.866496,-1.0,14.626816,82.386944,184.307712,182.222848,147.21777777777777,3548.187777777778,27.387777777777778,-1.0,231.04,108.85444444444445,36.0
2024-03-11 01:53:25,7.859363166653566,70.73916309999882,-1.0,1.9821971666639606,1.6626548666664576,5.875501799999938,5.650023166667021,25.194496,53.866496,-1.0,14.626816,82.386944,184.307712,182.222848,147.21777777777777,3548.187777777778,27.387777777777778,-1.0,231.04,108.85444444444445,36.0
2024-03-11 01:53:30,7.859363166653566,48.64285886666835,-1.0,1.9821971666639606,1.9037157333334183,5.521141433333318,4.064547833333639,25.194496,53.395456,-1.0,14.626816,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,231.04,108.85444444444445,187.68999999999997
2024-03-11 01:53:35,7.5339064000066465,48.64285886666835,-1.0,1.664693566669939,1.9037157333334183,5.521141433333318,4.064547833333639,25.21088,53.395456,-1.0,15.024128,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,47.15111111111109,68.33777777777776,187.68999999999997
2024-03-11 01:53:40,7.533906400006647,48.64285886666835,-1.0,1.6646935666699392,1.9037157333334183,5.521141433333318,4.064547833333639,25.21088,53.395456,-1.0,15.024128,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,47.151111111111106,68.33777777777779,187.68999999999997
2024-03-11 01:53:45,7.533906400006647,48.64285886666835,-1.0,1.6646935666699392,1.9037157333334183,5.521141433333318,4.064547833333639,25.21088,53.395456,-1.0,15.024128,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,47.151111111111106,68.33777777777779,187.68999999999997
2024-03-11 01:53:50,7.533906400006647,48.64285886666835,-1.0,1.6646935666699392,1.9037157333334183,5.521141433333318,4.064547833333639,25.21088,53.395456,-1.0,15.024128,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,47.151111111111106,68.33777777777779,187.68999999999997
2024-03-11 01:53:55,7.533906400006647,48.64285886666835,-1.0,1.6646935666699392,1.9037157333334183,5.521141433333318,4.064547833333639,25.21088,53.395456,-1.0,15.024128,82.386944,184.418304,182.362112,174.23999999999998,3249.0,26.009999999999998,-1.0,47.151111111111106,68.33777777777779,187.68999999999997
2024-03-11 01:54:00,7.533906400006647,82.98688316666585,-1.0,1.6646935666699392,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.21088,53.649408,-1.0,15.024128,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,47.151111111111106,68.33777777777779,42.25
2024-03-11 01:54:05,9.112234733326353,82.98688316666585,-1.0,1.96074126666493,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.194496,53.649408,-1.0,14.344192,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,312.11111111111103,106.77777777777776,42.25
2024-03-11 01:54:10,9.112234733326357,82.98688316666585,-1.0,1.96074126666493,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.194496,53.649408,-1.0,14.344192,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,312.11111111111114,106.77777777777779,42.25
2024-03-11 01:54:15,9.112234733326357,82.98688316666585,-1.0,1.96074126666493,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.194496,53.649408,-1.0,14.344192,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,312.11111111111114,106.77777777777779,42.25
2024-03-11 01:54:20,9.112234733326357,82.98688316666585,-1.0,1.96074126666493,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.194496,53.649408,-1.0,14.344192,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,312.11111111111114,106.77777777777779,42.25
2024-03-11 01:54:25,9.112234733326357,82.98688316666585,-1.0,1.96074126666493,1.4973600999998857,2.6344128666674274,3.5390789333329544,25.194496,53.649408,-1.0,14.344192,82.386944,184.487936,182.448128,38.85444444444445,2618.0277777777774,49.0,-1.0,312.11111111111114,106.77777777777779,42.25
2024-03-11 01:54:30,9.112234733326357,41.54355386666755,-1.0,1.96074126666493,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.344192,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,312.11111111111114,106.77777777777779,183.1511111111111
2024-03-11 01:54:35,9.085812133344005,41.54355386666755,-1.0,1.8455184333333816,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.749696,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,39.68999999999998,67.24,183.1511111111111
2024-03-11 01:54:40,9.085812133344007,41.54355386666755,-1.0,1.8455184333333818,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.749696,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,39.69,67.24,183.1511111111111
2024-03-11 01:54:45,9.085812133344007,41.54355386666755,-1.0,1.8455184333333818,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.749696,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,39.69,67.24,183.1511111111111
2024-03-11 01:54:50,9.085812133344007,41.54355386666755,-1.0,1.8455184333333818,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.749696,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,39.69,67.24,183.1511111111111
2024-03-11 01:54:55,9.085812133344007,41.54355386666755,-1.0,1.8455184333333818,2.035086000000301,6.956733999999187,4.390101366666954,25.194496,53.424128,-1.0,14.749696,82.386944,184.659968,182.480896,115.20444444444442,4692.25,22.090000000000003,-1.0,39.69,67.24,183.1511111111111
2024-03-11 01:55:00,9.085812133344007,62.7563225333328,-1.0,1.8455184333333818,2.227041099999856,2.7501728000004277,7.464348766666262,25.194496,53.41184,-1.0,14.749696,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,39.69,67.24,77.44000000000001
2024-03-11 01:55:05,6.984965600001184,62.7563225333328,-1.0,1.7370528333344735,2.227041099999856,2.7501728000004277,7.464348766666262,25.178112,53.41184,-1.0,15.085568,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,180.4544444444444,67.24,77.44000000000001
2024-03-11 01:55:10,6.984965600001185,62.7563225333328,-1.0,1.7370528333344737,2.227041099999856,2.7501728000004277,7.464348766666262,25.178112,53.41184,-1.0,15.085568,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,180.45444444444445,67.24,77.44000000000001
2024-03-11 01:55:15,6.984965600001185,62.7563225333328,-1.0,1.7370528333344737,2.227041099999856,2.7501728000004277,7.464348766666262,25.178112,53.41184,-1.0,15.085568,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,180.45444444444445,67.24,77.44000000000001
2024-03-11 01:55:20,6.984965600001185,62.7563225333328,-1.0,1.7370528333344737,2.227041099999856,2.7501728000004277,7.464348766666262,25.178112,53.41184,-1.0,15.085568,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,180.45444444444445,67.24,77.44000000000001
2024-03-11 01:55:25,6.984965600001185,62.7563225333328,-1.0,1.7370528333344737,2.227041099999856,2.7501728000004277,7.464348766666262,25.178112,53.41184,-1.0,15.085568,82.386944,184.725504,182.62016,157.08444444444444,3306.25,33.254444444444445,-1.0,180.45444444444445,67.24,77.44000000000001
2024-03-11 01:55:30,6.984965600001185,62.501033499999416,-1.0,1.7370528333344737,0.8180729666667238,4.734280433333045,4.040581933333935,25.178112,53.755904,-1.0,15.085568,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,180.45444444444445,67.24,172.48444444444442
2024-03-11 01:55:35,7.463307899994711,62.501033499999416,-1.0,1.7680853333331468,0.8180729666667238,4.734280433333045,4.040581933333935,25.194496,53.755904,-1.0,14.495744,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,167.27111111111108,110.24999999999996,172.48444444444442
2024-03-11 01:55:40,7.463307899994712,62.501033499999416,-1.0,1.768085333333147,0.8180729666667238,4.734280433333045,4.040581933333935,25.194496,53.755904,-1.0,14.495744,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,167.2711111111111,110.25,172.48444444444442
2024-03-11 01:55:45,7.463307899994712,62.501033499999416,-1.0,1.768085333333147,0.8180729666667238,4.734280433333045,4.040581933333935,25.194496,53.755904,-1.0,14.495744,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,167.2711111111111,110.25,172.48444444444442
2024-03-11 01:55:50,7.463307899994712,62.501033499999416,-1.0,1.768085333333147,0.8180729666667238,4.734280433333045,4.040581933333935,25.194496,53.755904,-1.0,14.495744,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,167.2711111111111,110.25,172.48444444444442
2024-03-11 01:55:55,7.463307899994712,62.501033499999416,-1.0,1.768085333333147,0.8180729666667238,4.734280433333045,4.040581933333935,25.194496,53.755904,-1.0,14.495744,82.386944,184.81152,182.726656,172.48444444444442,2256.25,11.334444444444445,-1.0,167.2711111111111,110.25,172.48444444444442
2024-03-11 01:56:00,7.463307899994712,57.33083360000061,-1.0,1.768085333333147,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.495744,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,167.2711111111111,110.25,107.46777777777778
2024-03-11 01:56:05,4.990584033339473,57.33083360000061,-1.0,1.7091660999994926,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.721024,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,173.36111111111106,79.20999999999998,107.46777777777778
2024-03-11 01:56:10,4.9905840333394735,57.33083360000061,-1.0,1.7091660999994929,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.721024,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,173.3611111111111,79.21000000000001,107.46777777777778
2024-03-11 01:56:15,4.9905840333394735,57.33083360000061,-1.0,1.7091660999994929,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.721024,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,173.3611111111111,79.21000000000001,107.46777777777778
2024-03-11 01:56:20,4.9905840333394735,57.33083360000061,-1.0,1.7091660999994929,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.721024,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,173.3611111111111,79.21000000000001,107.46777777777778
2024-03-11 01:56:25,4.9905840333394735,57.33083360000061,-1.0,1.7091660999994929,2.558490899999792,5.154459066667035,4.386058599999387,25.194496,53.645312,-1.0,14.721024,82.386944,184.922112,182.837248,36.80444444444444,5700.25,41.81777777777778,-1.0,173.3611111111111,79.21000000000001,107.46777777777778
2024-03-11 01:56:30,4.9905840333394735,76.7603183999995,-1.0,1.7091660999994929,1.1005750333334654,4.954047233332896,5.150598066667082,25.194496,53.420032,-1.0,14.721024,82.386944,185.0368,183.001088,129.20111111111112,1860.4844444444443,36.401111111111106,-1.0,173.3611111111111,79.21000000000001,66.69444444444443
2024-03-11 01:56:35,11.520866566661423,76.7603183999995,-1.0,2.3101915666681325,1.1005750333334654,4.954047233332896,5.150598066667082,25.194496,53.420032,-1.0,14.462976,82.386944,185.0368,183.001088,129.20111111111112,1860.4844444444443,36.401111111111106,-1.0,195.99999999999994,126.18777777777773,66.69444444444443
2024-03-11 01:56:40,11.520866566661425,76.7603183999995,-1.0,2.310191566668133,1.1005750333334654,4.954047233332896,5.150598066667082,25.194496,53.420032,-1.0,14.462976,82.386944,185.0368,183.001088,129.20111111111112,1860.4844444444443,36.401111111111106,-1.0,196.0,126.18777777777775,66.69444444444443
2024-03-11 01:56:45,11.520866566661425,76.7603183999995,-1.0,2.310191566668133,1.1005750333334654,4.954047233332896,5.150598066667082,25.194496,53.420032,-1.0,14.462976,82.386944,185.0368,183.001088,129.20111111111112,1860.4844444444443,36.401111111111106,-1.0,196.0,126.18777777777775,66.69444444444443
2024-03-11 01:56:50,11.520866566661425,76.7603183999995,-1.0,2.310191566668133,1.1005750333334654,4.954047233332896,5.150598066667082,25.194496,53.420032,-1.0,14.462976,82.386944,185.0368,183.001088,129.20111111111112,1860.4844444444443,36.401111111111106,-1.0,196.0,126.18777777777775,66.69444444444443
