timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-4t7k7_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-4t7k7_memory,reviews-v3-5fd56449d8-4t7k7_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 13:44:03,4.913380234729574,39.58533482262328,1.2719805281387968,1.3411264333332913,6.283112466667262,0.37649186666991835,-1.0,25.001984,56.537088,12.316672,92.553216,162.746368,643.354624,-1.0,-1.0,5483.858779163374,400.0,37.209999999999994,56.78139048158019,159.6862657640508,59.290000000000006
2024-03-07 13:44:08,4.913380234729574,39.58533482262328,1.2719805281387968,1.3411264333332913,6.283112466667262,0.37649186666991835,-1.0,25.001984,56.537088,12.316672,92.553216,162.746368,643.354624,-1.0,-1.0,5483.858779163374,400.0,37.209999999999994,56.78139048158019,159.6862657640508,59.290000000000006
2024-03-07 13:44:13,4.913380234729574,39.58533482262328,1.2719805281387968,1.3411264333332913,6.283112466667262,0.37649186666991835,-1.0,25.001984,56.537088,12.316672,92.553216,162.746368,643.354624,-1.0,-1.0,5483.858779163374,400.0,37.209999999999994,56.78139048158019,159.6862657640508,59.290000000000006
2024-03-07 13:44:18,3.175609481262039,44.93376570209502,0.8054078210438201,1.3411264333332913,6.283112466667262,0.37649186666991835,-1.0,25.001984,56.537088,13.058048,92.553216,162.746368,643.354624,-1.0,-1.0,6111.657444444609,400.0,37.209999999999994,38.864807702235126,83.44002696825771,59.290000000000006
2024-03-07 13:44:23,3.175609481262039,44.93376570209502,0.8054078210438201,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,25.001984,56.537088,13.058048,92.553216,162.967552,643.354624,-1.0,-1.0,6111.657444444609,400.0,45.33777777777778,38.864807702235126,83.44002696825771,161.29
2024-03-07 13:44:28,3.175609481262039,44.93376570209502,0.8054078210438201,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,25.001984,56.537088,13.058048,92.553216,162.967552,643.354624,-1.0,-1.0,6111.657444444609,400.0,45.33777777777778,38.864807702235126,83.44002696825771,161.29
2024-03-07 13:44:33,3.175609481262039,44.93376570209502,0.8054078210438201,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,25.001984,56.537088,13.058048,92.553216,162.967552,643.354624,-1.0,-1.0,6111.657444444609,400.0,45.33777777777778,38.864807702235126,83.44002696825771,161.29
2024-03-07 13:44:38,3.175609481262039,44.93376570209502,0.8054078210438201,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,25.001984,56.537088,13.058048,92.553216,162.967552,643.354624,-1.0,-1.0,6111.657444444609,400.0,45.33777777777778,38.864807702235126,83.44002696825771,161.29
2024-03-07 13:44:43,3.175609481262039,44.93376570209502,0.8054078210438201,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,25.001984,56.537088,13.058048,92.553216,162.967552,643.354624,-1.0,-1.0,6111.657444444609,400.0,45.33777777777778,38.864807702235126,83.44002696825771,161.29
2024-03-07 13:44:48,6.11438851487718,38.359652013068526,0.9734334422075246,2.3606451333336054,6.841502633333599,0.3250731999893711,-1.0,24.9856,56.54528,12.939264,92.553216,162.967552,643.354624,-1.0,-1.0,1760.7315513955114,400.0,45.33777777777778,52.790366074995724,168.95494234506452,161.29
2024-03-07 13:44:53,6.11438851487718,38.359652013068526,0.9734334422075246,2.5391566666665235,4.983400066666377,0.2561051333335248,-1.0,24.9856,56.54528,12.939264,92.553216,163.147776,643.354624,-1.0,-1.0,1760.7315513955114,246.48999999999998,36.80444444444444,52.790366074995724,168.95494234506452,169.86777777777777
2024-03-07 13:44:58,6.11438851487718,38.359652013068526,0.9734334422075246,2.5391566666665235,4.983400066666377,0.2561051333335248,-1.0,24.9856,56.54528,12.939264,92.553216,163.147776,643.354624,-1.0,-1.0,1760.7315513955114,246.48999999999998,36.80444444444444,52.790366074995724,168.95494234506452,169.86777777777777
2024-03-07 13:45:03,6.11438851487718,38.359652013068526,0.9734334422075246,2.5391566666665235,4.983400066666377,0.2561051333335248,-1.0,24.9856,56.54528,12.939264,92.553216,163.147776,643.354624,-1.0,-1.0,1760.7315513955114,246.48999999999998,36.80444444444444,52.790366074995724,168.95494234506452,169.86777777777777
