timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-8c8nq_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-8c8nq_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-prbfv_network,reviews-v1-7b76c4f45d-phxww_network,ratings-v1-5b6b66f9b5-8c8nq_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-xslvc_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 05:54:00,7.566089333310325,36.81763683333277,-1.0,2.136557833334033,1.3016574666664837,4.336839699999473,4.913635133332642,25.23136,56.127488,-1.0,15.532032,82.468864,229.269504,228.368384,220.0277777777778,37.61777777777778,-1.0,129.96,232.0544444444444,1505.4399999999998,172.48444444444442
2024-03-11 05:54:05,7.566089333310325,36.81763683333277,-1.0,2.136557833334033,1.3016574666664837,4.336839699999473,4.913635133332642,25.23136,56.127488,-1.0,15.532032,82.468864,229.269504,228.368384,220.0277777777778,37.61777777777778,-1.0,129.96,232.0544444444444,1505.4399999999998,172.48444444444442
2024-03-11 05:54:10,7.566089333310325,36.81763683333277,-1.0,2.136557833334033,1.3016574666664837,4.336839699999473,4.913635133332642,25.23136,56.127488,-1.0,15.532032,82.468864,229.269504,228.368384,220.0277777777778,37.61777777777778,-1.0,129.96,232.0544444444444,1505.4399999999998,172.48444444444442
2024-03-11 05:54:15,7.566089333310325,36.81763683333277,-1.0,2.136557833334033,1.3016574666664837,4.336839699999473,4.913635133332642,25.23136,56.127488,-1.0,15.532032,82.468864,229.269504,228.368384,220.0277777777778,37.61777777777778,-1.0,129.96,232.0544444444444,1505.4399999999998,172.48444444444442
2024-03-11 05:54:20,6.6681378000187905,36.81763683333277,-1.0,1.9484800333316348,1.3016574666664837,4.336839699999473,4.913635133332642,25.214976,56.127488,-1.0,15.130624,82.468864,229.269504,228.368384,220.0277777777778,37.61777777777778,-1.0,46.24000000000002,232.0544444444444,1505.4399999999998,34.81000000000002
2024-03-11 05:54:25,6.668137800018789,72.5387962666673,-1.0,1.9484800333316343,1.777364666666396,3.9671010666666007,4.635760000000269,25.214976,56.225792,-1.0,15.130624,82.468864,229.371904,228.458496,252.81,28.444444444444443,-1.0,46.239999999999995,67.78777777777776,5112.25,34.81
2024-03-11 05:54:30,6.668137800018789,72.5387962666673,-1.0,1.9484800333316343,1.777364666666396,3.9671010666666007,4.635760000000269,25.214976,56.225792,-1.0,15.130624,82.468864,229.371904,228.458496,252.81,28.444444444444443,-1.0,46.239999999999995,67.78777777777776,5112.25,34.81
2024-03-11 05:54:35,6.668137800018789,72.5387962666673,-1.0,1.9484800333316343,1.777364666666396,3.9671010666666007,4.635760000000269,25.214976,56.225792,-1.0,15.130624,82.468864,229.371904,228.458496,252.81,28.444444444444443,-1.0,46.239999999999995,67.78777777777776,5112.25,34.81
2024-03-11 05:54:40,6.668137800018789,72.5387962666673,-1.0,1.9484800333316343,1.777364666666396,3.9671010666666007,4.635760000000269,25.214976,56.225792,-1.0,15.130624,82.468864,229.371904,228.458496,252.81,28.444444444444443,-1.0,46.239999999999995,67.78777777777776,5112.25,34.81
2024-03-11 05:54:45,6.668137800018789,72.5387962666673,-1.0,1.9484800333316343,1.777364666666396,3.9671010666666007,4.635760000000269,25.214976,56.225792,-1.0,15.130624,82.468864,229.371904,228.458496,252.81,28.444444444444443,-1.0,46.239999999999995,67.78777777777776,5112.25,34.81
