timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-xwzrp_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-xwzrp_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v2-7b4f9d8cb4-prbfv_network,ratings-v1-5b6b66f9b5-xwzrp_network,reviews-v1-7b76c4f45d-phxww_network,reviews-v3-5fd56449d8-npw75_network,details-v1-b788479c5-bbg6t_network,productpage-v1-7fb564989f-xslvc_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 07:54:51,7.964143599989865,84.02735953333527,-1.0,1.8651981333429533,1.860389999999749,4.746050766666106,5.267339333333136,25.214976,55.939072,-1.0,15.048704,83.730432,260.411392,258.125824,109.55111111111111,-1.0,50.41,26.351111111111116,169.00000000000009,4391.271111111111,82.81000000000003
2024-03-11 07:54:56,7.964143599989863,58.06724480000109,-1.0,1.8651981333429528,2.020104766666956,5.884345500000639,5.13138716666693,25.214976,55.791616,-1.0,15.048704,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,169.0,7367.36111111111,82.80999999999999
2024-03-11 07:55:01,7.964143599989863,58.06724480000109,-1.0,1.8651981333429528,2.020104766666956,5.884345500000639,5.13138716666693,25.214976,55.791616,-1.0,15.048704,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,169.0,7367.36111111111,82.80999999999999
2024-03-11 07:55:06,7.964143599989863,58.06724480000109,-1.0,1.8651981333429528,2.020104766666956,5.884345500000639,5.13138716666693,25.214976,55.791616,-1.0,15.048704,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,169.0,7367.36111111111,82.80999999999999
2024-03-11 07:55:11,7.964143599989863,58.06724480000109,-1.0,1.8651981333429528,2.020104766666956,5.884345500000639,5.13138716666693,25.214976,55.791616,-1.0,15.048704,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,169.0,7367.36111111111,82.80999999999999
2024-03-11 07:55:16,10.765503166688482,58.06724480000109,-1.0,2.306822466668261,2.020104766666956,5.884345500000639,5.13138716666693,25.23136,55.791616,-1.0,14.848,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,106.77777777777783,7367.36111111111,76.8544444444445
2024-03-11 07:55:21,10.765503166688482,58.06724480000109,-1.0,2.306822466668261,2.020104766666956,5.884345500000639,5.13138716666693,25.23136,55.791616,-1.0,14.848,83.730432,260.538368,258.2528,116.64000000000001,-1.0,38.85444444444445,261.36111111111114,106.77777777777783,7367.36111111111,76.8544444444445
2024-03-11 07:55:26,10.76550316668848,57.52311976666533,-1.0,2.3068224666682604,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,14.848,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,106.77777777777779,2580.64,76.85444444444445
2024-03-11 07:55:31,10.76550316668848,57.52311976666533,-1.0,2.3068224666682604,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,14.848,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,106.77777777777779,2580.64,76.85444444444445
2024-03-11 07:55:36,10.76550316668848,57.52311976666533,-1.0,2.3068224666682604,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,14.848,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,106.77777777777779,2580.64,76.85444444444445
2024-03-11 07:55:41,10.76550316668848,57.52311976666533,-1.0,2.3068224666682604,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,14.848,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,106.77777777777779,2580.64,76.85444444444445
2024-03-11 07:55:46,8.027121291907072,57.52311976666533,-1.0,1.746863542422517,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,15.09376,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,312.06950045740786,2580.64,66.14229184489938
2024-03-11 07:55:51,8.027121291907072,57.52311976666533,-1.0,1.746863542422517,1.1531535999997307,5.622346800000362,4.734809899999467,25.23136,55.709696,-1.0,15.09376,83.730432,260.73088,258.363392,137.6711111111111,-1.0,75.1111111111111,131.48444444444445,312.06950045740786,2580.64,66.14229184489938
2024-03-11 07:55:56,8.027121291907072,71.59802163332643,-1.0,1.746863542422517,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,15.09376,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,312.06950045740786,8854.81,66.14229184489938
2024-03-11 07:56:01,8.027121291907072,71.59802163332643,-1.0,1.746863542422517,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,15.09376,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,312.06950045740786,8854.81,66.14229184489938
2024-03-11 07:56:06,8.027121291907072,71.59802163332643,-1.0,1.746863542422517,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,15.09376,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,312.06950045740786,8854.81,66.14229184489938
2024-03-11 07:56:11,8.027121291907072,71.59802163332643,-1.0,1.746863542422517,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,15.09376,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,312.06950045740786,8854.81,66.14229184489938
2024-03-11 07:56:16,4.67992722848096,71.59802163332643,-1.0,1.9092477831926424,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,14.5408,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,178.69160253059695,8854.81,58.27554759178759
2024-03-11 07:56:21,4.67992722848096,71.59802163332643,-1.0,1.9092477831926424,2.9466714666673015,5.39127239999857,2.640489800000978,25.23136,55.791616,-1.0,14.5408,83.730432,260.870144,258.420736,110.25,-1.0,37.209999999999994,185.86777777777777,178.69160253059695,8854.81,58.27554759178759
2024-03-11 07:56:26,4.67992722848096,34.91441886667417,-1.0,1.9092477831926424,1.5599825333329895,5.156482166667805,7.377587166666899,25.23136,55.709696,-1.0,14.5408,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,178.69160253059695,7304.551111111112,58.27554759178759
2024-03-11 07:56:31,4.67992722848096,34.91441886667417,-1.0,1.9092477831926424,1.5599825333329895,5.156482166667805,7.377587166666899,25.23136,55.709696,-1.0,14.5408,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,178.69160253059695,7304.551111111112,58.27554759178759
2024-03-11 07:56:36,4.67992722848096,34.91441886667417,-1.0,1.9092477831926424,1.5599825333329895,5.156482166667805,7.377587166666899,25.23136,55.709696,-1.0,14.5408,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,178.69160253059695,7304.551111111112,58.27554759178759
2024-03-11 07:56:41,4.67992722848096,34.91441886667417,-1.0,1.9092477831926424,1.5599825333329895,5.156482166667805,7.377587166666899,25.23136,55.709696,-1.0,14.5408,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,178.69160253059695,7304.551111111112,58.27554759178759
2024-03-11 07:56:46,9.432556066652374,34.91441886667417,-1.0,0.9243131999937761,1.5599825333329895,5.156482166667805,7.377587166666899,25.214976,55.709696,-1.0,15.351808,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,70.00111111111114,7304.551111111112,104.72111111111117
2024-03-11 07:56:51,9.432556066652374,34.91441886667417,-1.0,0.9243131999937761,1.5599825333329895,5.156482166667805,7.377587166666899,25.214976,55.709696,-1.0,15.351808,83.730432,260.980736,258.646016,125.43999999999998,-1.0,40.11111111111111,153.76000000000002,70.00111111111114,7304.551111111112,104.72111111111117
2024-03-11 07:56:56,9.43255606665237,76.08824560000662,-1.0,0.9243131999937759,1.7442153333329695,4.037484466666305,4.720256266665501,25.214976,55.595008,-1.0,15.351808,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,70.00111111111111,930.25,104.7211111111111
2024-03-11 07:57:01,9.43255606665237,76.08824560000662,-1.0,0.9243131999937759,1.7442153333329695,4.037484466666305,4.720256266665501,25.214976,55.595008,-1.0,15.351808,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,70.00111111111111,930.25,104.7211111111111
2024-03-11 07:57:06,9.43255606665237,76.08824560000662,-1.0,0.9243131999937759,1.7442153333329695,4.037484466666305,4.720256266665501,25.214976,55.595008,-1.0,15.351808,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,70.00111111111111,930.25,104.7211111111111
2024-03-11 07:57:11,9.43255606665237,76.08824560000662,-1.0,0.9243131999937759,1.7442153333329695,4.037484466666305,4.720256266665501,25.214976,55.595008,-1.0,15.351808,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,70.00111111111111,930.25,104.7211111111111
2024-03-11 07:57:16,9.323750433334986,76.08824560000662,-1.0,2.064466133333554,1.7442153333329695,4.037484466666305,4.720256266665501,25.23136,55.595008,-1.0,14.954496,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,134.56000000000003,930.25,57.76000000000003
2024-03-11 07:57:21,9.323750433334986,76.08824560000662,-1.0,2.064466133333554,1.7442153333329695,4.037484466666305,4.720256266665501,25.23136,55.595008,-1.0,14.954496,83.730432,261.066752,258.7648,123.9511111111111,-1.0,47.151111111111106,121.0,134.56000000000003,930.25,57.76000000000003
2024-03-11 07:57:26,9.323750433334983,73.84069416666534,-1.0,2.0644661333335534,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.954496,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,134.56,10560.987777777778,57.76
2024-03-11 07:57:31,9.323750433334983,73.84069416666534,-1.0,2.0644661333335534,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.954496,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,134.56,10560.987777777778,57.76
2024-03-11 07:57:36,9.323750433334983,73.84069416666534,-1.0,2.0644661333335534,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.954496,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,134.56,10560.987777777778,57.76
2024-03-11 07:57:41,9.323750433334983,73.84069416666534,-1.0,2.0644661333335534,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.954496,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,134.56,10560.987777777778,57.76
2024-03-11 07:57:46,7.517445836547478,73.84069416666534,-1.0,2.1677922761695676,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.557184,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,188.46621055180486,10560.987777777778,90.18385304971217
2024-03-11 07:57:51,7.517445836547478,73.84069416666534,-1.0,2.1677922761695676,1.4642537000005027,5.374674799999942,4.5287869333340804,25.23136,55.709696,-1.0,14.557184,83.730432,261.214208,258.84672,44.44444444444445,-1.0,49.467777777777776,119.53777777777778,188.46621055180486,10560.987777777778,90.18385304971217
2024-03-11 07:57:56,7.517445836547478,74.24564349998946,-1.0,2.1677922761695676,1.9575238666665957,5.04243013333318,3.5584095666668722,25.23136,55.595008,-1.0,14.557184,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,188.46621055180486,5338.737777777777,90.18385304971217
2024-03-11 07:58:01,7.517445836547478,74.24564349998946,-1.0,2.1677922761695676,1.9575238666665957,5.04243013333318,3.5584095666668722,25.23136,55.595008,-1.0,14.557184,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,188.46621055180486,5338.737777777777,90.18385304971217
2024-03-11 07:58:06,7.517445836547478,74.24564349998946,-1.0,2.1677922761695676,1.9575238666665957,5.04243013333318,3.5584095666668722,25.23136,55.595008,-1.0,14.557184,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,188.46621055180486,5338.737777777777,90.18385304971217
2024-03-11 07:58:11,7.517445836547478,74.24564349998946,-1.0,2.1677922761695676,1.9575238666665957,5.04243013333318,3.5584095666668722,25.23136,55.595008,-1.0,14.557184,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,188.46621055180486,5338.737777777777,90.18385304971217
2024-03-11 07:58:16,8.7384452965833,74.24564349998946,-1.0,1.4186730134411603,1.9575238666665957,5.04243013333318,3.5584095666668722,25.214976,55.595008,-1.0,14.635008,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,205.59518660682556,5338.737777777777,119.62548705196708
2024-03-11 07:58:21,8.7384452965833,74.24564349998946,-1.0,1.4186730134411603,1.9575238666665957,5.04243013333318,3.5584095666668722,25.214976,55.595008,-1.0,14.635008,83.730432,261.357568,258.936832,197.8711111111111,-1.0,60.32111111111111,64.53444444444445,205.59518660682556,5338.737777777777,119.62548705196708
2024-03-11 07:58:26,8.738445296583299,28.25666270000511,-1.0,1.4186730134411603,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,14.635008,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,205.59518660682545,1502.8544444444444,119.62548705196704
2024-03-11 07:58:31,8.738445296583299,28.25666270000511,-1.0,1.4186730134411603,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,14.635008,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,205.59518660682545,1502.8544444444444,119.62548705196704
2024-03-11 07:58:36,8.738445296583299,28.25666270000511,-1.0,1.4186730134411603,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,14.635008,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,205.59518660682545,1502.8544444444444,119.62548705196704
2024-03-11 07:58:41,8.738445296583299,28.25666270000511,-1.0,1.4186730134411603,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,14.635008,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,205.59518660682545,1502.8544444444444,119.62548705196704
2024-03-11 07:58:46,7.386360742625677,28.25666270000511,-1.0,1.9698528431426259,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,15.167488,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,260.24974332200264,1502.8544444444444,90.87232773020342
2024-03-11 07:58:51,7.386360742625677,28.25666270000511,-1.0,1.9698528431426259,1.866248966666717,5.3972093999997615,7.297355299999708,25.214976,55.824384,-1.0,15.167488,83.730432,261.517312,259.137536,101.33777777777777,-1.0,49.937777777777775,186.77777777777777,260.24974332200264,1502.8544444444444,90.87232773020342
2024-03-11 07:58:56,7.386360742625677,76.93388186667107,-1.0,1.9698528431426259,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.167488,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,260.24974332200264,7569.0,90.87232773020342
2024-03-11 07:59:01,7.386360742625677,76.93388186667107,-1.0,1.9698528431426259,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.167488,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,260.24974332200264,7569.0,90.87232773020342
2024-03-11 07:59:06,7.386360742625677,76.93388186667107,-1.0,1.9698528431426259,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.167488,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,260.24974332200264,7569.0,90.87232773020342
2024-03-11 07:59:11,7.386360742625677,76.93388186667107,-1.0,1.9698528431426259,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.167488,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,260.24974332200264,7569.0,90.87232773020342
2024-03-11 07:59:16,7.809128875275515,76.93388186667107,-1.0,1.524465964397314,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.335424,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,159.62239338746323,7569.0,75.7000930092897
2024-03-11 07:59:21,7.809128875275515,76.93388186667107,-1.0,1.524465964397314,1.9608852666664232,4.774500800001154,4.436804966667296,25.214976,55.595008,-1.0,15.335424,83.730432,261.619712,259.268608,122.4711111111111,-1.0,46.239999999999995,206.40111111111113,159.62239338746323,7569.0,75.7000930092897
2024-03-11 07:59:26,7.809128875275515,63.394059866656484,-1.0,1.524465964397314,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.335424,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,159.62239338746323,6246.267777777777,75.7000930092897
2024-03-11 07:59:31,7.809128875275515,63.394059866656484,-1.0,1.524465964397314,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.335424,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,159.62239338746323,6246.267777777777,75.7000930092897
2024-03-11 07:59:36,7.809128875275515,63.394059866656484,-1.0,1.524465964397314,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.335424,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,159.62239338746323,6246.267777777777,75.7000930092897
2024-03-11 07:59:41,7.809128875275515,63.394059866656484,-1.0,1.524465964397314,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.335424,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,159.62239338746323,6246.267777777777,75.7000930092897
2024-03-11 07:59:46,7.278241066645329,63.394059866656484,-1.0,2.4188345333338175,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.19616,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,170.73777777777786,6246.267777777777,87.11111111111116
2024-03-11 07:59:51,7.278241066645329,63.394059866656484,-1.0,2.4188345333338175,1.2018078000001726,4.697290866666511,4.85837633333214,25.214976,55.595008,-1.0,15.19616,83.730432,261.767168,259.35872,257.06777777777785,-1.0,31.359999999999996,180.45444444444445,170.73777777777786,6246.267777777777,87.11111111111116
2024-03-11 07:59:56,7.278241066645327,60.324432433344555,-1.0,2.418834533333817,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.19616,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,170.73777777777778,6685.787777777778,87.11111111111113
2024-03-11 08:00:01,7.278241066645327,60.324432433344555,-1.0,2.418834533333817,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.19616,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,170.73777777777778,6685.787777777778,87.11111111111113
2024-03-11 08:00:06,7.278241066645327,60.324432433344555,-1.0,2.418834533333817,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.19616,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,170.73777777777778,6685.787777777778,87.11111111111113
2024-03-11 08:00:11,7.278241066645327,60.324432433344555,-1.0,2.418834533333817,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.19616,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,170.73777777777778,6685.787777777778,87.11111111111113
2024-03-11 08:00:16,4.953326266665197,60.324432433344555,-1.0,1.1201998999998373,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.228928,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,24.010000000000012,6685.787777777778,57.76000000000003
2024-03-11 08:00:21,4.953326266665197,60.324432433344555,-1.0,1.1201998999998373,1.9510089000002986,3.8542870666655444,5.220401533334021,25.214976,55.595008,-1.0,15.228928,83.730432,261.840896,259.4816,102.68444444444444,-1.0,46.239999999999995,62.93777777777778,24.010000000000012,6685.787777777778,57.76000000000003
2024-03-11 08:00:26,4.953326266665196,69.52825396665503,-1.0,1.120199899999837,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,15.228928,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,24.010000000000005,4303.36,57.76
2024-03-11 08:00:31,4.953326266665196,69.52825396665503,-1.0,1.120199899999837,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,15.228928,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,24.010000000000005,4303.36,57.76
2024-03-11 08:00:36,4.953326266665196,69.52825396665503,-1.0,1.120199899999837,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,15.228928,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,24.010000000000005,4303.36,57.76
2024-03-11 08:00:41,4.953326266665196,69.52825396665503,-1.0,1.120199899999837,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,15.228928,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,24.010000000000005,4303.36,57.76
2024-03-11 08:00:46,6.4200355000139115,69.52825396665503,-1.0,699.1501469000015,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,18.079744,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,355.9511111111113,4303.36,91.52111111111114
2024-03-11 08:00:51,6.4200355000139115,69.52825396665503,-1.0,699.1501469000015,2.30316509999966,6.813674666667187,5.278121533333054,25.214976,55.595008,-1.0,18.079744,83.730432,262.025216,259.629056,88.36000000000001,-1.0,57.76,162.9877777777778,355.9511111111113,4303.36,91.52111111111114
2024-03-11 08:00:56,6.42003550001391,50.034963900012976,-1.0,699.1501469000013,2.0170814333331086,2.428402266665823,4.659363266667546,25.214976,55.693312,-1.0,18.079744,83.730432,262.066176,259.735552,76.2711111111111,-1.0,40.96000000000001,200.69444444444443,355.9511111111111,4356.0,91.52111111111111
2024-03-11 08:01:01,6.42003550001391,50.034963900012976,-1.0,699.1501469000013,2.0170814333331086,2.428402266665823,4.659363266667546,25.214976,55.693312,-1.0,18.079744,83.730432,262.066176,259.735552,76.2711111111111,-1.0,40.96000000000001,200.69444444444443,355.9511111111111,4356.0,91.52111111111111
