timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-mmvlh_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-qcktl_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-mmvlh_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-qcktl_memory,reviews-v3-5fd56449d8-s5wkv_memory,reviews-v1-7b76c4f45d-phxww_network,ratings-v1-5b6b66f9b5-mmvlh_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-qcktl_network,productpage-v1-7fb564989f-xslvc_network,reviews-v3-5fd56449d8-s5wkv_network,details-v1-b788479c5-bbg6t_network
2024-03-11 13:12:04,4.606019000008624,49.2512212666649,-1.0,1.475603299998814,2.0561355333332663,2.752069666667012,8.870552366666592,25.25184,55.996416,-1.0,15.31904,92.061696,166.699008,118.41536,40.11111111111111,-1.0,121.0,200.69444444444443,3453.521111111111,126.18777777777775,102.00999999999999
2024-03-11 13:12:09,4.606019000008624,49.2512212666649,-1.0,1.475603299998814,2.0561355333332663,2.752069666667012,8.870552366666592,25.25184,55.996416,-1.0,15.31904,92.061696,166.699008,118.41536,40.11111111111111,-1.0,121.0,200.69444444444443,3453.521111111111,126.18777777777775,102.00999999999999
2024-03-11 13:12:14,4.606019000008624,49.2512212666649,-1.0,1.475603299998814,2.0561355333332663,2.752069666667012,8.870552366666592,25.25184,55.996416,-1.0,15.31904,92.061696,166.699008,118.41536,40.11111111111111,-1.0,121.0,200.69444444444443,3453.521111111111,126.18777777777775,102.00999999999999
2024-03-11 13:12:19,6.297431194195644,49.2512212666649,-1.0,1.4554141343473224,2.0561355333332663,2.752069666667012,10.58366673330425,25.25184,55.996416,-1.0,14.647296,92.061696,166.699008,118.5792,40.11111111111111,-1.0,80.33682879418318,200.69444444444443,3453.521111111111,151.98949519663464,110.86240345036629
2024-03-11 13:12:24,6.297431194195644,72.01599833333603,-1.0,1.4554141343473224,1.9300895333335195,5.873120166666486,10.58366673330425,25.25184,56.061952,-1.0,14.647296,92.061696,166.87104,118.5792,55.751111111111115,-1.0,80.33682879418318,109.55111111111111,4710.534444444445,151.98949519663464,110.86240345036629
2024-03-11 13:12:29,6.297431194195644,72.01599833333603,-1.0,1.4554141343473224,1.9300895333335195,5.873120166666486,10.58366673330425,25.25184,56.061952,-1.0,14.647296,92.061696,166.87104,118.5792,55.751111111111115,-1.0,80.33682879418318,109.55111111111111,4710.534444444445,151.98949519663464,110.86240345036629
2024-03-11 13:12:34,6.297431194195643,72.01599833333603,-1.0,1.4554141343473224,1.9300895333335195,5.873120166666486,10.583666733304248,25.25184,56.061952,-1.0,14.647296,92.061696,166.87104,118.5792,55.751111111111115,-1.0,80.33682879418315,109.55111111111111,4710.534444444445,151.9894951966346,110.86240345036624
2024-03-11 13:12:39,6.297431194195643,72.01599833333603,-1.0,1.4554141343473224,1.9300895333335195,5.873120166666486,10.583666733304248,25.25184,56.061952,-1.0,14.647296,92.061696,166.87104,118.5792,55.751111111111115,-1.0,80.33682879418315,109.55111111111111,4710.534444444445,151.9894951966346,110.86240345036624
2024-03-11 13:12:44,6.297431194195643,72.01599833333603,-1.0,1.4554141343473224,1.9300895333335195,5.873120166666486,10.583666733304248,25.25184,56.061952,-1.0,14.647296,92.061696,166.87104,118.5792,55.751111111111115,-1.0,80.33682879418315,109.55111111111111,4710.534444444445,151.9894951966346,110.86240345036624
2024-03-11 13:12:49,5.684358076560465,72.01599833333603,-1.0,1.6464715219474542,1.9300895333335195,5.873120166666486,11.705787414966089,25.25184,56.061952,-1.0,15.126528,92.061696,166.87104,118.685696,55.751111111111115,-1.0,62.98815822625348,109.55111111111111,4710.534444444445,115.29666332764049,312.3609498932738
