timestamp,details-v1-b788479c5-jmwdl_cpu,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-hm9g2_cpu,ratings-v1-5b6b66f9b5-n4ddg_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-jmwdl_memory,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-hm9g2_memory,ratings-v1-5b6b66f9b5-n4ddg_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,details-v1-b788479c5-jmwdl_network,productpage-v1-7fb564989f-hm9g2_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-n4ddg_network,reviews-v3-5fd56449d8-tv4wp_network
2024-03-05 09:46:01,-1.0,5.1237285999983815,42.34086839999994,1.7777793000000486,1.8653717333333948,5.980260633333501,4.142913600000023,-1.0,16.658432,52.056064,12.570624,90.963968,147.709952,136.679424,-1.0,3668.3211111111113,68.89000000000001,131.48444444444445,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:06,-1.0,5.8407901999999,34.60737613333245,1.7777793000000486,1.8653717333333948,5.980260633333501,4.142913600000023,-1.0,16.658432,52.03968,12.570624,90.963968,147.709952,136.679424,-1.0,2156.0544444444436,68.89000000000001,155.41777777777773,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:11,-1.0,5.840790199999901,34.60737613333246,1.7777793000000486,1.8653717333333948,5.980260633333501,2.906040933333524,-1.0,16.658432,52.03968,12.570624,90.963968,147.709952,136.777728,-1.0,2156.054444444444,118.08444444444446,155.4177777777778,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:16,-1.0,5.840790199999901,34.60737613333246,1.7777793000000486,1.8653717333333948,5.980260633333501,2.906040933333524,-1.0,16.658432,52.03968,12.570624,90.963968,147.709952,136.777728,-1.0,2156.054444444444,118.08444444444446,155.4177777777778,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:21,-1.0,5.840790199999901,34.60737613333246,1.7777793000000486,1.8653717333333948,5.980260633333501,2.906040933333524,-1.0,16.658432,52.03968,12.570624,90.963968,147.709952,136.777728,-1.0,2156.054444444444,118.08444444444446,155.4177777777778,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:26,-1.0,5.840790199999901,34.60737613333246,1.7777793000000486,1.8653717333333948,5.980260633333501,2.906040933333524,-1.0,16.658432,52.03968,12.570624,90.963968,147.709952,136.777728,-1.0,2156.054444444444,118.08444444444446,155.4177777777778,52.321111111111115,76.85444444444445,154.58777777777777
2024-03-05 09:46:31,-1.0,5.840790199999901,34.60737613333246,2.1062794666666678,2.184083733333371,4.74732843333309,2.906040933333524,-1.0,16.658432,52.03968,13.135872,90.968064,147.787776,136.777728,-1.0,2156.054444444444,118.08444444444446,155.4177777777778,20.854444444444443,55.751111111111115,118.81
2024-03-05 09:46:36,-1.0,5.613594766668938,26.745635966669088,2.1062794666666678,2.184083733333371,4.74732843333309,2.906040933333524,-1.0,16.658432,52.1216,13.135872,90.968064,147.787776,136.777728,-1.0,3426.15111111111,118.08444444444446,132.24999999999997,20.854444444444443,55.751111111111115,118.81
2024-03-05 09:46:41,-1.0,5.613594766668939,26.74563596666909,2.1062794666666678,2.184083733333371,4.74732843333309,6.121944533333116,-1.0,16.658432,52.1216,13.135872,90.968064,147.787776,136.941568,-1.0,3426.151111111111,107.46777777777778,132.25,20.854444444444443,55.751111111111115,118.81
2024-03-05 09:46:46,-1.0,5.613594766668939,26.74563596666909,2.1062794666666678,2.184083733333371,4.74732843333309,6.121944533333116,-1.0,16.658432,52.1216,13.135872,90.968064,147.787776,136.941568,-1.0,3426.151111111111,107.46777777777778,132.25,20.854444444444443,55.751111111111115,118.81
