timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,productpage-v1-7fb564989f-dr27n_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-prbfv_cpu,reviews-v3-5fd56449d8-npw75_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,productpage-v1-7fb564989f-dr27n_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-prbfv_memory,reviews-v3-5fd56449d8-npw75_memory,reviews-v3-5fd56449d8-npw75_network,productpage-v1-7fb564989f-dr27n_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-prbfv_network,productpage-v1-7fb564989f-xslvc_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-phxww_network
2024-03-11 03:38:05,7.510912333327724,63.685336166668094,-1.0,2.0404543000002677,1.064415300000121,4.417282899999009,6.597515733332671,25.214976,55.554048,-1.0,15.368192,82.448384,204.201984,203.22304,70.00111111111111,-1.0,86.49000000000001,102.68444444444444,3356.2711111111107,251.75111111111113,58.777777777777786
2024-03-11 03:38:10,7.510912333327724,63.685336166668094,-1.0,2.0404543000002677,1.064415300000121,4.417282899999009,6.597515733332671,25.214976,55.554048,-1.0,15.368192,82.448384,204.201984,203.22304,70.00111111111111,-1.0,86.49000000000001,102.68444444444444,3356.2711111111107,251.75111111111113,58.777777777777786
2024-03-11 03:38:15,7.510912333327724,63.685336166668094,-1.0,2.0404543000002677,1.064415300000121,4.417282899999009,6.597515733332671,25.214976,55.554048,-1.0,15.368192,82.448384,204.201984,203.22304,70.00111111111111,-1.0,86.49000000000001,102.68444444444444,3356.2711111111107,251.75111111111113,58.777777777777786
2024-03-11 03:38:20,5.494496666657748,63.685336166668094,-1.0,2.0126537666669724,1.064415300000121,4.417282899999009,6.597515733332671,25.23136,55.554048,-1.0,14.913536,82.448384,204.201984,203.22304,70.00111111111111,-1.0,94.09000000000002,102.68444444444444,3356.2711111111107,95.38777777777783,58.777777777777786
2024-03-11 03:38:25,5.4944966666577475,66.03759983333173,-1.0,2.012653766666972,2.101017633333413,5.750200433334385,4.221347500000168,25.23136,55.586816,-1.0,14.913536,82.448384,204.357632,203.300864,140.8177777777778,-1.0,94.08999999999999,144.8011111111111,5338.737777777777,95.3877777777778,51.361111111111114
2024-03-11 03:38:30,5.4944966666577475,66.03759983333173,-1.0,2.012653766666972,2.101017633333413,5.750200433334385,4.221347500000168,25.23136,55.586816,-1.0,14.913536,82.448384,204.357632,203.300864,140.8177777777778,-1.0,94.08999999999999,144.8011111111111,5338.737777777777,95.3877777777778,51.361111111111114
2024-03-11 03:38:35,5.4944966666577475,66.03759983333173,-1.0,2.012653766666972,2.101017633333413,5.750200433334385,4.221347500000168,25.23136,55.586816,-1.0,14.913536,82.448384,204.357632,203.300864,140.8177777777778,-1.0,94.08999999999999,144.8011111111111,5338.737777777777,95.3877777777778,51.361111111111114
2024-03-11 03:38:40,5.4944966666577475,66.03759983333173,-1.0,2.012653766666972,2.101017633333413,5.750200433334385,4.221347500000168,25.23136,55.586816,-1.0,14.913536,82.448384,204.357632,203.300864,140.8177777777778,-1.0,94.08999999999999,144.8011111111111,5338.737777777777,95.3877777777778,51.361111111111114
2024-03-11 03:38:45,5.4944966666577475,66.03759983333173,-1.0,2.012653766666972,2.101017633333413,5.750200433334385,4.221347500000168,25.23136,55.586816,-1.0,14.913536,82.448384,204.357632,203.300864,140.8177777777778,-1.0,94.08999999999999,144.8011111111111,5338.737777777777,95.3877777777778,51.361111111111114
2024-03-11 03:38:50,10.491771022901142,66.03759983333173,-1.0,1.7261254207926118,2.101017633333413,5.750200433334385,4.221347500000168,25.214976,55.586816,-1.0,15.106048,82.448384,204.357632,203.300864,140.8177777777778,-1.0,22.399964227599288,144.8011111111111,5338.737777777777,222.959850244797,51.361111111111114
2024-03-11 03:38:55,10.491771022901142,68.99636213333147,-1.0,1.7261254207926116,2.2833039666664945,4.294987933332095,4.948596066666747,25.214976,55.570432,-1.0,15.106048,82.448384,204.496896,203.415552,115.20444444444442,-1.0,22.39996422759928,94.73777777777777,2638.5344444444445,222.95985024479697,80.4011111111111
2024-03-11 03:39:00,10.491771022901142,68.99636213333147,-1.0,1.7261254207926116,2.2833039666664945,4.294987933332095,4.948596066666747,25.214976,55.570432,-1.0,15.106048,82.448384,204.496896,203.415552,115.20444444444442,-1.0,22.39996422759928,94.73777777777777,2638.5344444444445,222.95985024479697,80.4011111111111
2024-03-11 03:39:05,10.491771022901142,68.99636213333147,-1.0,1.7261254207926116,2.2833039666664945,4.294987933332095,4.948596066666747,25.214976,55.570432,-1.0,15.106048,82.448384,204.496896,203.415552,115.20444444444442,-1.0,22.39996422759928,94.73777777777777,2638.5344444444445,222.95985024479697,80.4011111111111
2024-03-11 03:39:10,10.491771022901142,68.99636213333147,-1.0,1.7261254207926116,2.2833039666664945,4.294987933332095,4.948596066666747,25.214976,55.570432,-1.0,15.106048,82.448384,204.496896,203.415552,115.20444444444442,-1.0,22.39996422759928,94.73777777777777,2638.5344444444445,222.95985024479697,80.4011111111111
2024-03-11 03:39:15,10.491771022901142,68.99636213333147,-1.0,1.7261254207926116,2.2833039666664945,4.294987933332095,4.948596066666747,25.214976,55.570432,-1.0,15.106048,82.448384,204.496896,203.415552,115.20444444444442,-1.0,22.39996422759928,94.73777777777777,2638.5344444444445,222.95985024479697,80.4011111111111
2024-03-11 03:39:20,8.27675144180683,68.99636213333147,-1.0,2.4438960229351894,2.2833039666664945,4.294987933332095,4.948596066666747,25.23136,55.570432,-1.0,14.938112,82.448384,204.496896,203.415552,115.20444444444442,-1.0,165.58422630052902,94.73777777777777,2638.5344444444445,128.4701371871805,80.4011111111111
2024-03-11 03:39:25,8.276751441806828,64.54353792827533,-1.0,2.443896022935189,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.938112,82.448384,204.603392,203.526144,137.63440615596897,-1.0,165.58422630052894,78.5968172292399,3984.755105576199,128.47013718718048,15.20594481105581
2024-03-11 03:39:30,8.276751441806828,64.54353792827533,-1.0,2.443896022935189,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.938112,82.448384,204.603392,203.526144,137.63440615596897,-1.0,165.58422630052894,78.5968172292399,3984.755105576199,128.47013718718048,15.20594481105581
2024-03-11 03:39:35,8.276751441806828,64.54353792827533,-1.0,2.443896022935189,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.938112,82.448384,204.603392,203.526144,137.63440615596897,-1.0,165.58422630052894,78.5968172292399,3984.755105576199,128.47013718718048,15.20594481105581
2024-03-11 03:39:40,8.276751441806828,64.54353792827533,-1.0,2.443896022935189,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.938112,82.448384,204.603392,203.526144,137.63440615596897,-1.0,165.58422630052894,78.5968172292399,3984.755105576199,128.47013718718048,15.20594481105581
2024-03-11 03:39:45,8.276751441806828,64.54353792827533,-1.0,2.443896022935189,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.938112,82.448384,204.603392,203.526144,137.63440615596897,-1.0,165.58422630052894,78.5968172292399,3984.755105576199,128.47013718718048,15.20594481105581
2024-03-11 03:39:50,4.570028599997993,64.54353792827533,-1.0,0.8744241999996426,1.7066270163976591,6.040380682575635,5.329910045327382,25.23136,55.68512,-1.0,14.712832,82.448384,204.603392,203.526144,137.63440615596897,-1.0,28.44444444444445,78.5968172292399,3984.755105576199,72.25000000000003,15.20594481105581
2024-03-11 03:39:55,4.5700285999979915,58.994951026808124,-1.0,0.8744241999996424,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.712832,82.448384,204.734464,203.640832,106.80625754767922,-1.0,28.444444444444443,85.27718351067514,6841.114175493656,72.25,93.46936794755278
2024-03-11 03:40:00,4.5700285999979915,58.994951026808124,-1.0,0.8744241999996424,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.712832,82.448384,204.734464,203.640832,106.80625754767922,-1.0,28.444444444444443,85.27718351067514,6841.114175493656,72.25,93.46936794755278
2024-03-11 03:40:05,4.5700285999979915,58.994951026808124,-1.0,0.8744241999996424,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.712832,82.448384,204.734464,203.640832,106.80625754767922,-1.0,28.444444444444443,85.27718351067514,6841.114175493656,72.25,93.46936794755278
2024-03-11 03:40:10,4.5700285999979915,58.994951026808124,-1.0,0.8744241999996424,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.712832,82.448384,204.734464,203.640832,106.80625754767922,-1.0,28.444444444444443,85.27718351067514,6841.114175493656,72.25,93.46936794755278
2024-03-11 03:40:15,4.5700285999979915,58.994951026808124,-1.0,0.8744241999996424,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.712832,82.448384,204.734464,203.640832,106.80625754767922,-1.0,28.444444444444443,85.27718351067514,6841.114175493656,72.25,93.46936794755278
2024-03-11 03:40:20,9.263634500014938,58.994951026808124,-1.0,2.47560779999958,2.0071679223899768,6.2792138951867615,5.1159241565542,25.23136,55.472128,-1.0,14.6432,82.448384,204.734464,203.640832,106.80625754767922,-1.0,104.72111111111117,85.27718351067514,6841.114175493656,242.3211111111112,93.46936794755278
2024-03-11 03:40:25,9.263634500014936,75.33643253332987,-1.0,2.4756077999995796,2.059486333332927,5.613391633333245,5.725744966666943,25.23136,55.45984,-1.0,14.6432,82.448384,204.84096,203.747328,71.68444444444445,-1.0,104.7211111111111,114.48999999999998,1637.5511111111114,242.3211111111111,39.69
2024-03-11 03:40:30,9.263634500014936,75.33643253332987,-1.0,2.4756077999995796,2.059486333332927,5.613391633333245,5.725744966666943,25.23136,55.45984,-1.0,14.6432,82.448384,204.84096,203.747328,71.68444444444445,-1.0,104.7211111111111,114.48999999999998,1637.5511111111114,242.3211111111111,39.69
2024-03-11 03:40:35,9.263634500014936,75.33643253332987,-1.0,2.4756077999995796,2.059486333332927,5.613391633333245,5.725744966666943,25.23136,55.45984,-1.0,14.6432,82.448384,204.84096,203.747328,71.68444444444445,-1.0,104.7211111111111,114.48999999999998,1637.5511111111114,242.3211111111111,39.69
