,timestamp,adservice-7659d48d84-xdcfs&cpu_usage,adservice-7659d48d84-xdcfs&cpu_limit,adservice-7659d48d84-xdcfs&mem_usage,adservice-7659d48d84-xdcfs&mem_usage_rate,adservice-7659d48d84-xdcfs&mem_limit,adservice-7659d48d84-xdcfs&fs_usage,adservice-7659d48d84-xdcfs&net_receive,adservice-7659d48d84-xdcfs&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.035350404,0.3,277.6328125,8.475008347,2648.0,8.92e-05,0.371479816,8.738853566,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.037140488,0.3,277.6328125,8.799246039,2648.0,0.000102948,0.371479816,8.738853566,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.03690175,0.3,277.6875,8.14758142,2648.0,7.52e-05,0.297387135,6.995864947,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.037068192,0.3,277.6875,6.382167646,2648.0,9.31e-05,0.346688991,7.438526804,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.036187601,0.3,277.7070313,2.918300922,2648.0,9.31e-05,0.346688991,7.438526804,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.033459046,0.3,277.7148438,2.917872396,2648.0,7.8e-05,0.35255284,7.808032557,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.037170153,0.3,277.7929688,0.954365004,2648.0,9.21e-05,0.356324401,7.807749917,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.037170153,0.3,277.7929688,0.954365004,2648.0,9.21e-05,0.356324401,7.807749917,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.033936798,0.3,276.9882813,4.226943783,2648.0,6.92e-05,0.356743417,7.888929026,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.038684965,0.3,276.1796875,5.333683007,2648.0,0.0,0.342671699,7.428203972,0.0608222222222222,0.0443797795770966,0.2169525994443652
