,timestamp,shippingservice-589dc45c5d-xdx28&cpu_usage,shippingservice-589dc45c5d-xdx28&mem_usage,shippingservice-589dc45c5d-xdx28&mem_usage_rate,shippingservice-589dc45c5d-xdx28&fs_usage,shippingservice-589dc45c5d-xdx28&net_receive,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.020880191,105.625,0.164531454,0.0,0.346700194,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.021276347,105.1445313,1.482226352,0.0,0.35176105,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.02093108,104.9023438,2.342377789,0.0,0.353108138,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.021356576,104.8945313,2.438162884,0.0,0.353108138,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.015297361,104.9023438,3.59697878,0.0,0.303867209,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.015297361,104.9023438,3.59697878,0.0,0.360848504,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.016076505,104.90625,3.37944216,0.0,0.360848504,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.01957396,104.890625,3.395096293,0.0,0.354104458,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.019058826,104.8867188,3.406242724,0.0,0.361661619,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.019797087,105.0117188,2.712190221,0.0,0.361661619,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.019216,105.0664063,2.44365177,0.0,0.297193426,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.018784898,105.0664063,2.344729361,0.0,0.266268315,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.018913446,105.5273438,1.12766355,0.0,0.236468054,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.017321502,105.984375,0.180315458,0.0,0.346461296,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.017930651,105.984375,0.169402649,0.0,0.346461296,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.020038721,106.0703125,1.320310482,0.0,0.346461296,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.022239753,106.0703125,1.574584766,0.0,0.346461296,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.020493918,106.0703125,1.380615614,0.0,0.345546885,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.021528874,105.8203125,2.032893802,0.0,0.345546885,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.019617153,105.8203125,2.56710865,0.0,0.23446812,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.018849088,105.8203125,2.60554243,0.0,0.25961301,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.020466805,105.9648438,2.510829089,0.0,0.334786537,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.019061981,105.9648438,2.549858287,0.0,0.33436548,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.019433093,105.9648438,2.570505357,0.0,0.33436548,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.018382847,106.0117188,1.566364639,0.0,0.33436548,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.021595751,105.9140625,2.286366471,0.0,0.281569492,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.021595751,105.9140625,2.286366471,0.0,0.336174392,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.022260335,105.8945313,2.484439058,0.0,0.336174392,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.021918254,105.8476563,2.632269647,0.0,0.336174392,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.021736685,105.8476563,2.632093175,0.0,0.336245087,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.019882675,105.8476563,3.026918326,0.0,0.336245087,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.021496697,105.8476563,2.286134449,0.0,0.336245087,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.020375314,105.8476563,2.286111751,0.0,0.337377903,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.018448228,105.3359375,2.692758124,0.0,0.256377686,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.021808183,104.7070313,3.587950728,0.0,0.363486082,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.021386438,104.5898438,4.080167246,0.0,0.363486082,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.021250347,104.5898438,3.930385716,0.0,0.363486082,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.021142074,104.5898438,3.580179103,0.0,0.362339825,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.019465396,104.5898438,3.178926707,0.0,0.371407354,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.019990881,104.7304688,3.242300668,0.0,0.376482035,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.019345474,104.7460938,2.592890061,0.0,0.376482035,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.020354839,104.7460938,2.592933641,0.0,0.264081721,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.020785094,104.6289063,2.844217141,0.0,0.292949106,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.021164813,104.6328125,2.401037121,0.0,0.346408616,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.021164813,104.6328125,2.401037121,0.0,0.354644268,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.02131213,104.6289063,2.139080718,0.0,0.354644268,0.0796444444444444,0.0459723237892599,0.2194639647705703
