,timestamp,frontend-875b86bb8-lq7z8&cpu_usage,frontend-875b86bb8-lq7z8&mem_usage,frontend-875b86bb8-lq7z8&mem_usage_rate,frontend-875b86bb8-lq7z8&fs_usage,frontend-875b86bb8-lq7z8&net_receive,frontend-875b86bb8-lq7z8&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.010648067,103.7109375,8.31e-05,0.000234047,0.467111879,3.099537367,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.010648067,103.7109375,8.31e-05,0.000234047,0.467111879,3.099537367,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.008489182,103.7109375,8.31e-05,0.000184336,0.459725138,3.289165839,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.011023832,103.9257813,0.004894768,0.000164832,0.436920091,2.842240212,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.011168411,103.9296875,0.004979574,0.000169612,0.436920091,2.842240212,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.011168411,103.9296875,0.004979574,0.000169612,0.449707708,3.19798049,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.011419807,104.9882813,0.024805193,0.0,0.470555648,3.935663757,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.011368242,104.9882813,0.029724546,0.0,0.470555648,3.935663757,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.011156213,104.9921875,0.025998247,0.0,0.46457003,4.955013113,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.011209488,105.0,0.027266645,0.0,0.46457003,4.955013113,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.009403143,105.0,0.02969395,0.000170879,0.46457003,4.955013113,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.008944167,105.0,0.027823392,0.000190916,0.476314947,5.556041687,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.011226338,105.0078125,0.024462631,0.000240444,0.460292016,4.829572547,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.011226338,105.0078125,0.024462631,0.000240444,0.460292016,4.829572547,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.011240585,105.0078125,0.024462631,0.000148966,0.425825818,3.828382669,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.011185052,105.0898438,0.002232818,0.000148966,0.425825818,3.828382669,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.011206414,105.0898438,0.002232818,0.000226037,0.425825818,3.828382669,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.011189277,105.0898438,0.002232818,0.000152163,0.436178705,2.924667808,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.010558668,105.0898438,0.002503557,0.000152163,0.436178705,2.924667808,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.011264768,105.1289063,0.002576118,0.0,0.436178705,2.924667808,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.010150043,105.1289063,0.002897093,0.0,0.359988219,2.540380662,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.011228472,105.1328125,0.00316719,0.0,0.433352367,3.058100003,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.011188546,105.1328125,0.002601835,0.0,0.433352367,3.058100003,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.011353467,105.1367188,0.002689128,0.000261877,0.348706612,2.460768125,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.011494342,105.4921875,0.009494146,0.000261877,0.338035659,3.07505451,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.011655944,105.734375,0.014014457,0.000210319,0.464827884,4.397369671,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.011669275,105.6328125,0.980040689,0.000259735,0.449397548,4.346611533,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.011080558,105.6328125,1.167691065,0.000300951,0.442435956,4.545092761,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.011958959,105.6367188,1.397892303,0.000251474,0.442435956,4.545092761,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.011719479,105.6289063,2.012631427,0.000274998,0.450487179,4.791962651,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.011719479,105.6289063,2.012631427,0.000274998,0.450487179,4.791962651,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.011873526,105.6289063,2.617218267,0.000274998,0.459793356,4.307180836,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.011423428,105.6289063,2.008430671,0.0,0.341496589,3.049168045,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.011126455,105.6289063,2.72391446,0.0,0.420684992,3.556125868,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.011054201,105.7265625,2.721108627,0.0,0.507346887,4.288694444,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.011740808,106.9414063,1.962122759,0.000159357,0.507346887,4.288694444,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.011739852,106.9414063,1.268863912,0.000159357,0.508148148,4.372993221,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.011886657,106.9414063,1.276224968,0.000248489,0.530930651,4.146805056,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.012778782,106.6367188,0.959363739,0.000168181,5.530034164,3.802173719,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.015487545,106.4570313,2.083088461,0.000168181,6.606942934,3.344197708,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.016638629,106.4570313,2.61657864,0.000168181,7.953969816,4.026014437,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.016541962,106.4609375,2.511439684,0.000195313,6.012464035,4.130401837,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.016563059,106.4609375,2.509665089,0.000170493,6.012464035,4.130401837,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.015490443,106.3359375,2.948019818,0.000170493,7.850902998,3.905893237,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.01636569,106.3359375,4.083076289,0.000170493,6.449255116,3.208561098,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.014740778,106.3398438,3.769272515,0.000156837,8.470126323,2.612596524,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.013261742,106.3398438,3.36776176,0.000156837,6.32220284,4.295000336,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.011579149,106.3398438,2.951420482,0.000224497,6.32220284,4.295000336,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.011580851,106.3476563,2.622839685,0.000153358,0.477061903,4.70553312,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.011545432,106.4765625,2.028341096,0.000153358,0.477061903,4.70553312,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.011520958,106.4765625,2.547047344,0.000239853,0.479686347,4.806526062,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.0104181,106.4765625,1.185673419,0.000168098,0.456179649,4.553676451,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.010495195,106.4726563,1.733076381,0.000168098,0.456179649,4.553676451,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.011545205,159.6289063,2.409440364,0.000168098,0.330956766,3.175819642,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.01155567,166.96875,2.409359766,0.0,0.425553838,4.083561286,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.012180626,213.7109375,2.378551971,0.0,0.33141069,3.18017544,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.012180626,213.7109375,2.378551971,0.0,0.29594787,2.839878666,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.03519119,219.2695313,3.49808362,0.002945839,0.26048505,2.499581893,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.039441138,219.2695313,3.297363148,0.003524067,0.212727116,2.099821383,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.390759277,253.5507813,3.885401663,0.012086406,49.99828592,180.1956027,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.463728148,254.0820313,2.681988062,0.011527415,58.19607038,208.4267286,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.565676726,259.90625,1.101068489,0.009754258,63.39790083,257.1864841,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.596709517,259.90625,1.18712708,0.011326486,71.64966621,290.6614493,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.717182324,257.859375,2.620414228,0.01214393,79.90143159,324.1364145,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.767708407,255.4765625,3.772744211,0.009045313,99.3422751,418.8931015,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.701562231,255.4765625,3.834694167,0.009045313,99.3422751,418.8931015,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.851584496,251.4804688,5.603852788,0.005608399,99.3422751,418.8931015,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.877277336,251.4804688,6.301589848,0.0,95.92589511,440.8129518,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.955102686,251.9765625,6.196747241,0.0,95.92589511,440.8129518,0.7024222222222221,0.0945410832979494,0.2244484411093969
