,timestamp,productcatalogservice-5ff5f57dc8-8z7xf&cpu_usage,productcatalogservice-5ff5f57dc8-8z7xf&mem_usage,productcatalogservice-5ff5f57dc8-8z7xf&mem_usage_rate,productcatalogservice-5ff5f57dc8-8z7xf&fs_usage,productcatalogservice-5ff5f57dc8-8z7xf&net_receive,productcatalogservice-5ff5f57dc8-8z7xf&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.016903756,105.40625,3.235311112,0.0,0.348782387,3.493150731,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.017156799,105.40625,3.448112357,0.0,0.348782387,3.493150731,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.015387283,105.4140625,2.14414628,0.0,0.348782387,3.493150731,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.015837818,105.4257813,1.941921442,0.0,0.26028031,2.606778288,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.017073557,105.4257813,2.122512529,0.0,0.359841368,4.272708497,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.01554218,106.015625,0.80585454,0.0,0.359841368,4.272708497,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.016352352,106.015625,0.014693047,0.0,0.346027403,3.464597746,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.016397208,105.8984375,1.009701121,0.0,0.33519566,3.403580077,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.015891086,105.8984375,1.008844635,0.0,0.33519566,3.403580077,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.017122916,106.171875,1.408509685,0.0,0.33519566,3.403580077,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.015247466,106.171875,1.203048226,0.0,0.360292941,4.330200191,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.016597025,106.1835938,0.982060547,0.0,0.282300595,3.085004023,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.01854145,105.9335938,2.269603079,0.0,0.365759232,3.99704684,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.01854145,105.9335938,2.269603079,0.0,0.296790757,3.243353695,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.016758749,105.9335938,2.519641376,0.0,0.358626206,3.647531314,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.014757031,105.9765625,2.478259022,0.0,0.358626206,3.647531314,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.018941608,105.484375,3.679956036,0.0,0.376835941,4.56399364,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.019558418,105.484375,3.924490962,0.0,0.371281507,4.260323357,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.019065566,105.4453125,4.089870386,0.0,0.352731415,3.321632071,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.018595705,105.4453125,4.065113558,0.0,0.352731415,3.321632071,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.018049892,105.4453125,4.138952972,0.0,0.353347324,3.464220889,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.018816479,105.4414063,3.417088526,0.0,0.353347324,3.464220889,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.018816479,105.4414063,3.417088526,0.0,0.356722529,3.67445323,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.017362357,105.4414063,3.160670514,0.0,0.35100791,3.788276557,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.015920001,105.6054688,2.126156637,0.0,0.35100791,3.788276557,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.017421619,105.609375,1.301714749,0.0,0.35100791,3.788276557,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.017421619,105.609375,1.301714749,0.0,0.347840469,4.017972217,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.018119713,105.7695313,1.319513388,0.0,0.347840469,4.017972217,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.015858493,105.7695313,0.173015991,0.0,0.347840469,4.017972217,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.015840738,105.5273438,1.048084603,0.0,0.28417277,3.42049235,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.014398866,105.4921875,1.20283868,0.0,0.358434931,3.767774428,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.015810957,105.4882813,2.663998017,0.0,0.358434931,3.767774428,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.017092818,105.4492188,3.233020351,0.0,0.367407886,3.645882439,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.018029858,105.8203125,3.776296099,0.0,0.358055112,3.795684126,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.019213376,105.7929688,4.088441721,0.0,0.358055112,3.795684126,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.019015933,106.1132813,3.481136879,0.0,0.387006957,4.131394792,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.018172459,106.0429688,4.132165725,0.0,0.387006957,4.131394792,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.014605974,106.2226563,3.611054799,0.0,0.387006957,4.131394792,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.01562027,106.2773438,3.157748186,0.0,0.324415291,3.598999671,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.017174127,106.2773438,2.612607902,0.0,0.384611221,4.266801517,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.017589414,106.2773438,2.678495869,0.0,0.384611221,4.266801517,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.018063252,106.28125,2.320444562,0.0,0.327953715,3.638254245,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.017886369,106.28125,2.13740919,0.0,0.398834218,4.943303599,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.017771655,106.28125,2.470538593,0.0,0.398834218,4.943303599,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.017872221,106.2617188,3.066628274,0.0,0.398834218,4.943303599,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.018679188,106.2578125,2.48925019,0.0,0.363732352,4.563544461,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.017569354,106.2578125,2.377739777,0.0,0.363732352,4.563544461,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.018765599,106.3398438,2.10864127,0.0,0.358709528,5.128488067,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.018809739,106.3398438,2.347166824,0.0,0.367949505,4.834043073,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.017489839,106.8671875,1.363767177,0.0,0.367949505,4.834043073,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.017554238,106.9453125,1.463522468,0.0,0.284214756,3.316650163,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.017380532,106.5039063,1.561992652,0.0,0.334549836,4.03950663,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.016520882,106.5039063,1.561396022,0.0,0.334549836,4.03950663,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.019538375,103.3867188,2.485052054,0.0,0.334549836,4.03950663,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.018383146,110.9101563,2.325522869,0.0,0.359335234,4.016217657,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.018383146,162.71875,2.325522869,0.0,0.359335234,4.016217657,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.01589759,206.78125,2.805512138,0.0,0.359335234,4.016217657,0.1136666666666666,0.0521944432733104,0.2227042872945098
