,timestamp,checkoutservice-7d8cb45794-hc2rj&cpu_usage,checkoutservice-7d8cb45794-hc2rj&cpu_limit,checkoutservice-7d8cb45794-hc2rj&mem_usage,checkoutservice-7d8cb45794-hc2rj&mem_usage_rate,checkoutservice-7d8cb45794-hc2rj&fs_usage,checkoutservice-7d8cb45794-hc2rj&net_receive,checkoutservice-7d8cb45794-hc2rj&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
47,1658458306,0.016336328,0.5,106.7617188,3.297151451,0.0,0.341543217,3.932127393,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.016336328,0.5,106.7617188,3.297151451,0.0,0.341543217,3.932127393,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.014787753,0.5,106.7617188,3.513122777,0.0,0.330799144,3.942512961,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.014706514,0.5,107.3828125,2.733110444,0.0,0.255845572,3.049205232,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.017150492,0.5,108.0039063,2.462201359,0.0,0.228278976,2.720662486,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.017049111,0.5,108.015625,2.157509244,0.0,0.338630562,4.259701602,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.017722793,0.5,115.5273438,1.200500282,0.0,0.338630562,4.259701602,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.017509941,0.5,161.6367188,1.626606808,0.0,0.338630562,4.259701602,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.016678242,0.5,215.7851563,1.227891506,0.0,0.338124203,4.409987531,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.016320816,1.0,216.1328125,1.110198534,0.0,0.338124203,4.409987531,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.036980378,1.0,221.8007813,0.19472855,0.00033054,0.338124203,4.409987531,0.2371333333333333,0.0582634865275375,0.223251141815359
