,timestamp,productcatalogservice-5ff5f57dc8-9zfh2&cpu_usage,productcatalogservice-5ff5f57dc8-9zfh2&mem_usage,productcatalogservice-5ff5f57dc8-9zfh2&mem_usage_rate,productcatalogservice-5ff5f57dc8-9zfh2&fs_usage,productcatalogservice-5ff5f57dc8-9zfh2&net_receive,productcatalogservice-5ff5f57dc8-9zfh2&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.016035977,121.4921875,2.936974445,0.0,0.279541202,3.407800083,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.017997565,121.625,2.920765183,0.0,0.3409154,3.944529348,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.019455197,121.609375,3.09167363,0.0,0.3409154,3.944529348,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.019168687,121.8085938,2.743733546,0.0,0.3409154,3.944529348,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.017777543,121.8085938,2.669397665,0.0,0.336449835,3.451856084,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.019115352,122.0546875,2.656264597,0.0,0.336223104,3.379073953,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.019489764,122.0546875,2.741579597,0.0,0.338382858,3.406003225,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.018758057,122.0976563,1.560195837,0.0,0.338382858,3.406003225,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.018025913,121.9726563,1.537354345,0.0,0.339374834,3.574794491,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.016890394,121.9726563,1.381437189,0.0,0.339374834,3.574794491,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.017166665,121.9765625,1.479606481,0.0,0.338437029,3.568447721,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.017608592,121.9882813,1.369404976,0.0,0.352807566,4.713778268,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.017662734,121.9921875,1.168407764,0.0,0.352807566,4.713778268,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.016832798,121.9921875,1.349737144,0.0,0.362897126,5.586267491,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.016841025,122.125,1.576210571,0.0,0.347700527,4.96382373,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.016525776,122.125,1.221111342,0.0,0.347700527,4.96382373,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.017182026,121.984375,2.710042163,0.0,0.347700527,4.96382373,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.017574539,121.984375,1.654523357,0.0,0.350478564,5.423700045,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.018314651,121.6054688,2.538515061,0.0,0.347600898,4.711748608,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.015939819,121.609375,2.779688644,0.0,0.347600898,4.711748608,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.019375839,121.5039063,4.054049068,0.0,0.330671936,3.564139726,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.019658863,121.5078125,3.840221097,0.0,0.32628577,3.711795034,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.019334228,121.6328125,4.516636679,0.0,0.32628577,3.711795034,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.019973359,121.6328125,5.79005399,0.0,0.330502017,3.699415632,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.019624265,121.6328125,6.078967215,0.0,0.330502017,3.699415632,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.018853227,121.53125,5.835280386,0.0,0.333652451,3.55803747,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.019256934,121.3710938,5.737204653,0.0,0.32898623,3.63851859,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.01847716,121.3710938,4.819042721,0.0,0.334100995,3.870423447,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.015648957,121.375,3.773074601,0.0,0.334100995,3.870423447,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.017308351,121.375,4.398326059,0.0,0.334100995,3.870423447,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.01766897,121.3789063,4.005647354,0.0,0.359345529,3.873178825,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.017502788,121.2460938,4.770516457,0.0,0.359345529,3.873178825,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.017714196,121.2460938,3.90903428,0.0,0.359345529,3.873178825,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.01579935,121.2460938,4.690266823,0.0,0.263427734,2.999243164,0.0816222222222222,0.0521007694147802,0.2173592488698734
34,1658458241,0.016875787,121.4492188,2.301609309,0.0,0.361545085,3.82542949,0.0816222222222222,0.0521007694147802,0.2173592488698734
35,1658458246,0.017665945,121.4492188,2.365657619,0.0,0.361545085,3.82542949,0.0816222222222222,0.0521007694147802,0.2173592488698734
36,1658458251,0.017665945,121.4492188,2.365657619,0.0,0.361545085,3.82542949,0.0900444444444444,0.0559470064554303,0.2174169339459124
37,1658458256,0.018396159,121.2421875,2.534510687,0.0,0.356342971,3.655042465,0.0900444444444444,0.0559470064554303,0.2174169339459124
38,1658458261,0.018174581,121.2421875,2.611587509,0.0,0.356342971,3.655042465,0.0900444444444444,0.0559470064554303,0.2174169339459124
39,1658458266,0.018401787,121.40625,2.379670925,0.0,0.339882317,3.485956232,0.0938888888888888,0.0552953257090876,0.2176513175180285
40,1658458271,0.018131261,121.5742188,1.397503846,0.0,0.35597858,3.678920723,0.0938888888888888,0.0552953257090876,0.2176513175180285
41,1658458276,0.018530099,121.5742188,1.397503846,0.0,0.35597858,3.678920723,0.0938888888888888,0.0552953257090876,0.2176513175180285
42,1658458281,0.016725388,121.6171875,1.228078543,0.0,0.2949167,3.230527023,0.0782666666666666,0.0480681386946617,0.2184978308286169
43,1658458286,0.018252992,121.6210938,1.52118194,0.0,0.362500361,3.970840622,0.0782666666666666,0.0480681386946617,0.2184978308286169
44,1658458291,0.018852144,121.6601563,1.520714226,0.0,0.346865029,3.733412434,0.0782666666666666,0.0480681386946617,0.2184978308286169
45,1658458296,0.017271478,121.65625,1.551136301,0.0,0.346865029,3.733412434,0.0796444444444444,0.0459723237892599,0.2194639647705703
46,1658458301,0.016101751,121.6679688,0.38883803,0.0,0.353887663,3.698342867,0.0796444444444444,0.0459723237892599,0.2194639647705703
47,1658458306,0.018540736,121.8125,0.389782847,0.0,0.354087698,3.914989763,0.0796444444444444,0.0459723237892599,0.2194639647705703
48,1658458311,0.017829207,121.8125,0.332855682,0.0,0.354087698,3.914989763,0.0975777777777777,0.0495119138044497,0.2209830253466402
49,1658458316,0.018521264,121.8203125,0.373507638,0.0,0.339301597,4.280225778,0.0975777777777777,0.0495119138044497,0.2209830253466402
50,1658458321,0.018239789,121.8984375,0.373038812,0.0,0.339301597,4.280225778,0.0975777777777777,0.0495119138044497,0.2209830253466402
51,1658458326,0.018302888,121.8984375,0.373714039,0.0,0.339301597,4.280225778,0.1092666666666666,0.0496786080989622,0.2222567725467129
52,1658458331,0.017331419,121.9023438,0.286115641,0.0,0.289251997,3.715993153,0.1092666666666666,0.0496786080989622,0.2222567725467129
53,1658458336,0.017832739,121.8398438,1.521372772,0.0,0.35127792,4.512834341,0.1092666666666666,0.0496786080989622,0.2222567725467129
54,1658458341,0.015185481,121.8398438,1.873229358,0.0,0.35127792,4.512834341,0.1136666666666666,0.0521944432733104,0.2227042872945098
55,1658458346,0.01500569,121.71875,2.539098318,0.0,0.342487895,4.152979828,0.1136666666666666,0.0521944432733104,0.2227042872945098
56,1658458351,0.017355671,121.71875,3.135276073,0.0,0.338824555,4.0648106,0.1136666666666666,0.0521944432733104,0.2227042872945098
57,1658458356,0.030668742,123.6679688,2.448142797,0.0,0.338824555,4.0648106,0.2371333333333333,0.0582634865275375,0.223251141815359
58,1658458361,0.041496349,124.0976563,2.45785784,0.0,0.338824555,4.0648106,0.2371333333333333,0.0582634865275375,0.223251141815359
59,1658458366,0.070055027,125.59375,3.140177913,0.0,13.36291124,13.40366565,0.2371333333333333,0.0582634865275375,0.223251141815359
60,1658458371,0.075631376,125.7890625,3.010238347,0.0,13.36291124,13.40366565,0.4426,0.0731026707066075,0.2235458821933517
61,1658458376,0.118799257,126.2265625,2.39722235,0.0,19.2246217,17.73646856,0.4426,0.0731026707066075,0.2235458821933517
62,1658458381,0.157436779,127.7734375,1.626504832,0.0,21.56588768,31.51815297,0.4426,0.0731026707066075,0.2235458821933517
63,1658458386,0.16102288,128.8671875,1.31502578,0.0,21.56588768,31.51815297,0.6329333333333332,0.088572720336725,0.224387962861255
64,1658458391,0.193586622,128.8671875,1.353246169,0.0,33.14276117,46.86269051,0.6329333333333332,0.088572720336725,0.224387962861255
65,1658458396,0.222007857,128.1328125,1.147029566,0.021791729,29.95168522,41.65368533,0.6329333333333332,0.088572720336725,0.224387962861255
66,1658458401,0.211246051,128.1328125,1.130529953,0.023833428,29.95168522,41.65368533,0.7024222222222221,0.0945410832979494,0.2244484411093969
67,1658458406,0.240517676,126.90625,2.766455684,0.024500389,20.73798008,39.38184578,0.7024222222222221,0.0945410832979494,0.2244484411093969
68,1658458411,0.238611473,127.1679688,2.775414859,0.022470322,24.677433,52.34226956,0.7024222222222221,0.0945410832979494,0.2244484411093969
69,1658458416,0.217106408,127.1679688,3.249788172,0.024581977,24.677433,52.34226956,0.6864444444444444,0.0947280665812152,0.2244788016757332
70,1658458421,0.231466549,127.53125,2.825371945,0.020250552,24.677433,52.34226956,0.6864444444444444,0.0947280665812152,0.2244788016757332
71,1658458426,0.229358251,127.6601563,2.986801444,0.024314789,23.78223794,47.35928401,0.6864444444444444,0.0947280665812152,0.2244788016757332
72,1658458431,0.219628052,127.6601563,3.092855656,0.026734595,23.78223794,47.35928401,0.6770888888888889,0.0909617285694215,0.2245739516906311
73,1658458436,0.224239127,129.359375,2.570540779,0.022609302,23.78223794,47.35928401,0.6770888888888889,0.0909617285694215,0.2245739516906311
74,1658458441,0.221389291,129.359375,1.732308491,0.0,24.37950124,47.66727212,0.6770888888888889,0.0909617285694215,0.2245739516906311
75,1658458446,0.218004342,129.359375,0.465651977,0.0,24.37950124,47.66727212,0.6563111111111111,0.0883083874611606,0.2245850029367775
76,1658458451,0.213559074,128.3320313,1.527171185,0.0,24.37950124,47.66727212,0.6563111111111111,0.0883083874611606,0.2245850029367775
77,1658458456,0.23520544,127.59375,2.85069987,0.0,19.55165683,31.63389436,0.6563111111111111,0.0883083874611606,0.2245850029367775
78,1658458461,0.235607255,127.5976563,2.76056143,0.0,24.51097718,46.74762584,0.652511111111111,0.0857509917690383,0.2246108701392961
