,timestamp,currencyservice-588fc9584d-l8vxn&cpu_usage,currencyservice-588fc9584d-l8vxn&mem_usage,currencyservice-588fc9584d-l8vxn&mem_usage_rate,currencyservice-588fc9584d-l8vxn&fs_usage,currencyservice-588fc9584d-l8vxn&net_receive,currencyservice-588fc9584d-l8vxn&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.016278298,140.1132813,0.023670778,0.0,0.361772511,4.637540657,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.016278298,140.1132813,0.023670778,0.0,0.303168817,4.506991039,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.016211195,140.1328125,0.023590753,0.0,0.363622587,5.405713418,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.016156095,140.234375,0.016508569,0.0,0.347162677,4.528324496,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.01506739,140.2539063,0.016079254,0.0,0.347162677,4.528324496,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.014759144,140.2539063,0.009910758,0.0,0.347950352,3.503397106,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.015440239,140.2539063,0.011613613,0.0,0.360999093,3.883444102,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.015283229,140.2539063,1.409726161,0.0,0.360999093,3.883444102,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.015417549,140.28125,1.407264133,0.0,0.333902507,3.027594365,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.016063073,140.5976563,1.541314652,0.0,0.317288375,2.691108203,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.016483809,140.5976563,1.541499654,0.0,0.317288375,2.691108203,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.016527397,140.46875,2.373214986,0.0,0.268245784,2.422463312,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.017157117,140.1132813,4.302635959,0.0,0.335472637,3.029572887,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.017157117,140.1132813,4.302635959,0.0,0.335472637,3.029572887,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.017118061,140.1132813,4.302604691,0.0,0.352429686,4.13492575,0.0615111111111111,0.0650505902191179,0.2170697305092906
