,timestamp,paymentservice-6879f6c8c4-8pbjc&cpu_usage,paymentservice-6879f6c8c4-8pbjc&mem_usage,paymentservice-6879f6c8c4-8pbjc&mem_usage_rate,paymentservice-6879f6c8c4-8pbjc&fs_usage,paymentservice-6879f6c8c4-8pbjc&net_receive,paymentservice-6879f6c8c4-8pbjc&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658458071,0.016653697,141.0351563,2.778556572,0.0,0.220592546,2.289429709,0.0634,0.0435533950572539,0.2174635677758049
1,1658458076,0.015029652,141.0351563,2.573153649,0.0,0.335584991,3.844369963,0.0634,0.0435533950572539,0.2174635677758049
2,1658458081,0.014549783,141.0390625,2.665080938,0.0,0.335584991,3.844369963,0.0634,0.0435533950572539,0.2174635677758049
3,1658458086,0.01654595,141.1054688,2.578168741,0.0,0.348424724,4.212728047,0.0632222222222222,0.0426682776739892,0.2174554311440268
4,1658458091,0.01654595,141.1054688,2.578168741,0.0,0.348424724,4.212728047,0.0632222222222222,0.0426682776739892,0.2174554311440268
5,1658458096,0.01639402,141.375,2.141034016,0.0,0.343519935,3.758616918,0.0632222222222222,0.0426682776739892,0.2174554311440268
6,1658458101,0.016404327,141.375,0.897129348,0.0,0.343519935,3.758616918,0.0635333333333333,0.0444057221550712,0.2170056089931883
7,1658458106,0.016624727,141.5273438,0.011855734,0.0,0.245395751,2.264485648,0.0635333333333333,0.0444057221550712,0.2170056089931883
8,1658458111,0.016624727,141.5273438,0.011855734,0.0,0.261392201,2.784569867,0.0635333333333333,0.0444057221550712,0.2170056089931883
9,1658458116,0.015764951,141.2773438,0.799281754,0.0,0.330381329,3.519500158,0.0608222222222222,0.0443797795770966,0.2169525994443652
10,1658458121,0.016417614,141.1835938,2.470575156,0.0,0.330381329,3.519500158,0.0608222222222222,0.0443797795770966,0.2169525994443652
11,1658458126,0.016428675,141.1835938,2.470578746,0.0,0.32737671,3.457034962,0.0608222222222222,0.0443797795770966,0.2169525994443652
12,1658458131,0.016104372,141.1835938,3.037600518,0.0,0.32737671,3.457034962,0.0615111111111111,0.0650505902191179,0.2170697305092906
13,1658458136,0.015657369,141.2265625,2.395217948,0.0,0.321901511,3.669397599,0.0615111111111111,0.0650505902191179,0.2170697305092906
14,1658458141,0.016413831,141.2539063,2.471361158,0.0,0.340048747,4.839547325,0.0615111111111111,0.0650505902191179,0.2170697305092906
15,1658458146,0.016441019,141.2539063,2.789331409,0.0,0.340048747,4.839547325,0.0605777777777777,0.0633044797930435,0.2171655484566479
16,1658458151,0.016823165,141.3789063,2.431318832,0.0,0.340048747,4.839547325,0.0605777777777777,0.0633044797930435,0.2171655484566479
17,1658458156,0.016067766,141.3789063,2.128504997,0.0,0.347653526,5.162280307,0.0605777777777777,0.0633044797930435,0.2171655484566479
18,1658458161,0.016954453,142.2148438,1.429565605,0.0,0.346652113,4.598406059,0.0626444444444444,0.0626457613309345,0.2171192182324187
19,1658458166,0.016422268,142.9414063,0.042207297,0.0,0.346652113,4.598406059,0.0626444444444444,0.0626457613309345,0.2171192182324187
20,1658458171,0.01606056,142.9765625,0.035636163,0.0,0.360134056,5.278748339,0.0626444444444444,0.0626457613309345,0.2171192182324187
21,1658458176,0.017169226,142.9765625,0.045238878,0.0,0.360134056,5.278748339,0.0605333333333333,0.0418681133349363,0.2171382846680779
22,1658458181,0.016864589,143.3242188,0.057410174,0.0,0.340006927,4.5190321,0.0605333333333333,0.0418681133349363,0.2171382846680779
23,1658458186,0.017844138,143.3242188,0.045625167,0.0,0.323695816,3.326294997,0.0605333333333333,0.0418681133349363,0.2171382846680779
24,1658458191,0.017735257,143.0273438,0.478964512,0.0,0.333567966,3.784623914,0.0615333333333333,0.0425824948002232,0.2171145427052029
25,1658458196,0.017780153,143.0273438,0.665169828,0.0,0.333567966,3.784623914,0.0615333333333333,0.0425824948002232,0.2171145427052029
26,1658458201,0.016123188,143.0429688,0.639579871,0.0,0.273433249,3.305968534,0.0615333333333333,0.0425824948002232,0.2171145427052029
27,1658458206,0.017281756,143.0429688,0.639754558,0.0,0.274692864,3.32119802,0.0605777777777777,0.0416865776527736,0.2171400455809254
28,1658458211,0.014776597,143.0546875,0.571730891,0.0,0.316251553,3.706943757,0.0605777777777777,0.0416865776527736,0.2171400455809254
29,1658458216,0.014396321,143.078125,0.642951733,0.0,0.316251553,3.706943757,0.0605777777777777,0.0416865776527736,0.2171400455809254
30,1658458221,0.014077616,143.078125,0.713698215,0.0,0.274512937,3.431090203,0.0623111111111111,0.0442992623814175,0.2173660496367327
31,1658458226,0.01542251,143.1054688,0.543009911,0.0,0.262050961,3.275330098,0.0623111111111111,0.0442992623814175,0.2173660496367327
32,1658458231,0.016778195,143.140625,0.543668005,0.0,0.235065305,2.938041001,0.0623111111111111,0.0442992623814175,0.2173660496367327
33,1658458236,0.016721225,143.1445313,0.54374532,0.0,0.208079649,2.600751904,0.0816222222222222,0.0521007694147802,0.2173592488698734
