timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-pbbpr_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-pbbpr_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,ratings-v1-5b6b66f9b5-pbbpr_network,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network
2024-03-06 04:30:04,5.620862666667866,49.4312705333338,-1.0,1.2223642333329583,1.2852503000004845,4.759215466666926,4.701934999998988,24.272896,55.7056,-1.0,7.245824,86.319104,367.300608,363.966464,-1.0,19.067777777777774,180.45444444444445,4914.009999999999,104.7211111111111,124.69444444444443,133.78777777777776
2024-03-06 04:30:09,5.620862666667866,49.4312705333338,-1.0,1.2223642333329583,1.2852503000004845,4.759215466666926,4.701934999998988,24.272896,55.7056,-1.0,7.245824,86.319104,367.300608,363.966464,-1.0,19.067777777777774,180.45444444444445,4914.009999999999,104.7211111111111,124.69444444444443,133.78777777777776
2024-03-06 04:30:14,5.620862666667866,49.4312705333338,-1.0,1.2223642333329583,1.2852503000004845,4.759215466666926,4.701934999998988,24.272896,55.7056,-1.0,7.245824,86.319104,367.300608,363.966464,-1.0,19.067777777777774,180.45444444444445,4914.009999999999,104.7211111111111,124.69444444444443,133.78777777777776
2024-03-06 04:30:19,6.139046433342326,40.11960060000396,-1.0,1.2299639000010152,1.2852503000004845,4.759215466666926,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.319104,367.300608,364.097536,-1.0,19.067777777777774,141.61,3465.2844444444463,94.73777777777784,124.69444444444443,113.0677777777778
2024-03-06 04:30:24,6.139046433342325,40.119600600003956,-1.0,1.229963900001015,2.3904900666659996,4.325644066667186,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.007808,367.157248,364.097536,-1.0,29.884444444444444,141.61,3465.2844444444445,94.73777777777777,132.25,113.06777777777776
2024-03-06 04:30:29,6.139046433342325,40.119600600003956,-1.0,1.229963900001015,2.3904900666659996,4.325644066667186,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.007808,367.157248,364.097536,-1.0,29.884444444444444,141.61,3465.2844444444445,94.73777777777777,132.25,113.06777777777776
2024-03-06 04:30:34,6.139046433342325,40.119600600003956,-1.0,1.229963900001015,2.3904900666659996,4.325644066667186,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.007808,367.157248,364.097536,-1.0,29.884444444444444,141.61,3465.2844444444445,94.73777777777777,132.25,113.06777777777776
2024-03-06 04:30:39,6.139046433342325,40.119600600003956,-1.0,1.229963900001015,2.3904900666659996,4.325644066667186,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.007808,367.157248,364.097536,-1.0,29.884444444444444,141.61,3465.2844444444445,94.73777777777777,132.25,113.06777777777776
2024-03-06 04:30:44,6.139046433342325,40.119600600003956,-1.0,1.229963900001015,2.3904900666659996,4.325644066667186,5.271145933333324,24.272896,55.7056,-1.0,7.405568,86.007808,367.157248,364.097536,-1.0,29.884444444444444,141.61,3465.2844444444445,94.73777777777777,132.25,113.06777777777776
2024-03-06 04:30:49,3.41530983332632,46.905186133335526,-1.0,1.1591208333337972,2.3904900666659996,4.325644066667186,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.157248,364.212224,-1.0,29.884444444444444,126.9377777777778,2125.210000000001,96.04000000000005,132.25,75.69000000000001
2024-03-06 04:30:54,3.4153098333263188,46.90518613333552,-1.0,1.159120833333797,2.2906693333339945,4.178414766666568,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.312896,364.212224,-1.0,43.121111111111105,126.9377777777778,2125.21,96.04000000000002,89.61777777777777,75.68999999999998
2024-03-06 04:30:59,3.4153098333263188,46.90518613333552,-1.0,1.159120833333797,2.2906693333339945,4.178414766666568,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.312896,364.212224,-1.0,43.121111111111105,126.9377777777778,2125.21,96.04000000000002,89.61777777777777,75.68999999999998
2024-03-06 04:31:04,3.4153098333263188,46.90518613333552,-1.0,1.159120833333797,2.2906693333339945,4.178414766666568,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.312896,364.212224,-1.0,43.121111111111105,126.9377777777778,2125.21,96.04000000000002,89.61777777777777,75.68999999999998
2024-03-06 04:31:09,3.4153098333263188,46.90518613333552,-1.0,1.159120833333797,2.2906693333339945,4.178414766666568,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.312896,364.212224,-1.0,43.121111111111105,126.9377777777778,2125.21,96.04000000000002,89.61777777777777,75.68999999999998
2024-03-06 04:31:14,3.4153098333263188,46.90518613333552,-1.0,1.159120833333797,2.2906693333339945,4.178414766666568,4.044980899999473,24.272896,55.820288,-1.0,7.487488,86.007808,367.312896,364.212224,-1.0,43.121111111111105,126.9377777777778,2125.21,96.04000000000002,89.61777777777777,75.68999999999998
2024-03-06 04:31:19,7.863527066668516,29.635119699999763,-1.0,1.4675136666653545,2.2906693333339945,4.178414766666568,3.5703270666677627,24.28928,55.7056,-1.0,7.868416,86.007808,367.312896,364.31872,-1.0,43.121111111111105,128.44444444444446,3712.8711111111134,83.4177777777778,89.61777777777777,275.5600000000002
2024-03-06 04:31:24,7.863527066668515,29.635119699999755,-1.0,1.4675136666653543,1.9071113222005678,6.8416269039762785,3.5703270666677627,24.28928,55.7056,-1.0,7.868416,86.007808,367.45216,364.31872,-1.0,27.034592811091848,128.44444444444446,3712.8711111111106,83.41777777777777,152.08069345161383,275.56000000000006
