timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-fld2s_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-fld2s_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,ratings-v1-5b6b66f9b5-fld2s_network,reviews-v1-7b76c4f45d-x9mxc_network,reviews-v2-6ccf99c555-fqvhb_network,productpage-v1-7fb564989f-lvdk6_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,details-v1-b788479c5-bbg6t_network
2024-03-06 03:45:04,6.155947075684025,23.64212140287824,-1.0,1.7666873501201599,2.486959333333516,4.571385533334175,4.02986290000058,24.272896,55.861248,-1.0,7.491584,87.805952,357.486592,353.705984,-1.0,12.25,118.81,2492.677897827399,73.27049808771865,102.00999999999999,92.65280732159988
2024-03-06 03:45:09,6.155947075684025,23.64212140287824,-1.0,1.7666873501201599,2.486959333333516,4.571385533334175,4.02986290000058,24.272896,55.861248,-1.0,7.491584,87.805952,357.486592,353.705984,-1.0,12.25,118.81,2492.677897827399,73.27049808771865,102.00999999999999,92.65280732159988
2024-03-06 03:45:14,6.155947075684025,23.64212140287824,-1.0,1.7666873501201599,2.486959333333516,4.571385533334175,4.02986290000058,24.272896,55.861248,-1.0,7.491584,87.805952,357.486592,353.705984,-1.0,12.25,118.81,2492.677897827399,73.27049808771865,102.00999999999999,92.65280732159988
2024-03-06 03:45:19,6.193812550026041,72.20416176274185,-1.0,1.5862119028547217,2.486959333333516,4.571385533334175,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.486592,353.849344,-1.0,12.25,173.3611111111111,3771.900404408574,122.66730028449416,102.00999999999999,159.01432114466598
2024-03-06 03:45:24,6.193812550026039,72.20416176274183,-1.0,1.5862119028547215,1.9579685999995413,7.161626366666951,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.629952,353.849344,-1.0,75.68999999999998,173.3611111111111,3771.900404408573,122.66730028449412,148.83999999999997,159.0143211446659
2024-03-06 03:45:29,6.193812550026039,72.20416176274183,-1.0,1.5862119028547215,1.9579685999995413,7.161626366666951,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.629952,353.849344,-1.0,75.68999999999998,173.3611111111111,3771.900404408573,122.66730028449412,148.83999999999997,159.0143211446659
2024-03-06 03:45:34,6.193812550026039,72.20416176274183,-1.0,1.5862119028547215,1.9579685999995413,7.161626366666951,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.629952,353.849344,-1.0,75.68999999999998,173.3611111111111,3771.900404408573,122.66730028449412,148.83999999999997,159.0143211446659
2024-03-06 03:45:39,6.193812550026039,72.20416176274183,-1.0,1.5862119028547215,1.9579685999995413,7.161626366666951,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.629952,353.849344,-1.0,75.68999999999998,173.3611111111111,3771.900404408573,122.66730028449412,148.83999999999997,159.0143211446659
2024-03-06 03:45:44,6.193812550026039,72.20416176274183,-1.0,1.5862119028547215,1.9579685999995413,7.161626366666951,5.6643405666667,24.28928,55.635968,-1.0,6.836224,87.805952,357.629952,353.849344,-1.0,75.68999999999998,173.3611111111111,3771.900404408573,122.66730028449412,148.83999999999997,159.0143211446659
2024-03-06 03:45:49,6.957798766673782,24.266714600003073,-1.0,1.3925139333347643,1.9579685999995413,7.161626366666951,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.629952,353.91488,-1.0,75.68999999999998,111.65444444444444,3512.5377777777794,75.11111111111113,148.83999999999997,195.06777777777788
2024-03-06 03:45:54,6.95779876667378,24.26671460000307,-1.0,1.392513933334764,2.2038961333331977,3.39278023333236,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.707776,353.91488,-1.0,13.937777777777779,111.65444444444444,3512.5377777777776,75.1111111111111,74.53444444444443,195.0677777777778
2024-03-06 03:45:59,6.95779876667378,24.26671460000307,-1.0,1.392513933334764,2.2038961333331977,3.39278023333236,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.707776,353.91488,-1.0,13.937777777777779,111.65444444444444,3512.5377777777776,75.1111111111111,74.53444444444443,195.0677777777778
2024-03-06 03:46:04,6.95779876667378,24.26671460000307,-1.0,1.392513933334764,2.2038961333331977,3.39278023333236,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.707776,353.91488,-1.0,13.937777777777779,111.65444444444444,3512.5377777777776,75.1111111111111,74.53444444444443,195.0677777777778
2024-03-06 03:46:09,6.95779876667378,24.26671460000307,-1.0,1.392513933334764,2.2038961333331977,3.39278023333236,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.707776,353.91488,-1.0,13.937777777777779,111.65444444444444,3512.5377777777776,75.1111111111111,74.53444444444443,195.0677777777778
2024-03-06 03:46:14,6.95779876667378,24.26671460000307,-1.0,1.392513933334764,2.2038961333331977,3.39278023333236,4.458825366666966,24.272896,55.635968,-1.0,7.122944,87.805952,357.707776,353.91488,-1.0,13.937777777777779,111.65444444444444,3512.5377777777776,75.1111111111111,74.53444444444443,195.0677777777778
2024-03-06 03:46:19,5.6005508999987805,45.00620479999877,-1.0,1.6225770333316334,2.2038961333331977,3.39278023333236,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.805952,357.707776,354.074624,-1.0,13.937777777777779,176.89000000000001,5222.471111111113,42.684444444444466,74.53444444444443,149.65444444444452
2024-03-06 03:46:24,5.60055089999878,45.00620479999876,-1.0,1.622577033331633,2.344473600000659,4.900365233334014,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.67488,357.82656,354.074624,-1.0,41.81777777777778,176.89000000000001,5222.471111111111,42.684444444444445,105.40444444444447,149.65444444444444
2024-03-06 03:46:29,5.60055089999878,45.00620479999876,-1.0,1.622577033331633,2.344473600000659,4.900365233334014,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.67488,357.82656,354.074624,-1.0,41.81777777777778,176.89000000000001,5222.471111111111,42.684444444444445,105.40444444444447,149.65444444444444
2024-03-06 03:46:34,5.60055089999878,45.00620479999876,-1.0,1.622577033331633,2.344473600000659,4.900365233334014,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.67488,357.82656,354.074624,-1.0,41.81777777777778,176.89000000000001,5222.471111111111,42.684444444444445,105.40444444444447,149.65444444444444
2024-03-06 03:46:39,5.60055089999878,45.00620479999876,-1.0,1.622577033331633,2.344473600000659,4.900365233334014,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.67488,357.82656,354.074624,-1.0,41.81777777777778,176.89000000000001,5222.471111111111,42.684444444444445,105.40444444444447,149.65444444444444
2024-03-06 03:46:44,5.60055089999878,45.00620479999876,-1.0,1.622577033331633,2.344473600000659,4.900365233334014,5.150441900000638,24.272896,55.758848,-1.0,7.606272,87.67488,357.82656,354.074624,-1.0,41.81777777777778,176.89000000000001,5222.471111111111,42.684444444444445,105.40444444444447,149.65444444444444
2024-03-06 03:46:49,5.01229463332796,50.0739595999979,-1.0,0.8985209666680781,2.344473600000659,4.900365233334014,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.82656,354.14016,-1.0,41.81777777777778,161.29,1067.1111111111113,106.09000000000005,105.40444444444447,124.69444444444447
2024-03-06 03:46:54,5.012294633327959,50.07395959999788,-1.0,0.8985209666680778,2.1210492333333755,4.236357266665891,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.961728,354.14016,-1.0,34.81,161.29,1067.1111111111109,106.09000000000002,139.24,124.69444444444443
2024-03-06 03:46:59,5.012294633327959,50.07395959999788,-1.0,0.8985209666680778,2.1210492333333755,4.236357266665891,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.961728,354.14016,-1.0,34.81,161.29,1067.1111111111109,106.09000000000002,139.24,124.69444444444443
2024-03-06 03:47:04,5.012294633327959,50.07395959999788,-1.0,0.8985209666680778,2.1210492333333755,4.236357266665891,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.961728,354.14016,-1.0,34.81,161.29,1067.1111111111109,106.09000000000002,139.24,124.69444444444443
2024-03-06 03:47:09,5.012294633327959,50.07395959999788,-1.0,0.8985209666680778,2.1210492333333755,4.236357266665891,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.961728,354.14016,-1.0,34.81,161.29,1067.1111111111109,106.09000000000002,139.24,124.69444444444443
2024-03-06 03:47:14,5.012294633327959,50.07395959999788,-1.0,0.8985209666680778,2.1210492333333755,4.236357266665891,2.4426291666657107,24.272896,55.64416,-1.0,7.430144,87.67488,357.961728,354.14016,-1.0,34.81,161.29,1067.1111111111109,106.09000000000002,139.24,124.69444444444443
2024-03-06 03:47:19,5.799037800003741,51.132958399997136,-1.0,1.4817204666655928,2.1210492333333755,4.236357266665891,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,357.961728,354.336768,-1.0,34.81,113.77777777777777,4440.0011111111135,111.65444444444448,139.24,244.40111111111122
2024-03-06 03:47:24,5.79903780000374,51.13295839999712,-1.0,1.4817204666655925,1.829091033332967,5.905548833334251,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,358.064128,354.336768,-1.0,31.73444444444445,113.77777777777777,4440.001111111112,111.65444444444444,108.16000000000001,244.4011111111111
2024-03-06 03:47:29,5.79903780000374,51.13295839999712,-1.0,1.4817204666655925,1.829091033332967,5.905548833334251,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,358.064128,354.336768,-1.0,31.73444444444445,113.77777777777777,4440.001111111112,111.65444444444444,108.16000000000001,244.4011111111111
2024-03-06 03:47:34,5.79903780000374,51.13295839999712,-1.0,1.4817204666655925,1.829091033332967,5.905548833334251,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,358.064128,354.336768,-1.0,31.73444444444445,113.77777777777777,4440.001111111112,111.65444444444444,108.16000000000001,244.4011111111111
2024-03-06 03:47:39,5.79903780000374,51.13295839999712,-1.0,1.4817204666655925,1.829091033332967,5.905548833334251,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,358.064128,354.336768,-1.0,31.73444444444445,113.77777777777777,4440.001111111112,111.65444444444444,108.16000000000001,244.4011111111111
2024-03-06 03:47:44,5.79903780000374,51.13295839999712,-1.0,1.4817204666655925,1.829091033332967,5.905548833334251,5.03730416666599,24.272896,55.64416,-1.0,6.815744,87.67488,358.064128,354.336768,-1.0,31.73444444444445,113.77777777777777,4440.001111111112,111.65444444444444,108.16000000000001,244.4011111111111
2024-03-06 03:47:49,5.606708166669706,39.30217193333951,-1.0,2.1145897666675264,1.829091033332967,5.905548833334251,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.67488,358.064128,354.435072,-1.0,31.73444444444445,78.61777777777779,3877.1377777777793,47.61000000000003,108.16000000000001,140.81777777777782
2024-03-06 03:47:54,5.606708166669705,39.3021719333395,-1.0,2.114589766667526,2.4171142666669234,5.071383333332355,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.605248,358.17472,354.435072,-1.0,32.49,78.61777777777779,3877.1377777777775,47.61000000000001,97.35111111111112,140.8177777777778
2024-03-06 03:47:59,5.606708166669705,39.3021719333395,-1.0,2.114589766667526,2.4171142666669234,5.071383333332355,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.605248,358.17472,354.435072,-1.0,32.49,78.61777777777779,3877.1377777777775,47.61000000000001,97.35111111111112,140.8177777777778
2024-03-06 03:48:04,5.606708166669705,39.3021719333395,-1.0,2.114589766667526,2.4171142666669234,5.071383333332355,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.605248,358.17472,354.435072,-1.0,32.49,78.61777777777779,3877.1377777777775,47.61000000000001,97.35111111111112,140.8177777777778
2024-03-06 03:48:09,5.606708166669705,39.3021719333395,-1.0,2.114589766667526,2.4171142666669234,5.071383333332355,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.605248,358.17472,354.435072,-1.0,32.49,78.61777777777779,3877.1377777777775,47.61000000000001,97.35111111111112,140.8177777777778
2024-03-06 03:48:14,5.606708166669705,39.3021719333395,-1.0,2.114589766667526,2.4171142666669234,5.071383333332355,5.42619826666737,24.28928,55.824384,-1.0,7.80288,87.605248,358.17472,354.435072,-1.0,32.49,78.61777777777779,3877.1377777777775,47.61000000000001,97.35111111111112,140.8177777777778
2024-03-06 03:48:19,3.29436459999973,54.33378356666103,-1.0,0.9392022666664466,2.4171142666669234,5.071383333332355,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.17472,354.52928,-1.0,32.49,110.9511111111111,4413.38777777778,120.26777777777782,97.35111111111112,90.25000000000003
2024-03-06 03:48:24,3.2943645999997293,54.33378356666101,-1.0,0.9392022666664464,2.06851166666695,5.307022733334557,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.289408,354.52928,-1.0,27.737777777777776,110.9511111111111,4413.387777777778,120.26777777777778,130.72111111111113,90.25
2024-03-06 03:48:29,3.2943645999997293,54.33378356666101,-1.0,0.9392022666664464,2.06851166666695,5.307022733334557,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.289408,354.52928,-1.0,27.737777777777776,110.9511111111111,4413.387777777778,120.26777777777778,130.72111111111113,90.25
2024-03-06 03:48:34,3.2943645999997293,54.33378356666101,-1.0,0.9392022666664464,2.06851166666695,5.307022733334557,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.289408,354.52928,-1.0,27.737777777777776,110.9511111111111,4413.387777777778,120.26777777777778,130.72111111111113,90.25
2024-03-06 03:48:39,3.2943645999997293,54.33378356666101,-1.0,0.9392022666664464,2.06851166666695,5.307022733334557,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.289408,354.52928,-1.0,27.737777777777776,110.9511111111111,4413.387777777778,120.26777777777778,130.72111111111113,90.25
2024-03-06 03:48:44,3.2943645999997293,54.33378356666101,-1.0,0.9392022666664464,2.06851166666695,5.307022733334557,2.855559733332787,24.28928,55.758848,-1.0,7.745536,87.605248,358.289408,354.52928,-1.0,27.737777777777776,110.9511111111111,4413.387777777778,120.26777777777778,130.72111111111113,90.25
2024-03-06 03:48:49,8.548589699997443,38.04346449999988,-1.0,1.8446872333337678,2.06851166666695,5.307022733334557,5.604567266667952,24.28928,55.64416,-1.0,7.323648,87.605248,358.289408,354.668544,-1.0,27.737777777777776,251.75111111111113,5407.151111111113,24.337777777777788,130.72111111111113,195.06777777777788
2024-03-06 03:48:54,8.548589699997441,38.04346449999987,-1.0,1.8446872333337674,2.122610633333011,4.546809333332172,5.604567266667952,24.28928,55.64416,-1.0,7.323648,87.437312,358.162432,354.668544,-1.0,11.787777777777777,251.75111111111113,5407.151111111111,24.33777777777778,194.13777777777779,195.0677777777778
2024-03-06 03:48:59,8.548589699997441,38.04346449999987,-1.0,1.8446872333337674,2.122610633333011,4.546809333332172,5.604567266667952,24.28928,55.64416,-1.0,7.323648,87.437312,358.162432,354.668544,-1.0,11.787777777777777,251.75111111111113,5407.151111111111,24.33777777777778,194.13777777777779,195.0677777777778
2024-03-06 03:49:04,8.548589699997441,38.04346449999987,-1.0,1.8446872333337674,2.122610633333011,4.546809333332172,5.604567266667952,24.28928,55.64416,-1.0,7.323648,87.437312,358.162432,354.668544,-1.0,11.787777777777777,251.75111111111113,5407.151111111111,24.33777777777778,194.13777777777779,195.0677777777778
