timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-xslvc_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-phxww_cpu,reviews-v2-7b4f9d8cb4-wqfsr_cpu,reviews-v2-7b4f9d8cb4-zdll8_cpu,reviews-v3-5fd56449d8-s5wkv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-xslvc_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-phxww_memory,reviews-v2-7b4f9d8cb4-wqfsr_memory,reviews-v2-7b4f9d8cb4-zdll8_memory,reviews-v3-5fd56449d8-s5wkv_memory,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-wqfsr_network,reviews-v1-7b76c4f45d-phxww_network,productpage-v1-7fb564989f-xslvc_network,reviews-v2-7b4f9d8cb4-zdll8_network,reviews-v3-5fd56449d8-s5wkv_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-11 14:12:05,7.781257400013903,66.34592023333425,0.8080275000035422,2.0984169666670978,21.094513666666735,-1.0,10.587165999997218,25.960448,55.7056,15.220736,101.60128,103.358464,-1.0,127.639552,184.95999999999995,31.359999999999996,46.69444444444444,4475.610000000001,-1.0,98.00999999999998,99.33444444444442
2024-03-11 14:12:10,7.781257400013905,66.34592023333425,0.8080275000035424,2.0984169666670978,21.094513666666735,-1.0,10.587165999997222,25.960448,55.7056,15.220736,101.60128,103.358464,-1.0,127.639552,184.95999999999998,31.359999999999996,46.69444444444444,4475.610000000001,-1.0,98.01,99.33444444444444
2024-03-11 14:12:15,7.781257400013905,66.34592023333425,0.8080275000035424,2.0984169666670978,21.094513666666735,-1.0,10.587165999997222,25.960448,55.7056,15.220736,101.60128,103.358464,-1.0,127.639552,184.95999999999998,31.359999999999996,46.69444444444444,4475.610000000001,-1.0,98.01,99.33444444444444
2024-03-11 14:12:20,7.781257400013905,66.34592023333425,0.8080275000035424,2.0984169666670978,21.094513666666735,-1.0,10.587165999997222,25.960448,55.7056,15.220736,101.60128,103.358464,-1.0,127.639552,184.95999999999998,31.359999999999996,46.69444444444444,4475.610000000001,-1.0,98.01,99.33444444444444
2024-03-11 14:12:25,7.781257400013905,66.34592023333425,0.8080275000035424,2.0984169666670978,21.094513666666735,-1.0,10.587165999997222,25.960448,55.7056,15.220736,101.60128,103.358464,-1.0,127.639552,184.95999999999998,31.359999999999996,46.69444444444444,4475.610000000001,-1.0,98.01,99.33444444444444
2024-03-11 14:12:30,7.781257400013905,59.26450623334555,0.8080275000035424,1.2199457999997776,17.78194226666668,-1.0,10.587165999997222,25.960448,55.820288,15.220736,101.60128,103.809024,-1.0,127.639552,184.95999999999998,178.6677777777778,61.36111111111111,3271.84,-1.0,98.01,99.33444444444444
2024-03-11 14:12:35,5.363190500005051,59.26450623334555,1.6036692666754482,1.2199457999997776,17.78194226666668,-1.0,9.802831899999846,25.944064,55.820288,14.716928,101.60128,103.809024,-1.0,127.635456,224.99999999999994,178.6677777777778,61.36111111111111,3271.84,-1.0,102.6844444444444,61.36111111111109
2024-03-11 14:12:40,5.363190500005052,59.26450623334555,1.6036692666754484,1.2199457999997776,17.78194226666668,-1.0,9.802831899999848,25.944064,55.820288,14.716928,101.60128,103.809024,-1.0,127.635456,225.0,178.6677777777778,61.36111111111111,3271.84,-1.0,102.68444444444444,61.36111111111111
2024-03-11 14:12:45,5.363190500005052,59.26450623334555,1.6036692666754484,1.2199457999997776,17.78194226666668,-1.0,9.802831899999848,25.944064,55.820288,14.716928,101.60128,103.809024,-1.0,127.635456,225.0,178.6677777777778,61.36111111111111,3271.84,-1.0,102.68444444444444,61.36111111111111
2024-03-11 14:12:50,5.363190500005052,59.26450623334555,1.6036692666754484,1.2199457999997776,17.78194226666668,-1.0,9.802831899999848,25.944064,55.820288,14.716928,101.60128,103.809024,-1.0,127.635456,225.0,178.6677777777778,61.36111111111111,3271.84,-1.0,102.68444444444444,61.36111111111111
