timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-zcw4k_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-zcw4k_memory,reviews-v2-7b4f9d8cb4-zcw4k_network,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 11:59:03,4.303389533333757,45.65024613333056,1.0084980666685321,2.2667720333335715,5.366460800000065,0.3183071333296539,-1.0,25.018368,57.094144,12.566528,93.110272,142.639104,636.02688,-1.0,-1.0,37.61777777777778,1354.2399999999998,138.45444444444448,62.93777777777778,541.3377777777778,233.07111111111112
2024-03-07 11:59:08,4.303389533333757,45.65024613333056,1.0084980666685321,2.2667720333335715,5.366460800000065,0.3183071333296539,-1.0,25.018368,57.094144,12.566528,93.110272,142.639104,636.02688,-1.0,-1.0,37.61777777777778,1354.2399999999998,138.45444444444448,62.93777777777778,541.3377777777778,233.07111111111112
2024-03-07 11:59:13,4.303389533333757,45.65024613333056,1.0084980666685321,2.2667720333335715,5.366460800000065,0.3183071333296539,-1.0,25.018368,57.094144,12.566528,93.110272,142.639104,636.02688,-1.0,-1.0,37.61777777777778,1354.2399999999998,138.45444444444448,62.93777777777778,541.3377777777778,233.07111111111112
2024-03-07 11:59:18,4.790171933336752,36.61948443335253,0.7166667333308397,2.2667720333335715,5.366460800000065,0.3183071333296539,-1.0,24.969216,57.061376,12.210176,93.110272,142.639104,636.02688,-1.0,-1.0,37.61777777777778,14208.640000000007,213.16000000000008,52.321111111111136,541.3377777777778,233.07111111111112
2024-03-07 11:59:23,4.790171933336752,36.61948443335253,0.7166667333308397,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,24.969216,57.061376,12.210176,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,14208.640000000007,213.16000000000008,52.321111111111136,146.41,152.93444444444447
2024-03-07 11:59:28,4.790171933336751,36.619484433352525,0.7166667333308396,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,24.969216,57.061376,12.210176,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,14208.640000000001,213.16,52.321111111111115,146.41,152.93444444444447
2024-03-07 11:59:33,4.790171933336751,36.619484433352525,0.7166667333308396,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,24.969216,57.061376,12.210176,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,14208.640000000001,213.16,52.321111111111115,146.41,152.93444444444447
2024-03-07 11:59:38,4.790171933336751,36.619484433352525,0.7166667333308396,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,24.969216,57.061376,12.210176,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,14208.640000000001,213.16,52.321111111111115,146.41,152.93444444444447
2024-03-07 11:59:43,4.790171933336751,36.619484433352525,0.7166667333308396,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,24.969216,57.061376,12.210176,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,14208.640000000001,213.16,52.321111111111115,146.41,152.93444444444447
2024-03-07 11:59:48,6.481815899996948,39.97368049998235,1.0331889000023393,1.8299118999995776,5.6207138666669225,0.1948217333241094,-1.0,25.001984,57.151488,13.144064,93.110272,142.716928,636.02688,-1.0,-1.0,26.694444444444446,7128.987777777781,90.88444444444447,45.3377777777778,146.41,152.93444444444447
2024-03-07 11:59:53,6.481815899996948,39.97368049998235,1.0331889000023393,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.151488,13.144064,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,7128.987777777781,90.88444444444447,45.3377777777778,784.0,52.321111111111115
2024-03-07 11:59:58,6.4818158999969455,39.973680499982336,1.0331889000023389,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.151488,13.144064,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,7128.987777777778,90.88444444444444,45.33777777777778,784.0,52.321111111111115
2024-03-07 12:00:03,6.4818158999969455,39.973680499982336,1.0331889000023389,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.151488,13.144064,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,7128.987777777778,90.88444444444444,45.33777777777778,784.0,52.321111111111115
2024-03-07 12:00:08,6.4818158999969455,39.973680499982336,1.0331889000023389,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.151488,13.144064,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,7128.987777777778,90.88444444444444,45.33777777777778,784.0,52.321111111111115
2024-03-07 12:00:13,6.4818158999969455,39.973680499982336,1.0331889000023389,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.151488,13.144064,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,7128.987777777778,90.88444444444444,45.33777777777778,784.0,52.321111111111115
2024-03-07 12:00:18,5.05696556667014,44.477496733331165,1.1625579666656451,2.1308058666666816,6.704822300000046,0.3431540666800477,-1.0,25.001984,57.15968,13.299712,93.110272,142.9504,636.02688,-1.0,-1.0,37.61777777777778,6751.361111111114,143.20111111111115,45.7877777777778,784.0,52.321111111111115
2024-03-07 12:00:23,5.05696556667014,44.477496733331165,1.1625579666656451,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,25.001984,57.15968,13.299712,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,6751.361111111114,143.20111111111115,45.7877777777778,85.23171447202142,213.10316869984595
2024-03-07 12:00:28,5.056965566670139,44.47749673333116,1.162557966665645,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,25.001984,57.15968,13.299712,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,6751.361111111112,143.20111111111112,45.78777777777778,85.23171447202142,213.10316869984595
2024-03-07 12:00:33,5.056965566670139,44.47749673333116,1.162557966665645,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,25.001984,57.15968,13.299712,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,6751.361111111112,143.20111111111112,45.78777777777778,85.23171447202142,213.10316869984595
2024-03-07 12:00:38,5.056965566670139,44.47749673333116,1.162557966665645,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,25.001984,57.15968,13.299712,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,6751.361111111112,143.20111111111112,45.78777777777778,85.23171447202142,213.10316869984595
2024-03-07 12:00:43,5.056965566670139,44.47749673333116,1.162557966665645,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,25.001984,57.15968,13.299712,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,6751.361111111112,143.20111111111112,45.78777777777778,85.23171447202142,213.10316869984595
2024-03-07 12:00:48,4.629050423239718,38.33919602748238,1.2190179964016938,2.433483835488952,6.4271524463402105,0.3631852752813806,-1.0,24.9856,56.922112,13.021184,93.110272,142.348288,636.02688,-1.0,-1.0,43.98937982779027,4376.27709188994,65.58376387110101,55.728817355016425,85.23171447202142,213.10316869984595
2024-03-07 12:00:53,4.629050423239718,38.33919602748238,1.2190179964016938,2.368173856513592,5.5163137418323585,0.40111531539919093,-1.0,24.9856,56.922112,13.021184,92.524544,141.606912,635.764736,-1.0,-1.0,31.36836433949739,4376.27709188994,65.58376387110101,55.728817355016425,524.5498706401729,79.23112689195116
