timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-hnbzm_cpu,reviews-v2-7b4f9d8cb4-jf5h2_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-hnbzm_memory,reviews-v2-7b4f9d8cb4-jf5h2_memory,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v2-7b4f9d8cb4-hnbzm_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-7b4f9d8cb4-jf5h2_network
2024-03-07 05:14:01,7.686621021750336,41.940426067232586,1.37371360015743,1.9987850999996226,51.27379353333102,3.011697937148598,-1.0,24.920064,57.004032,13.447168,93.53216,627.03616,98.131968,-1.0,94.04610669658689,132.95572453429455,114.43659002755058,98.01,3483.3087107326273,23.361111111111107,-1.0
2024-03-07 05:14:06,7.686621021750336,41.940426067232586,1.37371360015743,1.9987850999996226,51.27379353333102,3.011697937148598,-1.0,24.920064,57.004032,13.447168,93.53216,627.03616,98.131968,-1.0,94.04610669658689,132.95572453429455,114.43659002755058,98.01,3483.3087107326273,23.361111111111107,-1.0
2024-03-07 05:14:11,7.686621021750336,41.940426067232586,1.37371360015743,1.9987850999996226,51.27379353333102,3.011697937148598,-1.0,24.920064,57.004032,13.447168,93.53216,627.03616,98.131968,-1.0,94.04610669658689,132.95572453429455,114.43659002755058,98.01,3483.3087107326273,23.361111111111107,-1.0
2024-03-07 05:14:16,5.35150058347193,47.389680625480054,1.4790180042027161,1.9987850999996226,51.27379353333102,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,98.01,1665.4171039758137,23.361111111111107,-1.0
2024-03-07 05:14:21,5.35150058347193,47.389680625480054,1.4790180042027161,1.9987850999996226,51.27379353333102,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,98.01,1665.4171039758137,23.361111111111107,-1.0
2024-03-07 05:14:26,5.35150058347193,47.389680625480054,1.4790180042027161,1.8568504333330793,96.74299209999997,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,161.29,1665.4171039758137,28.444444444444443,-1.0
2024-03-07 05:14:31,5.35150058347193,47.389680625480054,1.4790180042027161,1.8568504333330793,96.74299209999997,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,161.29,1665.4171039758137,28.444444444444443,-1.0
2024-03-07 05:14:36,5.35150058347193,47.389680625480054,1.4790180042027161,1.8568504333330793,96.74299209999997,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,161.29,1665.4171039758137,28.444444444444443,-1.0
2024-03-07 05:14:41,5.35150058347193,47.389680625480054,1.4790180042027161,1.8568504333330793,96.74299209999997,4.162434234653604,-1.0,24.920064,56.87296,13.959168,93.53216,627.03616,98.246656,-1.0,100.046683005083,136.95390436565808,175.20286290831248,161.29,1665.4171039758137,28.444444444444443,-1.0
2024-03-07 05:14:46,5.882014500002698,38.11047273335742,1.831489333331623,1.8568504333330793,96.74299209999997,4.997043300001755,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81000000000002,129.96000000000004,180.45444444444453,161.29,2731.804444444446,28.444444444444443,-1.0
2024-03-07 05:14:51,5.882014500002698,38.11047273335742,1.831489333331623,1.8568504333330793,96.74299209999997,4.997043300001755,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81000000000002,129.96000000000004,180.45444444444453,161.29,2731.804444444446,28.444444444444443,-1.0
2024-03-07 05:14:56,5.882014500002697,38.11047273335741,1.8314893333316224,1.3388288000006316,33.79878056666712,4.997043300001754,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81,129.96,180.45444444444445,86.49000000000001,2731.8044444444445,22.404444444444444,-1.0
2024-03-07 05:15:01,5.882014500002697,38.11047273335741,1.8314893333316224,1.3388288000006316,33.79878056666712,4.997043300001754,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81,129.96,180.45444444444445,86.49000000000001,2731.8044444444445,22.404444444444444,-1.0
2024-03-07 05:15:06,5.882014500002697,38.11047273335741,1.8314893333316224,1.3388288000006316,33.79878056666712,4.997043300001754,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81,129.96,180.45444444444445,86.49000000000001,2731.8044444444445,22.404444444444444,-1.0
2024-03-07 05:15:11,5.882014500002697,38.11047273335741,1.8314893333316224,1.3388288000006316,33.79878056666712,4.997043300001754,-1.0,24.920064,56.87296,13.53728,93.53216,627.03616,98.44736,-1.0,34.81,129.96,180.45444444444445,86.49000000000001,2731.8044444444445,22.404444444444444,-1.0
2024-03-07 05:15:16,3.339891700003743,45.04822729998827,1.1124429666665494,1.3388288000006316,33.79878056666712,3.8503535666658695,-1.0,24.920064,56.87296,13.697024,93.53216,627.03616,98.525184,-1.0,96.69444444444449,76.8544444444445,48.53444444444447,86.49000000000001,3391.121111111113,22.404444444444444,-1.0
2024-03-07 05:15:21,3.339891700003743,45.04822729998827,1.1124429666665494,1.3388288000006316,33.79878056666712,3.8503535666658695,-1.0,24.920064,56.87296,13.697024,93.53216,627.03616,98.525184,-1.0,96.69444444444449,76.8544444444445,48.53444444444447,86.49000000000001,3391.121111111113,22.404444444444444,-1.0
2024-03-07 05:15:26,3.3398917000037422,45.04822729998826,1.1124429666665492,3.3302649666666184,66.25369876666507,3.8503535666658686,-1.0,24.920064,56.87296,13.697024,93.53216,627.03616,98.525184,-1.0,96.69444444444446,76.85444444444445,48.534444444444446,172.48444444444442,3391.121111111111,33.64,-1.0
2024-03-07 05:15:31,3.3398917000037422,45.04822729998826,1.1124429666665492,3.3302649666666184,66.25369876666507,3.8503535666658686,-1.0,24.920064,56.87296,13.697024,93.53216,627.03616,98.525184,-1.0,96.69444444444446,76.85444444444445,48.534444444444446,172.48444444444442,3391.121111111111,33.64,-1.0
2024-03-07 05:15:36,3.3398917000037422,45.04822729998826,1.1124429666665492,3.3302649666666184,66.25369876666507,3.8503535666658686,-1.0,24.920064,56.87296,13.697024,93.53216,627.03616,98.525184,-1.0,96.69444444444446,76.85444444444445,48.534444444444446,172.48444444444442,3391.121111111111,33.64,-1.0
