timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v3-5fd56449d8-gbpqt_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v3-5fd56449d8-gbpqt_memory,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-s5dnq_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-gbpqt_network,details-v1-b788479c5-bbg6t_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 12:44:53,5.337159366672496,51.69284186664907,1.0032077999994728,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,56.901632,12.468224,90.488832,152.367104,639.639552,-1.0,4138.777777777779,289.0,53.77777777777777,45.7877777777778,-1.0,113.7777777777778,193.21
2024-03-07 12:44:58,5.337159366672495,51.692841866649054,1.0032077999994726,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,56.901632,12.468224,90.488832,152.367104,639.639552,-1.0,4138.777777777777,289.0,53.77777777777777,45.78777777777778,-1.0,113.77777777777777,193.21
2024-03-07 12:45:03,5.337159366672495,51.692841866649054,1.0032077999994726,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,56.901632,12.468224,90.488832,152.367104,639.639552,-1.0,4138.777777777777,289.0,53.77777777777777,45.78777777777778,-1.0,113.77777777777777,193.21
2024-03-07 12:45:08,5.337159366672495,51.692841866649054,1.0032077999994726,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,56.901632,12.468224,90.488832,152.367104,639.639552,-1.0,4138.777777777777,289.0,53.77777777777777,45.78777777777778,-1.0,113.77777777777777,193.21
2024-03-07 12:45:13,5.337159366672495,51.692841866649054,1.0032077999994726,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,56.901632,12.468224,90.488832,152.367104,639.639552,-1.0,4138.777777777777,289.0,53.77777777777777,45.78777777777778,-1.0,113.77777777777777,193.21
2024-03-07 12:45:18,3.5319142333264617,27.55113826666882,0.81868580000067,1.9994208666664308,4.712932266666788,45.626004633353055,-1.0,24.9856,57.05728,13.336576,90.488832,152.367104,639.639552,-1.0,12814.240000000007,289.0,53.77777777777777,58.26777777777781,-1.0,136.11111111111114,193.21
2024-03-07 12:45:23,3.5319142333264617,27.55113826666882,0.81868580000067,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.05728,13.336576,92.07808,152.576,639.639552,-1.0,12814.240000000007,552.25,32.49,58.26777777777781,-1.0,136.11111111111114,135.33444444444444
2024-03-07 12:45:28,3.531914233326461,27.55113826666881,0.8186858000006698,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.05728,13.336576,92.07808,152.576,639.639552,-1.0,12814.24,552.25,32.49,58.26777777777778,-1.0,136.1111111111111,135.33444444444444
2024-03-07 12:45:33,3.531914233326461,27.55113826666881,0.8186858000006698,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.05728,13.336576,92.07808,152.576,639.639552,-1.0,12814.24,552.25,32.49,58.26777777777778,-1.0,136.1111111111111,135.33444444444444
2024-03-07 12:45:38,3.531914233326461,27.55113826666881,0.8186858000006698,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.05728,13.336576,92.07808,152.576,639.639552,-1.0,12814.24,552.25,32.49,58.26777777777778,-1.0,136.1111111111111,135.33444444444444
2024-03-07 12:45:43,3.531914233326461,27.55113826666881,0.8186858000006698,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.05728,13.336576,92.07808,152.576,639.639552,-1.0,12814.24,552.25,32.49,58.26777777777778,-1.0,136.1111111111111,135.33444444444444
2024-03-07 12:45:48,5.843160373270717,47.08555070824272,0.9598793867671683,2.4472411333334776,7.005250433333761,0.38392690000061214,-1.0,24.9856,57.032704,13.070336,92.07808,152.576,639.639552,-1.0,4921.720400929678,552.25,32.49,39.25802401260624,-1.0,156.1979296846071,135.33444444444444
2024-03-07 12:45:53,5.843160373270717,47.08555070824272,0.9598793867671683,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.032704,13.070336,92.07808,152.694784,639.639552,-1.0,4921.720400929678,270.05444444444447,40.96000000000001,39.25802401260624,-1.0,156.1979296846071,106.09000000000002
2024-03-07 12:45:58,5.843160373270717,47.08555070824272,0.9598793867671683,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.032704,13.070336,92.07808,152.694784,639.639552,-1.0,4921.720400929678,270.05444444444447,40.96000000000001,39.25802401260624,-1.0,156.1979296846071,106.09000000000002
2024-03-07 12:46:03,5.843160373270717,47.08555070824272,0.9598793867671683,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.032704,13.070336,92.07808,152.694784,639.639552,-1.0,4921.720400929678,270.05444444444447,40.96000000000001,39.25802401260624,-1.0,156.1979296846071,106.09000000000002
2024-03-07 12:46:08,5.843160373270717,47.08555070824272,0.9598793867671683,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.032704,13.070336,92.07808,152.694784,639.639552,-1.0,4921.720400929678,270.05444444444447,40.96000000000001,39.25802401260624,-1.0,156.1979296846071,106.09000000000002
2024-03-07 12:46:13,5.843160373270717,47.08555070824272,0.9598793867671683,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.032704,13.070336,92.07808,152.694784,639.639552,-1.0,4921.720400929678,270.05444444444447,40.96000000000001,39.25802401260624,-1.0,156.1979296846071,106.09000000000002
2024-03-07 12:46:18,3.952482113685403,48.32145537588332,0.895635239208598,2.1405778666670963,5.920317266666568,0.3287100333182025,-1.0,24.9856,57.01632,12.767232,92.07808,152.694784,639.639552,-1.0,5229.032865704325,270.05444444444447,40.96000000000001,53.79570818618131,-1.0,38.45281653737868,106.09000000000002
2024-03-07 12:46:23,3.952482113685403,48.32145537588332,0.895635239208598,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,57.01632,12.767232,92.07808,152.887296,639.639552,-1.0,5229.032865704325,488.4100000000001,26.009999999999998,53.79570818618131,-1.0,38.45281653737868,133.01777777777778
2024-03-07 12:46:28,3.9524821136854023,48.32145537588331,0.8956352392085979,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,57.01632,12.767232,92.07808,152.887296,639.639552,-1.0,5229.032865704323,488.4100000000001,26.009999999999998,53.795708186181265,-1.0,38.452816537378666,133.01777777777778
2024-03-07 12:46:33,3.9524821136854023,48.32145537588331,0.8956352392085979,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,57.01632,12.767232,92.07808,152.887296,639.639552,-1.0,5229.032865704323,488.4100000000001,26.009999999999998,53.795708186181265,-1.0,38.452816537378666,133.01777777777778
2024-03-07 12:46:38,3.9524821136854023,48.32145537588331,0.8956352392085979,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,57.01632,12.767232,92.07808,152.887296,639.639552,-1.0,5229.032865704323,488.4100000000001,26.009999999999998,53.795708186181265,-1.0,38.452816537378666,133.01777777777778
2024-03-07 12:46:43,3.9524821136854023,48.32145537588331,0.8956352392085979,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,57.01632,12.767232,92.07808,152.887296,639.639552,-1.0,5229.032865704323,488.4100000000001,26.009999999999998,53.795708186181265,-1.0,38.452816537378666,133.01777777777778
2024-03-07 12:46:48,5.433001566674043,37.57635083332692,0.38408913333114475,2.4798507333334405,5.4055091999998695,0.41119450000527047,-1.0,24.9856,56.901632,13.115392,92.07808,152.887296,639.639552,-1.0,6806.250000000003,488.4100000000001,26.009999999999998,38.44000000000001,-1.0,196.93444444444455,133.01777777777778
2024-03-07 12:46:53,5.433001566674043,37.57635083332692,0.38408913333114475,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,56.901632,13.115392,92.082176,152.633344,639.512576,-1.0,6806.250000000003,580.693855421977,30.98158115173162,38.44000000000001,-1.0,196.93444444444455,251.70076844041535
2024-03-07 12:46:58,5.433001566674042,37.57635083332691,0.3840891333311447,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,56.901632,13.115392,92.082176,152.633344,639.512576,-1.0,6806.25,580.693855421977,30.98158115173162,38.440000000000005,-1.0,196.93444444444444,251.70076844041535
2024-03-07 12:47:03,5.433001566674042,37.57635083332691,0.3840891333311447,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,56.901632,13.115392,92.082176,152.633344,639.512576,-1.0,6806.25,580.693855421977,30.98158115173162,38.440000000000005,-1.0,196.93444444444444,251.70076844041535
2024-03-07 12:47:08,5.433001566674042,37.57635083332691,0.3840891333311447,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,56.901632,13.115392,92.082176,152.633344,639.512576,-1.0,6806.25,580.693855421977,30.98158115173162,38.440000000000005,-1.0,196.93444444444444,251.70076844041535
2024-03-07 12:47:13,5.433001566674042,37.57635083332691,0.3840891333311447,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,56.901632,13.115392,92.082176,152.633344,639.512576,-1.0,6806.25,580.693855421977,30.98158115173162,38.440000000000005,-1.0,196.93444444444444,251.70076844041535
2024-03-07 12:47:18,4.809972837852834,28.10135157475502,1.209067388768939,2.0011399860013928,3.428656234376466,0.33150284972138466,-1.0,24.9856,57.073664,13.295616,92.082176,152.633344,639.512576,-1.0,6249.454452697589,580.693855421977,30.98158115173162,50.86748720239122,-1.0,108.12395567799744,251.70076844041535
2024-03-07 12:47:23,4.809972837852834,28.10135157475502,1.209067388768939,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.073664,13.295616,92.082176,152.80128,639.434752,-1.0,6249.454452697589,131.51074527839268,29.165832874916653,50.86748720239122,-1.0,108.12395567799744,54.770953643019055
2024-03-07 12:47:28,4.809972837852834,28.10135157475502,1.209067388768939,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.073664,13.295616,92.082176,152.80128,639.434752,-1.0,6249.454452697589,131.51074527839268,29.165832874916653,50.86748720239122,-1.0,108.12395567799744,54.770953643019055
2024-03-07 12:47:33,4.809972837852834,28.10135157475502,1.209067388768939,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.073664,13.295616,92.082176,152.80128,639.434752,-1.0,6249.454452697589,131.51074527839268,29.165832874916653,50.86748720239122,-1.0,108.12395567799744,54.770953643019055
2024-03-07 12:47:38,4.809972837852834,28.10135157475502,1.209067388768939,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.073664,13.295616,92.082176,152.80128,639.434752,-1.0,6249.454452697589,131.51074527839268,29.165832874916653,50.86748720239122,-1.0,108.12395567799744,54.770953643019055
2024-03-07 12:47:43,4.809972837852834,28.10135157475502,1.209067388768939,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.073664,13.295616,92.082176,152.80128,639.434752,-1.0,6249.454452697589,131.51074527839268,29.165832874916653,50.86748720239122,-1.0,108.12395567799744,54.770953643019055
2024-03-07 12:47:48,4.960119086522474,47.95810298381136,1.2103671945327537,2.2936759675967604,6.409261226122361,0.3184564123204491,-1.0,24.9856,57.18016,12.20608,92.082176,152.80128,639.434752,-1.0,4648.243729903198,131.51074527839268,29.165832874916653,56.26875468854191,-1.0,130.00333083240722,54.770953643019055
2024-03-07 12:47:53,4.960119086522474,47.95810298381136,1.2103671945327537,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.18016,12.20608,91.9552,152.510464,639.434752,-1.0,4648.243729903198,465.02810084066186,33.633273009065455,56.26875468854191,-1.0,130.00333083240722,137.64358101847162
2024-03-07 12:47:58,4.960119086522473,47.95810298381135,1.210367194532753,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.18016,12.20608,91.9552,152.510464,639.434752,-1.0,4648.243729903196,465.02810084066186,33.633273009065455,56.26875468854188,-1.0,130.0033308324072,137.64358101847162
2024-03-07 12:48:03,4.960119086522473,47.95810298381135,1.210367194532753,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.18016,12.20608,91.9552,152.510464,639.434752,-1.0,4648.243729903196,465.02810084066186,33.633273009065455,56.26875468854188,-1.0,130.0033308324072,137.64358101847162
2024-03-07 12:48:08,4.960119086522473,47.95810298381135,1.210367194532753,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.18016,12.20608,91.9552,152.510464,639.434752,-1.0,4648.243729903196,465.02810084066186,33.633273009065455,56.26875468854188,-1.0,130.0033308324072,137.64358101847162
2024-03-07 12:48:13,4.960119086522473,47.95810298381135,1.210367194532753,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.18016,12.20608,91.9552,152.510464,639.434752,-1.0,4648.243729903196,465.02810084066186,33.633273009065455,56.26875468854188,-1.0,130.0033308324072,137.64358101847162
2024-03-07 12:48:18,3.923694766657113,29.96015223334326,0.45697276666866565,2.8821481851816695,6.057865746758757,0.2188627137215653,-1.0,24.9856,57.1392,12.746752,91.9552,152.510464,639.434752,-1.0,8052.071111111114,465.02810084066186,33.633273009065455,9.404444444444449,-1.0,104.04000000000002,137.64358101847162
2024-03-07 12:48:23,3.923694766657113,29.96015223334326,0.45697276666866565,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.1392,12.746752,91.877376,152.563712,639.127552,-1.0,8052.071111111114,653.6544444444444,47.151111111111106,9.404444444444449,-1.0,104.04000000000002,239.21777777777777
2024-03-07 12:48:28,3.9236947666571123,29.96015223334325,0.4569727666686655,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.1392,12.746752,91.877376,152.563712,639.127552,-1.0,8052.071111111111,653.6544444444444,47.151111111111106,9.404444444444445,-1.0,104.03999999999999,239.21777777777777
2024-03-07 12:48:33,3.9236947666571123,29.96015223334325,0.4569727666686655,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.1392,12.746752,91.877376,152.563712,639.127552,-1.0,8052.071111111111,653.6544444444444,47.151111111111106,9.404444444444445,-1.0,104.03999999999999,239.21777777777777
2024-03-07 12:48:38,3.9236947666571123,29.96015223334325,0.4569727666686655,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.1392,12.746752,91.877376,152.563712,639.127552,-1.0,8052.071111111111,653.6544444444444,47.151111111111106,9.404444444444445,-1.0,104.03999999999999,239.21777777777777
2024-03-07 12:48:43,3.9236947666571123,29.96015223334325,0.4569727666686655,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.1392,12.746752,91.877376,152.563712,639.127552,-1.0,8052.071111111111,653.6544444444444,47.151111111111106,9.404444444444445,-1.0,104.03999999999999,239.21777777777777
2024-03-07 12:48:48,5.014576433344095,52.348231633338116,0.9063680666637692,2.407877266666484,3.3305574000005813,0.379821366671725,-1.0,24.9856,57.09824,12.45184,91.877376,152.563712,639.127552,-1.0,5184.000000000002,653.6544444444444,47.151111111111106,104.72111111111117,-1.0,146.41000000000003,239.21777777777777
2024-03-07 12:48:53,5.014576433344095,52.348231633338116,0.9063680666637692,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,57.09824,12.45184,92.585984,152.162304,639.127552,-1.0,5184.000000000002,388.16762964425254,28.45013418678045,104.72111111111117,-1.0,146.41000000000003,143.22975562993952
2024-03-07 12:48:58,5.014576433344094,52.3482316333381,0.906368066663769,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,57.09824,12.45184,92.585984,152.162304,639.127552,-1.0,5184.0,388.16762964425254,28.45013418678045,104.7211111111111,-1.0,146.41,143.22975562993952
2024-03-07 12:49:03,5.014576433344094,52.3482316333381,0.906368066663769,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,57.09824,12.45184,92.585984,152.162304,639.127552,-1.0,5184.0,388.16762964425254,28.45013418678045,104.7211111111111,-1.0,146.41,143.22975562993952
2024-03-07 12:49:08,5.014576433344094,52.3482316333381,0.906368066663769,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,57.09824,12.45184,92.585984,152.162304,639.127552,-1.0,5184.0,388.16762964425254,28.45013418678045,104.7211111111111,-1.0,146.41,143.22975562993952
2024-03-07 12:49:13,5.014576433344094,52.3482316333381,0.906368066663769,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,57.09824,12.45184,92.585984,152.162304,639.127552,-1.0,5184.0,388.16762964425254,28.45013418678045,104.7211111111111,-1.0,146.41,143.22975562993952
2024-03-07 12:49:18,5.838158599999589,36.089906399987136,0.9957580333358846,1.3594930493050552,7.9144265426540406,0.25280061338107057,-1.0,24.9856,56.958976,12.464128,92.585984,152.162304,639.127552,-1.0,7401.734444444446,388.16762964425254,28.45013418678045,42.684444444444466,-1.0,47.61000000000003,143.22975562993952
2024-03-07 12:49:23,5.838158599999589,36.089906399987136,0.9957580333358846,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.958976,12.464128,92.585984,152.461312,639.127552,-1.0,7401.734444444446,100.64093840503087,47.13853999576041,42.684444444444466,-1.0,47.61000000000003,126.15413443252223
2024-03-07 12:49:28,5.838158599999588,36.08990639998713,0.9957580333358844,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.958976,12.464128,92.585984,152.461312,639.127552,-1.0,7401.734444444444,100.64093840503087,47.13853999576041,42.684444444444445,-1.0,47.61000000000001,126.15413443252223
2024-03-07 12:49:33,5.838158599999588,36.08990639998713,0.9957580333358844,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.958976,12.464128,92.585984,152.461312,639.127552,-1.0,7401.734444444444,100.64093840503087,47.13853999576041,42.684444444444445,-1.0,47.61000000000001,126.15413443252223
2024-03-07 12:49:38,5.838158599999588,36.08990639998713,0.9957580333358844,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.958976,12.464128,92.585984,152.461312,639.127552,-1.0,7401.734444444444,100.64093840503087,47.13853999576041,42.684444444444445,-1.0,47.61000000000001,126.15413443252223
2024-03-07 12:49:43,5.838158599999588,36.08990639998713,0.9957580333358844,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.958976,12.464128,92.585984,152.461312,639.127552,-1.0,7401.734444444444,100.64093840503087,47.13853999576041,42.684444444444445,-1.0,47.61000000000001,126.15413443252223
2024-03-07 12:49:48,5.023210266654133,40.95601213333188,1.3246864666636309,3.417834088787429,6.749554792693819,0.2904057792231434,-1.0,24.9856,56.901632,12.529664,92.585984,152.461312,639.127552,-1.0,4674.001111111114,100.64093840503087,47.13853999576041,44.44444444444447,-1.0,183.1511111111112,126.15413443252223
2024-03-07 12:49:53,5.023210266654133,40.95601213333188,1.3246864666636309,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,56.901632,12.529664,92.585984,152.449024,639.127552,-1.0,4674.001111111114,468.12593637190474,37.219924651552866,44.44444444444447,-1.0,183.1511111111112,30.996042838160527
2024-03-07 12:49:58,5.023210266654132,40.956012133331875,1.3246864666636307,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,56.901632,12.529664,92.585984,152.449024,639.127552,-1.0,4674.00111111111,468.12593637190474,37.219924651552866,44.44444444444445,-1.0,183.1511111111111,30.996042838160527
2024-03-07 12:50:03,5.023210266654132,40.956012133331875,1.3246864666636307,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,56.901632,12.529664,92.585984,152.449024,639.127552,-1.0,4674.00111111111,468.12593637190474,37.219924651552866,44.44444444444445,-1.0,183.1511111111111,30.996042838160527
2024-03-07 12:50:08,5.023210266654132,40.956012133331875,1.3246864666636307,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,56.901632,12.529664,92.585984,152.449024,639.127552,-1.0,4674.00111111111,468.12593637190474,37.219924651552866,44.44444444444445,-1.0,183.1511111111111,30.996042838160527
2024-03-07 12:50:13,5.023210266654132,40.956012133331875,1.3246864666636307,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,56.901632,12.529664,92.585984,152.449024,639.127552,-1.0,4674.00111111111,468.12593637190474,37.219924651552866,44.44444444444445,-1.0,183.1511111111111,30.996042838160527
2024-03-07 12:50:18,4.083424767559592,46.74436358184907,0.44392478421712034,1.515118682491764,3.5644556607555926,0.4590480730796188,-1.0,24.9856,57.1392,12.939264,92.585984,152.449024,639.127552,-1.0,4288.2485838562225,468.12593637190474,37.219924651552866,48.97714133417747,-1.0,121.6776549141455,30.996042838160527
2024-03-07 12:50:23,4.083424767559592,46.74436358184907,0.44392478421712034,3.2599124725011857,7.169069462035351,52.041896440231376,-1.0,24.9856,57.1392,12.939264,92.585984,152.55552,639.127552,-1.0,4288.2485838562225,585.561922474506,42.244367229949916,48.97714133417747,-1.0,121.6776549141455,185.8429978854241
2024-03-07 12:50:28,4.083424767559592,46.74436358184907,0.44392478421712034,3.2599124725011857,7.169069462035351,52.041896440231376,-1.0,24.9856,57.1392,12.939264,92.585984,152.55552,639.127552,-1.0,4288.2485838562225,585.561922474506,42.244367229949916,48.97714133417747,-1.0,121.6776549141455,185.8429978854241
2024-03-07 12:50:33,4.083424767559592,46.74436358184907,0.44392478421712034,3.2599124725011857,7.169069462035351,52.041896440231376,-1.0,24.9856,57.1392,12.939264,92.585984,152.55552,639.127552,-1.0,4288.2485838562225,585.561922474506,42.244367229949916,48.97714133417747,-1.0,121.6776549141455,185.8429978854241
2024-03-07 12:50:38,4.083424767559592,46.74436358184907,0.44392478421712034,3.259912472501186,7.169069462035352,52.04189644023138,-1.0,24.9856,57.1392,12.939264,92.585984,152.55552,639.127552,-1.0,4288.2485838562225,585.561922474506,42.24436722994993,48.97714133417747,-1.0,121.6776549141455,185.84299788542415
2024-03-07 12:50:43,4.083424767559592,46.74436358184907,0.44392478421712034,3.259912472501186,7.169069462035352,52.04189644023138,-1.0,24.9856,57.1392,12.939264,92.585984,152.55552,639.127552,-1.0,4288.2485838562225,585.561922474506,42.24436722994993,48.97714133417747,-1.0,121.6776549141455,185.84299788542415
2024-03-07 12:50:48,6.056249524890922,49.89745133863843,1.4430487447079874,3.259912472501186,7.169069462035352,52.04189644023138,-1.0,24.9856,57.05728,12.169216,92.585984,152.55552,639.127552,-1.0,4767.825836920046,585.561922474506,42.24436722994993,48.09355215035456,-1.0,137.7353801229089,185.84299788542415
2024-03-07 12:50:53,6.056249524890922,49.89745133863843,1.4430487447079874,1.6694764650976246,5.513658577238236,280.60910574038166,-1.0,24.9856,57.05728,12.169216,92.585984,152.748032,644.354048,-1.0,4767.825836920046,553.8916275330417,14.696403899647045,48.09355215035456,-1.0,137.7353801229089,388.1417505083267
2024-03-07 12:50:58,6.056249524890922,49.89745133863843,1.4430487447079874,1.6694764650976246,5.513658577238236,280.60910574038166,-1.0,24.9856,57.05728,12.169216,92.585984,152.748032,644.354048,-1.0,4767.825836920046,553.8916275330417,14.696403899647045,48.09355215035456,-1.0,137.7353801229089,388.1417505083267
