timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-97c7q_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-97c7q_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v3-5fd56449d8-tv4wp_network,ratings-v1-5b6b66f9b5-7bln6_network,productpage-v1-7fb564989f-lvdk6_network,details-v1-b788479c5-bbg6t_network,reviews-v1-7b76c4f45d-s5dnq_network,reviews-v2-6ccf99c555-fqvhb_network,reviews-v1-7b76c4f45d-97c7q_network
2024-03-06 17:07:01,5.369893766677099,45.722234599998046,1.546548766665031,-1.0,1.0766388666667126,5.160310166665265,4.6012205666670525,24.702976,56.479744,9.699328,-1.0,82.49344,527.171584,488.349696,54.26777777777777,69.44444444444446,3584.0177777777776,140.8177777777778,10.240000000000002,126.18777777777775,-1.0
2024-03-06 17:07:06,5.369893766677099,45.722234599998046,1.546548766665031,-1.0,1.0766388666667126,5.160310166665265,4.6012205666670525,24.702976,56.479744,9.699328,-1.0,82.49344,527.171584,488.349696,54.26777777777777,69.44444444444446,3584.0177777777776,140.8177777777778,10.240000000000002,126.18777777777775,-1.0
2024-03-06 17:07:11,5.369893766677099,45.722234599998046,1.546548766665031,-1.0,1.0766388666667126,5.160310166665265,4.6012205666670525,24.702976,56.479744,9.699328,-1.0,82.49344,527.171584,488.349696,54.26777777777777,69.44444444444446,3584.0177777777776,140.8177777777778,10.240000000000002,126.18777777777775,-1.0
2024-03-06 17:07:16,6.0446400666630025,49.82189389999501,1.7032121333348493,-1.0,1.0766388666667126,5.160310166665265,4.6012205666670525,24.686592,56.578048,10.387456,-1.0,82.49344,527.171584,488.349696,54.26777777777777,52.321111111111136,833.2844444444448,73.3877777777778,10.240000000000002,126.18777777777775,-1.0
2024-03-06 17:07:21,6.0446400666630025,49.82189389999501,1.7032121333348493,-1.0,1.0766388666667126,5.160310166665265,4.807506433333704,24.686592,56.578048,10.387456,-1.0,82.49344,527.171584,488.472576,54.26777777777777,52.321111111111136,833.2844444444448,73.3877777777778,10.240000000000002,36.0,-1.0
2024-03-06 17:07:26,6.044640066663002,49.821893899995004,1.7032121333348489,-1.0,2.3537197333332927,4.627056566668368,4.807506433333704,24.686592,56.578048,10.387456,-1.0,82.49344,527.347712,488.472576,136.1111111111111,52.321111111111115,833.2844444444445,73.38777777777777,58.777777777777786,36.0,-1.0
2024-03-06 17:07:31,6.044640066663002,49.821893899995004,1.7032121333348489,-1.0,2.3537197333332927,4.627056566668368,4.807506433333704,24.686592,56.578048,10.387456,-1.0,82.49344,527.347712,488.472576,136.1111111111111,52.321111111111115,833.2844444444445,73.38777777777777,58.777777777777786,36.0,-1.0
2024-03-06 17:07:36,6.044640066663002,49.821893899995004,1.7032121333348489,-1.0,2.3537197333332927,4.627056566668368,4.807506433333704,24.686592,56.578048,10.387456,-1.0,82.49344,527.347712,488.472576,136.1111111111111,52.321111111111115,833.2844444444445,73.38777777777777,58.777777777777786,36.0,-1.0
2024-03-06 17:07:41,6.044640066663002,49.821893899995004,1.7032121333348489,-1.0,2.3537197333332927,4.627056566668368,4.807506433333704,24.686592,56.578048,10.387456,-1.0,82.49344,527.347712,488.472576,136.1111111111111,52.321111111111115,833.2844444444445,73.38777777777777,58.777777777777786,36.0,-1.0
2024-03-06 17:07:46,5.56779913332927,50.177563333333346,0.880018666665213,-1.0,2.3537197333332927,4.627056566668368,4.807506433333704,24.670208,56.479744,10.108928,-1.0,82.49344,527.347712,488.472576,136.1111111111111,73.96000000000002,5550.250000000002,229.01777777777787,58.777777777777786,36.0,-1.0
2024-03-06 17:07:51,5.56779913332927,50.177563333333346,0.880018666665213,-1.0,2.3537197333332927,4.627056566668368,4.422910399997212,24.670208,56.479744,10.108928,-1.0,82.49344,527.347712,488.517632,136.1111111111111,73.96000000000002,5550.250000000002,229.01777777777787,58.777777777777786,341.0177777777777,-1.0
2024-03-06 17:07:56,5.5677991333292685,50.17756333333333,0.8800186666652128,-1.0,2.7133708666665277,4.624026166663953,4.422910399997212,24.670208,56.479744,10.108928,-1.0,82.190336,526.422016,488.517632,178.6677777777778,73.96,5550.25,229.01777777777775,25.334444444444443,341.0177777777777,-1.0
2024-03-06 17:08:01,5.5677991333292685,50.17756333333333,0.8800186666652128,-1.0,2.7133708666665277,4.624026166663953,4.422910399997212,24.670208,56.479744,10.108928,-1.0,82.190336,526.422016,488.517632,178.6677777777778,73.96,5550.25,229.01777777777775,25.334444444444443,341.0177777777777,-1.0
2024-03-06 17:08:06,5.5677991333292685,50.17756333333333,0.8800186666652128,-1.0,2.7133708666665277,4.624026166663953,4.422910399997212,24.670208,56.479744,10.108928,-1.0,82.190336,526.422016,488.517632,178.6677777777778,73.96,5550.25,229.01777777777775,25.334444444444443,341.0177777777777,-1.0
2024-03-06 17:08:11,5.5677991333292685,50.17756333333333,0.8800186666652128,-1.0,2.7133708666665277,4.624026166663953,4.422910399997212,24.670208,56.479744,10.108928,-1.0,82.190336,526.422016,488.517632,178.6677777777778,73.96,5550.25,229.01777777777775,25.334444444444443,341.0177777777777,-1.0
2024-03-06 17:08:16,5.489709266673042,37.424093833336286,1.8830682999994988,-1.0,2.7133708666665277,4.624026166663953,4.422910399997212,24.670208,56.479744,9.900032,-1.0,82.190336,526.422016,488.517632,178.6677777777778,165.55111111111123,5333.867777777779,233.07111111111124,25.334444444444443,341.0177777777777,-1.0
2024-03-06 17:08:21,5.489709266673042,37.424093833336286,1.8830682999994988,-1.0,2.7133708666665277,4.624026166663953,4.08350896666813,24.670208,56.479744,9.900032,-1.0,82.190336,526.422016,488.669184,178.6677777777778,165.55111111111123,5333.867777777779,233.07111111111124,25.334444444444443,117.36111111111113,-1.0
2024-03-06 17:08:26,5.489709266673041,37.42409383333627,1.8830682999994983,-1.0,2.1671364000001843,4.035996799999944,4.08350896666813,24.670208,56.479744,9.900032,-1.0,81.731584,526.344192,488.669184,106.09000000000002,165.5511111111111,5333.8677777777775,233.07111111111112,27.737777777777776,117.36111111111113,-1.0
2024-03-06 17:08:31,5.489709266673041,37.42409383333627,1.8830682999994983,-1.0,2.1671364000001843,4.035996799999944,4.08350896666813,24.670208,56.479744,9.900032,-1.0,81.731584,526.344192,488.669184,106.09000000000002,165.5511111111111,5333.8677777777775,233.07111111111112,27.737777777777776,117.36111111111113,-1.0
2024-03-06 17:08:36,5.489709266673041,37.42409383333627,1.8830682999994983,-1.0,2.1671364000001843,4.035996799999944,4.08350896666813,24.670208,56.479744,9.900032,-1.0,81.731584,526.344192,488.669184,106.09000000000002,165.5511111111111,5333.8677777777775,233.07111111111112,27.737777777777776,117.36111111111113,-1.0
2024-03-06 17:08:41,5.489709266673041,37.42409383333627,1.8830682999994983,-1.0,2.1671364000001843,4.035996799999944,4.08350896666813,24.670208,56.479744,9.900032,-1.0,81.731584,526.344192,488.669184,106.09000000000002,165.5511111111111,5333.8677777777775,233.07111111111112,27.737777777777776,117.36111111111113,-1.0
2024-03-06 17:08:46,6.786304436221092,42.16576465687156,1.4827092290795025,-1.0,2.1671364000001843,4.035996799999944,4.08350896666813,24.686592,56.594432,10.313728,-1.0,81.731584,526.344192,488.669184,106.09000000000002,26.689106356282128,4403.653669673974,168.10082259891647,27.737777777777776,117.36111111111113,-1.0
