timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-7b4f9d8cb4-g9qn8_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-7b4f9d8cb4-g9qn8_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-7b4f9d8cb4-g9qn8_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v2-7b4f9d8cb4-rgbs6_network
2024-03-07 10:14:02,2.891031333335074,49.60976546669069,1.3246524999999565,2.574209766666513,6.8374015999997555,0.3238135666833841,-1.0,24.9856,56.938496,12.255232,92.442624,116.28544,639.496192,-1.0,56.25,5461.210000000001,-1.0,129.20111111111112,49.937777777777775,519.84,81.0
2024-03-07 10:14:07,2.891031333335074,49.60976546669069,1.3246524999999565,2.574209766666513,6.8374015999997555,0.3238135666833841,-1.0,24.9856,56.938496,12.255232,92.442624,116.28544,639.496192,-1.0,56.25,5461.210000000001,-1.0,129.20111111111112,49.937777777777775,519.84,81.0
2024-03-07 10:14:12,2.891031333335074,49.60976546669069,1.3246524999999565,2.574209766666513,6.8374015999997555,0.3238135666833841,-1.0,24.9856,56.938496,12.255232,92.442624,116.28544,639.496192,-1.0,56.25,5461.210000000001,-1.0,129.20111111111112,49.937777777777775,519.84,81.0
2024-03-07 10:14:17,4.838900966660732,53.80200843331599,0.6372976333333706,2.574209766666513,6.8374015999997555,0.3238135666833841,-1.0,24.9856,57.053184,12.84096,92.442624,116.28544,639.496192,-1.0,56.25,4529.290000000002,-1.0,108.16000000000004,56.25000000000003,519.84,81.0
2024-03-07 10:14:22,4.838900966660732,53.80200843331599,0.6372976333333706,2.574209766666513,6.8374015999997555,0.3238135666833841,-1.0,24.9856,57.053184,12.84096,92.442624,116.28544,639.496192,-1.0,56.25,4529.290000000002,-1.0,108.16000000000004,56.25000000000003,519.84,81.0
2024-03-07 10:14:27,4.838900966660731,53.802008433315976,0.6372976333333705,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.9856,57.053184,12.84096,92.213248,114.475008,639.46752,-1.0,30.617777777777775,4529.29,-1.0,108.16000000000001,56.25,439.60111111111104,125.43999999999998
2024-03-07 10:14:32,4.838900966660731,53.802008433315976,0.6372976333333705,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.9856,57.053184,12.84096,92.213248,114.475008,639.46752,-1.0,30.617777777777775,4529.29,-1.0,108.16000000000001,56.25,439.60111111111104,125.43999999999998
2024-03-07 10:14:37,4.838900966660731,53.802008433315976,0.6372976333333705,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.9856,57.053184,12.84096,92.213248,114.475008,639.46752,-1.0,30.617777777777775,4529.29,-1.0,108.16000000000001,56.25,439.60111111111104,125.43999999999998
2024-03-07 10:14:42,4.838900966660731,53.802008433315976,0.6372976333333705,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.9856,57.053184,12.84096,92.213248,114.475008,639.46752,-1.0,30.617777777777775,4529.29,-1.0,108.16000000000001,56.25,439.60111111111104,125.43999999999998
2024-03-07 10:14:47,5.479089633339149,25.33171463334536,1.1799728999979686,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.969216,56.946688,13.017088,92.213248,114.475008,639.46752,-1.0,30.617777777777775,9037.671111111113,-1.0,72.8177777777778,45.7877777777778,439.60111111111104,125.43999999999998
2024-03-07 10:14:52,5.479089633339149,25.33171463334536,1.1799728999979686,2.259357266666484,4.906026266666194,0.15853056665946497,-1.0,24.969216,56.946688,13.017088,92.213248,114.475008,639.46752,-1.0,30.617777777777775,9037.671111111113,-1.0,72.8177777777778,45.7877777777778,439.60111111111104,125.43999999999998
