,timestamp,productcatalogservice-5ff5f57dc8-9zfh2&cpu_usage,productcatalogservice-5ff5f57dc8-9zfh2&mem_usage,productcatalogservice-5ff5f57dc8-9zfh2&mem_usage_rate,productcatalogservice-5ff5f57dc8-9zfh2&fs_usage,productcatalogservice-5ff5f57dc8-9zfh2&net_receive,productcatalogservice-5ff5f57dc8-9zfh2&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,0.294704615,139.8945313,3.608157854,0.064711973,30.5062811,56.09296908,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,0.280320368,139.8945313,1.820533089,0.054386099,30.85637551,55.82397487,0.816,0.1010805306481282,0.223603506548258
2,1658540456,0.296539252,141.84375,1.415208974,0.041296674,30.85637551,55.82397487,0.816,0.1010805306481282,0.223603506548258
3,1658540461,0.296566009,141.84375,1.100172562,0.041296674,30.60728695,56.96970729,0.816,0.1010805306481282,0.223603506548258
4,1658540466,0.298203216,141.5585938,1.628102832,0.0,24.93582296,47.37024082,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,0.297121888,141.6914063,1.616313231,0.0,30.77610107,58.46493704,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,0.297453681,141.6914063,1.616313231,0.0,30.77610107,58.46493704,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,0.272600919,141.6914063,2.113329192,0.0,23.27493937,44.21508305,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,0.259709376,141.6914063,1.906886587,0.0,14.80078125,29.57838542,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,0.293222474,141.9882813,1.331633033,0.037470368,30.06514126,59.41748078,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,0.291277996,141.9882813,1.889604299,0.055525488,30.06514126,59.41748078,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,0.293600809,141.65625,2.982605035,0.042863562,35.29520283,61.36361516,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.293181344,141.640625,3.908177065,0.042863562,37.16725069,61.879847,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.293181344,141.640625,3.908177065,0.042863562,37.16725069,61.879847,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.278928606,141.640625,3.295123898,0.057111591,35.11245742,61.00351014,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.292314826,141.7109375,2.918665075,0.042399204,26.7257261,41.35630099,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.252136221,142.265625,2.718555009,0.042399204,30.12145263,46.61096416,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.251530756,142.265625,3.321840437,0.0,27.22421875,42.12768555,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.29555818,142.5820313,3.396819311,0.044318245,36.84686747,67.38136207,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.295999419,142.3046875,4.43490843,0.044318245,36.84686747,67.38136207,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.29542268,142.3046875,4.619886588,0.044318245,36.84686747,67.38136207,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.296059504,142.6015625,2.540043887,0.038351017,30.89972578,65.83105222,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.297604539,142.6015625,2.346485683,0.038351017,30.89972578,65.83105222,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.303234242,143.0234375,1.66172201,0.058815892,31.63230505,69.04395424,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.306724452,143.2695313,2.483408692,0.040956435,32.23076886,67.24516245,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.307230482,143.2695313,2.356494003,0.040956435,32.23076886,67.24516245,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.307230482,143.2695313,2.356494003,0.040956435,26.51874232,51.37677315,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.312803175,143.421875,1.318545531,0.0,32.6709555,63.29592289,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.315209468,143.4414063,0.026405101,0.0,32.34851673,61.89470348,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.315209468,143.4414063,0.026405101,0.0,32.34851673,61.89470348,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.314880314,143.421875,1.390565762,0.0,32.6124204,61.39160397,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.298203059,143.421875,2.204453327,0.0,26.17472861,49.27290135,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.316726452,143.6328125,1.646218225,0.043128082,23.45702691,44.15693435,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.31542352,143.6328125,1.642318815,0.061215038,32.79037239,62.74974547,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.318312881,141.7109375,2.705320683,0.044905025,32.79037239,62.74974547,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.290831861,139.5546875,4.09539237,0.044905025,32.79037239,62.74974547,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.319072159,139.5546875,5.264864262,0.068977113,32.68745561,63.53273704,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.296905111,139.5546875,4.779259504,0.068977113,32.68745561,63.53273704,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.291844326,139.5859375,3.699729606,0.052504516,32.68745561,63.53273704,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.315566391,140.0585938,2.508470929,0.037796687,32.88976005,63.75870945,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.317105501,140.6210938,2.640938065,0.0,23.39040492,45.35839225,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.317105501,140.6210938,2.640938065,0.0,26.092608,50.59847199,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.315524763,141.375,2.625881566,0.041042182,32.42643689,62.8809569,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.31579734,142.2421875,2.214403119,0.041042182,32.42530844,61.75184151,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.314501764,142.234375,0.442775459,0.054006118,32.42530844,61.75184151,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.31466274,142.5742188,0.44195192,0.041136946,32.91269185,61.95600701,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.288006752,142.5742188,0.589836651,0.057484877,27.46646416,51.70383675,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.298607544,142.6875,0.431056652,0.064140992,33.5794989,61.42338732,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.298251187,142.6875,0.430917123,0.063861435,33.62522767,60.17794371,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.290015295,142.6875,0.630058364,0.05720532,33.33335854,62.15936319,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.279513408,142.59375,1.861162311,0.050549204,33.33335854,62.15936319,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.318534536,140.4921875,2.97456141,0.0,33.83641061,63.46142248,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.307408158,140.4609375,3.533169356,0.0,33.83641061,63.46142248,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.31879438,138.84375,4.42865245,0.0,33.818482,62.23217131,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.319531764,138.84375,4.868571046,0.0,33.818482,62.23217131,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.317843246,139.0664063,5.81939024,0.046044456,27.28975276,54.81488692,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.316861304,139.0664063,5.837489874,0.046044456,32.28410358,64.84666617,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.273029646,139.2578125,3.284950296,0.088826334,32.28410358,64.84666617,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.27738552,140.2421875,3.303562097,0.051380444,31.41809796,63.13364544,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.296592221,140.2421875,2.688092611,0.068347023,31.12465709,61.74856537,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.293755802,141.140625,1.985281042,0.048679406,31.12465709,61.74856537,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.293953946,141.140625,1.886206195,0.048679406,23.78557851,50.92203639,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.285478547,141.578125,0.061930694,0.048679406,29.03759156,62.16595883,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.281755449,141.578125,0.069506028,0.0,25.28730595,54.13705256,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.254636329,141.3789063,1.337444515,0.0,29.60914114,61.70782305,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.237608791,141.3789063,1.617321266,0.0,29.69106015,59.88054151,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.290146656,141.9140625,1.918321332,0.034804187,29.69106015,59.88054151,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.281519048,142.46875,1.477470503,0.048606636,30.73038094,59.45675296,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.293825342,142.7382813,1.479837934,0.038094949,30.73038094,59.45675296,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.272937062,142.7382813,1.767928057,0.038094949,30.73038094,59.45675296,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.297736728,142.8671875,1.376521271,0.051523621,31.47111176,58.9498317,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.29846426,142.8632813,2.381641455,0.037645904,31.31671306,58.08866585,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.268092624,142.8632813,3.074858254,0.0,31.31671306,58.08866585,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.274392778,142.71875,4.13245694,0.0,31.42247339,57.09333523,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.261907843,142.71875,3.009471304,0.0,31.42247339,57.09333523,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.29451204,142.7226563,2.861117166,0.0,30.4862738,56.13803096,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.290390759,143.2734375,2.652341764,0.0,29.82779578,55.39145641,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.289540174,143.2773438,2.652428253,0.0,29.82779578,55.39145641,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.288019565,144.0546875,2.610139063,0.0,29.68581559,56.25609327,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.283678793,144.0507813,3.793899509,0.0,23.83171996,46.24914045,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.250368685,144.0507813,2.289168918,0.0,28.89758745,56.08024024,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.278175943,144.0273438,2.869398118,0.040785069,28.56175792,56.1543563,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.266864617,144.0273438,1.480166126,0.040785069,28.56175792,56.1543563,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.261147104,144.0273438,2.020017149,0.05784228,23.96784433,48.14976687,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.280486676,143.6679688,2.934658423,0.044797452,23.54282813,47.29593825,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.281681254,143.6679688,3.501502498,0.044797452,29.36560234,62.86512753,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.28425523,143.3515625,4.184215759,0.036127004,29.36560234,62.86512753,0.8268444444444444,0.0971968700032128,0.2239987404008238
