,timestamp,adservice-7659d48d84-xdcfs&cpu_usage,adservice-7659d48d84-xdcfs&cpu_limit,adservice-7659d48d84-xdcfs&mem_usage,adservice-7659d48d84-xdcfs&mem_usage_rate,adservice-7659d48d84-xdcfs&mem_limit,adservice-7659d48d84-xdcfs&fs_usage,adservice-7659d48d84-xdcfs&net_receive,adservice-7659d48d84-xdcfs&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,0.20552972,0.3,542.5390625,18.11887056,2648.0,0.037954812,17.24721524,43.21591408,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,0.19582961,0.3,542.765625,15.14883721,2648.0,0.044524984,17.53307439,46.03490977,0.816,0.1010805306481282,0.223603506548258
2,1658540456,0.190915096,0.3,542.765625,19.25468901,2648.0,0.054284641,17.53307439,46.03490977,0.816,0.1010805306481282,0.223603506548258
3,1658540461,0.192186683,0.3,542.7109375,23.45432104,2648.0,0.041000643,17.53307439,46.03490977,0.816,0.1010805306481282,0.223603506548258
4,1658540466,0.186673711,0.3,542.2539063,22.1428677,2648.0,0.044624588,14.1925854,37.26410858,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,0.204267567,0.3,542.2617188,21.00160315,2648.0,0.044645155,17.89604145,41.65259189,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,0.194780577,0.3,542.2617188,17.76480534,2648.0,0.040256721,17.89604145,41.65259189,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,0.186406421,0.3,542.2617188,15.70237401,2648.0,0.040778632,17.89604145,41.65259189,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,0.201460909,0.3,541.4101563,15.63521485,2648.0,0.018168992,17.89604145,41.65259189,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,0.200042184,0.3,541.4101563,17.44757785,2648.0,0.0,17.62915037,45.76648727,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,0.198913244,0.3,541.4101563,20.33632347,2648.0,0.0,17.62915037,45.76648727,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,0.19926863,0.3,542.5664063,17.3325407,2648.0,0.033422325,12.40093201,32.1936727,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,0.199577416,0.3,542.6640625,12.77993523,2648.0,0.052966605,17.01270569,39.07415877,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,0.199664872,0.3,542.6640625,9.602792868,2648.0,0.052966605,17.01270569,39.07415877,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,0.199323007,0.3,540.6445313,12.88307514,2648.0,0.042060893,17.01270569,39.07415877,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,0.193275557,0.3,540.5703125,17.47537902,2648.0,0.040916759,17.01270569,39.07415877,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.18363739,0.3,540.5703125,14.88858273,2648.0,0.044186434,17.01270569,39.07415877,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.183382456,0.3,541.8007813,19.21733797,2648.0,0.021669821,17.63445699,40.80305084,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.179677735,0.3,541.8007813,18.2983604,2648.0,0.01738347,17.63445699,40.80305084,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.194599851,0.3,538.84375,24.4370287,2648.0,0.019511738,17.74733544,41.53642281,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.201225804,0.3,538.671875,30.16214221,2648.0,0.019511738,17.74733544,41.53642281,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.20958955,0.3,540.1757813,29.97037153,2648.0,0.019511738,17.74733544,41.53642281,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.210622869,0.3,540.1679688,29.59090668,2648.0,0.017370803,18.0570415,41.54810159,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.205663884,0.3,540.1679688,29.76212641,2648.0,0.017370803,12.79010508,29.26767155,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.216120586,0.3,541.7773438,27.25300912,2648.0,0.046203703,14.33104446,32.79381207,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.21776084,0.3,543.34375,21.96802204,2648.0,0.046203703,18.69931459,42.48212265,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.218573745,0.3,543.2851563,22.25557585,2648.0,0.046790154,18.69931459,42.48212265,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.208075408,0.3,543.2851563,20.11426258,2648.0,0.050416619,18.69931459,42.48212265,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.199143385,0.3,543.3085938,17.80089632,2648.0,0.045146314,18.69931459,42.48212265,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.214037021,0.3,543.296875,16.6299892,2648.0,0.041325594,19.03685829,39.55941128,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.215871205,0.3,542.0195313,17.54328016,2648.0,0.036727661,19.03685829,39.55941128,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.216918116,0.3,540.7539063,20.29736198,2648.0,0.024651873,19.07100787,38.66503117,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.217405284,0.3,540.7539063,18.10781464,2648.0,0.024651873,19.07100787,38.66503117,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.206458905,0.3,540.7539063,18.36418903,2648.0,0.0,19.06455911,37.55190439,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.206317291,0.3,542.65625,13.02034985,2648.0,0.023281013,19.04547301,35.58550577,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.213152818,0.3,542.65625,13.02059087,2648.0,0.023281013,19.04547301,35.58550577,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.205480238,0.3,541.953125,18.20527535,2648.0,0.040783887,19.04547301,35.58550577,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.203349111,0.3,541.2773438,17.74485995,2648.0,0.045624873,18.85705446,36.25661609,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.214290835,0.3,541.2773438,20.99092497,2648.0,0.051549202,18.85705446,36.25661609,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.219412036,0.3,542.2070313,19.14420915,2648.0,0.039403591,18.85705446,36.25661609,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.19871387,0.3,542.2070313,16.19145807,2648.0,0.044128492,19.03685274,45.39863028,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.216642231,0.3,543.1015625,12.6082808,2648.0,0.049512405,19.02745241,51.02671132,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.187598627,0.3,543.1015625,11.86268563,2648.0,0.020446263,19.02745241,51.02671132,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.217289663,0.3,545.2929688,11.72985429,2648.0,0.019653987,18.95034811,47.2476973,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.217289663,0.3,545.2929688,11.72985429,2648.0,0.019653987,18.95034811,47.2476973,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.215928493,0.3,545.4882813,11.47340994,2648.0,0.019653987,19.12026634,52.96826371,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.211111065,0.3,545.6679688,0.101745949,2648.0,0.0,19.12026634,52.96826371,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.210184715,0.3,545.6679688,0.101745949,2648.0,0.01713982,18.96380668,48.34061484,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.199374905,0.3,545.6679688,0.086348237,2648.0,0.02442668,18.96380668,48.34061484,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.21417714,0.3,539.6015625,7.370126955,2648.0,0.047723595,18.72426897,39.36806716,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.21417714,0.3,539.6015625,7.370126955,2648.0,0.047723595,18.82317611,40.10988006,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.213224903,0.3,540.6601563,6.642271157,2648.0,0.062110712,18.82317611,40.10988006,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.213366998,0.3,541.3085938,6.146238091,2648.0,0.050598808,18.83956975,40.44252204,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.213443894,0.3,541.3085938,7.847407223,2648.0,0.050598808,18.9750841,40.41401802,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.197618737,0.3,540.9179688,10.83969057,2648.0,0.042362351,18.9750841,40.41401802,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.192518788,0.3,540.9296875,14.44458006,2648.0,0.022496078,19.14332243,41.02133351,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.183245322,0.3,540.9296875,13.65130054,2648.0,0.022496078,15.67383453,33.58672958,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.200056025,0.3,542.5078125,11.00312489,2648.0,0.0,14.07855766,30.16828512,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.196601172,0.3,542.5078125,4.926192673,2648.0,0.0,12.48328079,26.74984066,0.8433777777777778,0.100696947848997,0.223846633963479
