,timestamp,frontend-875b86bb8-lq7z8&cpu_usage,frontend-875b86bb8-lq7z8&mem_usage,frontend-875b86bb8-lq7z8&mem_usage_rate,frontend-875b86bb8-lq7z8&fs_usage,frontend-875b86bb8-lq7z8&net_receive,frontend-875b86bb8-lq7z8&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
0,1658540446,1.232373455,218.34375,5.950027965,0.068184428,108.8343957,585.0030051,0.8246666666666667,0.0979703909192898,0.2235636127640921
1,1658540451,1.252319181,224.8007813,4.942661336,0.237822792,108.8343957,585.0030051,0.816,0.1010805306481282,0.223603506548258
2,1658540456,1.25224126,224.8007813,5.09661462,0.25342413,110.4761402,598.4265009,0.816,0.1010805306481282,0.223603506548258
3,1658540461,1.265283839,221.2070313,5.865488513,0.344927641,110.4761402,598.4265009,0.816,0.1010805306481282,0.223603506548258
4,1658540466,1.213631211,216.0742188,6.533859335,0.241631708,110.4761402,598.4265009,0.8100222222222221,0.101245951717744,0.2235916052062542
5,1658540471,1.2507783,216.0703125,7.105348938,0.243955727,112.4756501,602.8897258,0.8100222222222221,0.101245951717744,0.2235916052062542
6,1658540476,1.236068221,212.53125,9.802006992,0.265905519,115.925353,583.3018634,0.8100222222222221,0.101245951717744,0.2235916052062542
7,1658540481,1.23392562,212.53125,9.45949929,0.210361801,115.925353,583.3018634,0.8052444444444444,0.1015130090495962,0.2237156584803042
8,1658540486,1.23392562,212.53125,9.45949929,0.210361801,116.8383377,572.1488518,0.8052444444444444,0.1015130090495962,0.2237156584803042
9,1658540491,1.066314661,212.8125,10.27684161,0.0,112.4214265,569.6894572,0.8052444444444444,0.1015130090495962,0.2237156584803042
10,1658540496,1.082022515,212.8125,10.26520775,0.0,112.4214265,569.6894572,0.8009777777777778,0.0991842053082772,0.2237418900096188
11,1658540501,1.19677731,212.3945313,10.37197171,0.178386244,113.0740099,556.8430751,0.8009777777777778,0.0991842053082772,0.2237418900096188
12,1658540506,1.205152792,218.3085938,8.266279902,0.178386244,111.1534792,559.9018686,0.8009777777777778,0.0991842053082772,0.2237418900096188
13,1658540511,1.219644913,218.3085938,7.363109383,0.32389552,111.1534792,559.9018686,0.7898,0.0990673516466003,0.2236948918529302
14,1658540516,1.219644913,218.3085938,7.363109383,0.32389552,105.2361728,565.1036896,0.7898,0.0990673516466003,0.2236948918529302
15,1658540521,1.230381325,224.8359375,6.369843502,0.245401322,105.2361728,565.1036896,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,1.234973928,224.8359375,5.098560711,0.268933493,108.2268466,608.9666272,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,1.239605116,224.8359375,4.604167252,0.29623403,108.2268466,608.9666272,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,1.154073465,224.3359375,7.306456877,0.077369404,110.4699804,627.1849138,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,1.190575782,224.3320313,8.043949462,0.050377567,110.2681198,619.7857051,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,1.261549818,224.3320313,8.563110835,0.050377567,110.2681198,619.7857051,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,1.290346838,227.5,7.842966688,0.0,111.7015728,647.1351269,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,1.290346838,227.5,7.842966688,0.0,115.5986544,642.8975002,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,1.260694372,223.421875,8.998721213,0.256794822,115.5986544,642.8975002,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,1.332443465,223.421875,8.318944802,0.290269755,95.93993427,505.9968347,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,1.347656566,214.7578125,9.371636342,0.310613024,99.60550761,525.3294361,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,1.270177416,214.7578125,8.444179817,0.246142822,89.83585585,473.803313,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,1.244797837,214.7578125,6.019629287,0.32445978,118.5286901,605.363911,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,1.212912404,214.7578125,5.273231587,0.320246675,121.7173448,607.1722501,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,1.351629881,211.2890625,6.698822469,0.234857235,121.7173448,607.1722501,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,1.355902201,211.2890625,9.17726763,0.296156886,121.3032376,615.3943911,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,1.302945486,211.2890625,9.17726763,0.236968772,120.2305207,607.3706084,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,1.355940131,214.8242188,8.336657012,0.180963083,120.2305207,607.3706084,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,1.356963175,218.421875,4.559736597,0.0,120.2305207,607.3706084,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,1.357989304,223.2617188,4.264135628,0.0,98.86526394,552.9109083,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,1.203582877,223.2890625,2.87253146,0.06815892,125.0034947,699.0907932,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,1.179919817,223.2890625,2.85354333,0.06815892,125.0034947,699.0907932,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,1.063948682,223.2890625,0.361365324,0.06815892,123.2160498,669.7851627,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,1.22855732,219.3789063,2.702339146,0.091793905,123.2160498,669.7851627,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,1.309474326,210.9140625,4.238707015,0.294902571,124.4117777,682.7152379,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,1.289316604,210.9140625,4.238639063,0.287253079,124.4117777,682.7152379,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,1.248911431,210.9140625,6.468018335,0.408914742,124.6036251,660.7750426,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,1.338640574,212.0703125,5.378448734,0.363294183,122.4840126,615.774935,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,1.228734465,212.0703125,4.785794696,0.286657645,121.3199028,624.9189452,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,1.341101901,213.5273438,4.379774963,0.206372446,121.3199028,624.9189452,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,1.153828357,213.5273438,2.143860717,0.206372446,121.3199028,624.9189452,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,1.209466194,213.5273438,0.664731949,0.0,122.3754854,646.2059696,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,1.247177274,213.4960938,1.907496329,0.243976297,122.3754854,646.2059696,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,1.218019612,213.4960938,1.907496329,0.243976297,122.3754854,646.2059696,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,1.218019612,213.4960938,1.907496329,0.243976297,104.6233555,561.926323,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,1.234250835,213.2773438,3.883058277,0.184319108,126.4615001,679.2178042,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,1.207992448,213.2734375,5.039310203,0.329640668,109.5153078,588.2007317,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,1.240709369,213.0039063,6.207408818,0.276457961,122.4564163,650.9339819,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,1.319805816,212.8554688,8.215574373,0.323882214,123.7780967,650.626023,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,1.3138908,212.8554688,9.412206159,0.357351251,123.7780967,650.626023,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,1.303572314,212.7382813,9.631579453,0.256972075,103.5155213,532.1895697,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,1.267150167,212.9765625,9.40093128,0.061328778,119.5480866,608.2312684,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,1.193049627,212.9765625,8.86957246,0.059686811,119.5480866,608.2312684,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,1.129221937,212.9765625,8.031223894,0.066557591,111.5806864,585.853148,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,1.21133117,213.3828125,7.797616644,0.305483801,111.5806864,585.853148,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,1.21133117,213.3828125,7.797616644,0.305483801,111.5806864,585.853148,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,1.220813583,212.9296875,9.765283601,0.277641709,109.1476343,574.9818083,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,1.190207075,212.9296875,7.840285519,0.350735512,109.1476343,574.9818083,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,1.190557606,212.84375,7.981420469,0.278203134,109.1476343,574.9818083,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,1.199082758,212.7773438,8.176612527,0.305635421,91.0743242,500.7468217,0.8015777777777778,0.0981016239458753,0.2240960763764979
