,timestamp,shippingservice-589dc45c5d-sfzzg&cpu_usage,shippingservice-589dc45c5d-sfzzg&mem_usage,shippingservice-589dc45c5d-sfzzg&mem_usage_rate,shippingservice-589dc45c5d-sfzzg&fs_usage,shippingservice-589dc45c5d-sfzzg&net_receive,shippingservice-589dc45c5d-sfzzg&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
66,1658540776,0.053432156,147.7226563,3.40074262,0.008995395,4.236424038,19.5629991,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.050818177,147.7226563,3.212530336,0.008223515,4.273330744,18.95249992,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.05548189,148.0039063,3.390348358,0.0,4.349557487,17.69649922,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.056308189,148.2851563,3.030863391,0.0,4.349557487,17.69649922,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.057243264,148.2851563,3.365892752,0.0,4.401859716,19.72853045,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.056356444,148.1132813,4.090894038,0.0048624,3.666507172,17.44365688,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.052156739,148.1171875,4.439964715,0.008941248,4.428483034,21.06880879,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.060453775,147.9414063,5.473713272,0.010225836,4.331599455,21.81801606,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.05870382,147.9375,4.655028954,0.008467342,4.331599455,21.81801606,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.058678936,147.9375,3.294410741,0.008467342,3.475878262,20.07509879,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.055600233,147.9375,3.573356216,0.009200013,4.256061653,24.58108474,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.057032297,148.5195313,3.417639481,0.009222138,4.256061653,24.58108474,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.056546403,148.5195313,4.054190863,0.009222138,3.58823829,20.72403942,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.055366976,149.1132813,3.064904881,0.007820155,4.198466652,22.06577872,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.051876379,149.8007813,2.03298855,0.0,4.198466652,22.06577872,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.052079009,149.8007813,0.632320676,0.0,4.198466652,22.06577872,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.045567739,149.8007813,0.521923862,0.0,3.519509114,17.78708212,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.052877501,150.484375,0.42863226,0.007113526,4.141424083,26.38760808,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.052707322,150.484375,0.052248971,0.007732628,4.141424083,26.38760808,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.052771547,150.4960938,0.052638949,0.007732628,4.107984895,21.50540536,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.053159023,150.4960938,0.041546698,0.009129352,4.107984895,21.50540536,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.052892129,150.5,0.03727053,0.007592274,3.297506031,20.51990782,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.054457127,147.0976563,2.45387107,0.007693767,3.964923869,24.67315345,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.054982115,147.0976563,2.729689712,0.008814765,3.964923869,24.67315345,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.054982115,147.0976563,2.729689712,0.008814765,4.015774089,23.73873003,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.049713012,147.0976563,2.680739773,0.004602383,3.400378122,15.37185599,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.052920984,147.921875,2.953813761,0.0,4.033796171,18.23530548,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.052920984,147.921875,2.953813761,0.0,3.35022459,15.14513035,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.053142296,148.7382813,2.521882422,0.0,3.954261567,18.17975972,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.05411362,148.28125,4.03661854,0.008601933,3.953221647,21.90378281,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.05411362,148.28125,4.03661854,0.008601933,3.953221647,21.90378281,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.052219342,147.953125,3.630342093,0.007638347,3.891778108,20.8182476,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.050970841,147.953125,3.033461899,0.007273976,3.891778108,20.8182476,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.051245027,148.1953125,2.556116164,0.008799834,3.84580619,22.67745264,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.04689231,148.1953125,3.087154739,0.009230692,3.84580619,22.67745264,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.051560717,148.8789063,3.420153887,0.00756995,3.84580619,22.67745264,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.047840419,148.8789063,3.165475208,0.00756995,2.475878906,16.63342285,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.051675156,146.9960938,5.160951423,0.004380306,10.20830123,23.22259715,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.053342409,145.34375,5.052844934,0.0,10.20830123,23.22259715,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.051093553,145.34375,4.903725999,0.0,8.78508758,24.00298379,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.045902382,145.34375,3.453499414,0.0,10.42582891,24.02813589,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.053532863,147.8828125,2.947626245,0.006721396,10.42582891,24.02813589,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.053532863,147.8828125,2.947626245,0.006721396,10.42582891,24.02813589,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.054079559,147.875,4.993910932,0.008402252,9.43974053,21.14722441,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.054111007,147.875,4.515967532,0.009900622,9.43974053,21.14722441,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.051111042,147.8671875,4.841156529,0.006512373,3.027984758,18.73517471,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.051395194,147.8710938,4.160063333,0.006512373,3.707928928,23.29647319,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.045520145,147.8710938,4.234060949,0.005315726,3.707928928,23.29647319,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.047309067,147.8710938,3.714289477,0.005315726,3.666635633,23.36124045,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.039782139,149.0195313,3.181130548,0.003976496,3.669197434,22.40767362,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.043648238,149.0195313,4.473581305,0.0,3.669197434,22.40767362,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.04907906,151.6992188,3.586279594,0.0,2.537011719,16.66240234,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.048267984,153.234375,3.077046021,0.0,3.929463496,22.68511605,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.052662428,153.296875,0.155020846,0.003673855,3.929463496,22.68511605,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.052662428,153.296875,0.155020846,0.003673855,3.929463496,22.68511605,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.05221492,149.9648438,1.171685535,0.007276964,3.416813705,25.68497223,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.059313729,146.9375,2.94829766,0.0063087,3.416813705,25.68497223,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.058543706,146.9375,4.418767621,0.010506096,3.404893537,30.23526148,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.061681926,148.1484375,4.069425953,0.008458247,2.833495653,25.16128068,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.061944079,148.2460938,3.916405619,0.007386194,3.411496797,25.42121458,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.051805112,148.2460938,3.580975538,0.004585757,3.250554699,26.28804112,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.052418824,148.2460938,4.427344793,0.004585757,3.250554699,26.28804112,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.056318839,147.140625,5.662903106,0.003064046,3.289417338,24.99883345,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.052252637,147.140625,5.240288663,0.0,3.406127127,19.34444665,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.04863335,147.140625,4.892414831,0.0,3.406127127,19.34444665,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.049042307,147.1445313,4.416445018,0.003027687,3.375543781,19.21152802,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.045957183,147.921875,3.151641551,0.003027687,3.375543781,19.21152802,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.045477421,147.921875,3.971324676,0.003027687,3.347779981,20.27685072,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.041303712,148.4257813,1.586978904,0.006218177,3.347779981,20.27685072,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.043336731,148.4257813,1.590405983,0.006218177,3.303601689,19.30462291,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.042342156,148.4257813,0.545823157,0.008275031,3.303601689,19.30462291,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.039444946,148.6328125,0.044533784,0.007462091,3.270019492,18.26802841,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.04948452,148.5585938,2.040884699,0.006486968,3.325946478,19.65777706,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.04948452,148.5585938,2.040884699,0.006486968,3.325946478,19.65777706,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.044473369,149.9375,2.428842223,0.0,3.331368912,20.03218916,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.043675091,149.9375,2.302326123,0.0,3.279912636,19.99551138,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.046304942,150.8398438,1.861525788,0.0,3.279912636,19.99551138,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.048763403,151.734375,2.048315612,0.003329409,2.707704011,17.54102226,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.040034452,151.734375,0.674995607,0.003329409,3.312193042,21.45701732,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.038063578,151.7382813,0.471580939,0.005022547,2.629922678,17.03713996,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.043628293,151.6132813,1.560799943,0.006926558,2.353906591,15.24905519,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.047055678,151.6132813,1.819817649,0.006926558,3.196344134,23.12461019,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.046867295,151.6132813,2.242745661,0.005220774,3.196344134,23.12461019,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.046786293,151.609375,3.087229099,0.006235594,3.196344134,23.12461019,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.047736068,151.609375,3.942715516,0.006591651,3.274642053,24.58587589,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.045349367,151.609375,3.939079295,0.005975074,3.274642053,24.58587589,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.048064456,152.2304688,4.935557648,0.002889044,3.170866218,24.50131234,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.04763528,152.859375,3.399222798,0.002889044,2.132691421,16.23456646,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.042391118,152.859375,2.389242978,0.002789332,2.39395301,18.2233533,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.046520422,152.859375,2.818622286,0.003489125,2.691472214,19.6650642,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.046327563,152.859375,2.706972351,0.005845085,3.163770407,23.11587979,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.040556019,152.859375,1.778038386,0.00658567,3.163770407,23.11587979,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.046376023,149.390625,1.665508505,0.00658567,7.927097859,23.62705659,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.046376023,149.390625,1.665508505,0.00658567,9.451999044,23.67122391,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.044659298,145.921875,2.673642353,0.006001085,9.451999044,23.67122391,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.04755993,145.921875,3.994004002,0.006566817,7.789628712,19.50804741,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.046500372,146.3476563,2.88688458,0.007480377,9.029484236,21.58384611,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.046046222,146.390625,2.688119585,0.005923174,9.029484236,21.58384611,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.049016475,147.90625,2.818872814,0.002816211,9.250380916,22.29042865,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.043109048,147.90625,1.155365862,0.002816211,9.250380916,22.29042865,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.043636281,147.9921875,1.664339037,0.002486474,9.250380916,22.29042865,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.049416335,149.1132813,1.680324086,0.002486474,3.374177089,21.74266549,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.049826288,149.1132813,1.907858893,0.003780204,3.374177089,21.74266549,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.044899804,149.1132813,0.746140378,0.003780204,3.374177089,21.74266549,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.048158409,149.3828125,0.980028271,0.005709957,2.841302891,19.99655806,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.0478987,149.75,0.971794888,0.005709957,3.4722637,21.41089639,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.04495886,149.75,1.076326382,0.006101181,3.4722637,21.41089639,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.047047315,149.75,1.077789674,0.006646329,3.4722637,21.41089639,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.042275725,149.4609375,2.668100586,0.006646329,3.517508381,20.29952233,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.042440858,149.171875,3.297926297,0.002667388,2.688563562,15.51568615,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.050179396,149.171875,3.80969365,0.003275248,2.544811337,12.63685908,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.049208543,149.4609375,3.124627695,0.003275248,3.503960487,20.71316321,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.043999108,149.4648438,2.801667574,0.003301609,3.503960487,20.71316321,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.050110811,148.9375,4.615714923,0.007055568,3.444211492,24.27719651,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.050110811,148.9375,4.615714923,0.007055568,3.444211492,24.27719651,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.049594171,148.109375,5.730911584,0.006332342,3.444211492,24.27719651,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.049452964,148.4023438,5.574798189,0.006530298,3.408294488,24.80050413,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.047934493,148.4023438,4.790377163,0.006530298,2.177960982,17.86025838,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.046001724,148.703125,3.39629796,0.007587073,2.434832206,19.56424169,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.047521724,149.28125,3.033897475,0.006607129,2.713046811,21.79973773,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.048447857,149.984375,3.151453191,0.006607129,3.338575253,26.82595252,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.047918074,149.984375,2.179878725,0.00334184,2.807250276,22.55667669,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.047857017,149.984375,2.148811501,0.0,3.43926638,23.46378255,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.048373578,147.1445313,3.19729476,0.0,3.423557259,22.03814157,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.04872757,147.1445313,2.721034502,0.0,3.423557259,22.03814157,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.049287309,147.1445313,3.187230605,0.002823568,3.50037808,21.40212134,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.049655691,147.9570313,2.736003031,0.006110692,3.50037808,21.40212134,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.050510734,148.7695313,2.775652836,0.006407201,3.50037808,21.40212134,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.050734411,148.7695313,3.250132104,0.00797663,3.600128548,20.44823525,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.050734411,148.7695313,3.250132104,0.00797663,3.600128548,20.44823525,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.050716755,149.1796875,2.573136717,0.006296738,2.878818376,18.16575742,0.7359777777777777,0.1568405727454515,0.2249913487566224
197,1658541431,0.050912967,149.1796875,1.629552902,0.007933981,3.500967419,23.70479483,0.7359777777777777,0.1568405727454515,0.2249913487566224
