,timestamp,recommendationservice-689548cfbd-ml8h2&cpu_usage,recommendationservice-689548cfbd-ml8h2&mem_usage,recommendationservice-689548cfbd-ml8h2&mem_usage_rate,recommendationservice-689548cfbd-ml8h2&mem_limit,recommendationservice-689548cfbd-ml8h2&fs_usage,recommendationservice-689548cfbd-ml8h2&net_receive,recommendationservice-689548cfbd-ml8h2&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
30,1658540596,0.685350656,249.96875,6.754494731,3948.0,0.123419901,112.1414815,58.23645788,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.682764158,249.96875,7.782691168,3948.0,0.066648043,92.3930551,47.98085588,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.682482363,250.9882813,7.818804467,3948.0,0.0,113.1746962,55.99608402,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.578823247,252.9882813,5.159259171,3948.0,0.0,113.1746962,55.99608402,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.60313543,252.9882813,4.452544427,3948.0,0.0,113.1746962,55.99608402,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.641878221,252.9960938,3.208848446,3948.0,0.0,111.4635538,55.11845347,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.670274008,254.1523438,2.53906512,3948.0,0.064569472,111.4635538,55.11845347,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.663918105,254.15625,1.555556722,3948.0,0.134247411,110.8641191,55.47639545,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.664163009,254.15625,1.564286019,3948.0,0.154473525,111.3590845,54.55762338,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.661273029,254.5,1.567498831,3948.0,0.154473525,111.3590845,54.55762338,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.658058847,254.8945313,1.516247306,3948.0,0.147964894,74.50563965,38.52053223,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.657021975,254.8945313,1.476659449,3948.0,0.147964894,111.3251402,54.90445862,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.65699568,253.5390625,2.629078644,3948.0,0.179582489,111.3251402,54.90445862,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.657355091,251.953125,5.067458926,3948.0,0.126871488,111.9484993,56.20106527,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.657847789,251.953125,5.582201634,3948.0,0.070839358,112.2898057,55.97013753,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.620006081,252.3984375,6.197592748,3948.0,0.0,112.2898057,55.97013753,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.659757523,252.3984375,5.811044374,3948.0,0.076398635,112.9555355,55.86012865,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.65624626,252.9804688,6.741149749,3948.0,0.132534322,114.1631041,55.61950141,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.657662873,253.6875,5.787726235,3948.0,0.162917735,114.1631041,55.61950141,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.65285312,253.6875,6.54416412,3948.0,0.199300669,78.56813965,39.74619141,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.649949594,254.3164063,5.16397918,3948.0,0.128178679,114.4065468,56.41201823,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.646727763,254.3164063,2.535548521,3948.0,0.128178679,114.4065468,56.41201823,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.571850756,254.3164063,0.063482521,3948.0,0.182485313,113.394866,57.79969486,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.54909769,254.3398438,0.051224646,3948.0,0.126775173,113.1432883,56.87285506,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.652414246,254.4609375,0.043038553,3948.0,0.126775173,113.1432883,56.87285506,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.62853102,254.5234375,0.0332003,3948.0,0.0,110.6425512,54.7158363,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.636413269,254.3789063,2.341191622,3948.0,0.0,110.6425512,54.7158363,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.595104972,254.3789063,3.378932041,3948.0,0.0,110.6425512,54.7158363,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.561426425,254.3789063,3.376377156,3948.0,0.0,77.43530273,39.36767578,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.558657999,254.515625,2.317210716,3948.0,0.069021906,104.292477,51.52641321,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.508660177,254.515625,3.082419043,3948.0,0.140249192,104.292477,51.52641321,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.533676338,254.6757813,2.504767344,3948.0,0.140249192,104.292477,51.52641321,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.524414418,254.6757813,2.777448931,3948.0,0.196355283,102.9665103,48.18803758,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.591529078,253.7578125,4.39211168,3948.0,0.172784881,83.1098478,38.89517531,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.550692055,253.7578125,3.908013557,3948.0,0.129899139,71.5988481,33.72855014,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.541637854,252.8125,5.992475493,3948.0,0.080175179,63.43115117,29.8809383,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.564962438,252.8125,4.297431823,3948.0,0.080175179,101.8193131,55.80819097,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.579599695,252.9101563,3.686112426,3948.0,0.0,104.1884585,61.80540555,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.57625077,252.9101563,4.265274634,3948.0,0.0,104.1884585,61.80540555,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.626319776,252.9101563,4.688531981,3948.0,0.0,105.4580235,57.46868704,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.573460425,253.2070313,3.658028094,3948.0,0.050198263,105.4580235,57.46868704,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.635957521,253.5,2.667598957,3948.0,0.075400262,69.29361225,32.2378525,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.63538701,253.5390625,2.668483705,3948.0,0.148568905,74.50761749,37.17038176,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.640289248,253.5390625,0.021011425,3948.0,0.148568905,83.37356117,41.5934263,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.627873197,253.1914063,3.860729776,3948.0,0.124257264,106.3913241,53.07653455,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.627953627,253.1914063,4.374991244,3948.0,0.151090832,86.93057777,43.36795178,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.623904855,253.1523438,5.981088112,3948.0,0.150393221,78.06463409,38.94490723,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.613513449,253.2929688,6.258405477,3948.0,0.129972646,69.19869041,34.52186268,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.613513449,253.2929688,6.258405477,3948.0,0.129972646,98.71466037,53.11655364,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.58817815,253.8789063,7.894244599,3948.0,0.06307415,98.71466037,53.11655364,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.592822632,252.0820313,9.399948346,3948.0,0.06307415,98.71466037,53.11655364,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.591491113,252.0820313,10.04156547,3948.0,0.0,97.04980677,50.16230431,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.542086969,252.0859375,8.265981052,3948.0,0.063459083,97.04980677,50.16230431,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.59233552,250.1679688,7.688290803,3948.0,0.125447522,97.04980677,50.16230431,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.604007224,250.9023438,4.854898323,3948.0,0.157053672,71.10269556,35.02227406,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.6064332,251.7539063,4.350519561,3948.0,0.110668007,82.26771888,39.71353537,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.614620583,251.7539063,5.078948156,3948.0,0.125534526,101.3112857,48.90653809,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.610607595,252.6171875,3.978149904,3948.0,0.125534526,101.3112857,48.90653809,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.609959916,253.515625,3.686497548,3948.0,0.114835679,99.46115315,48.44041566,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.609538489,253.515625,1.254080595,3948.0,0.126502019,99.46115315,48.44041566,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.556231305,253.5585938,1.00037366,3948.0,0.114221051,100.0158678,48.44727107,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.578215635,253.6445313,0.07255235,3948.0,0.0,96.88853019,49.91014884,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.541090232,253.6445313,0.072182165,3948.0,0.0,96.88853019,49.91014884,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.569602842,253.6445313,0.069129277,3948.0,0.0,78.09259616,42.58095546,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.583184776,251.875,3.53328603,3948.0,0.117552958,72.64055895,39.60816463,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.583770261,251.875,3.793901148,3948.0,0.13113341,64.9573047,35.41877507,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.578858527,252.1445313,4.441413526,3948.0,0.11739726,91.43811312,51.40224017,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.566177338,252.1445313,4.751992241,3948.0,0.135450875,89.51482485,53.23224902,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.555126287,252.3125,3.570696147,3948.0,0.135450875,89.51482485,53.23224902,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.545724239,253.1171875,4.358244115,3948.0,0.101031942,89.45009731,50.62376402,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.543633605,253.1171875,4.600296378,3948.0,0.128094511,90.05828878,49.60309988,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.539952189,253.875,3.693789354,3948.0,0.128094511,90.05828878,49.60309988,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.493757263,253.484375,3.603226095,3948.0,0.058775843,87.96652168,49.33340807,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.514894228,253.296875,2.959460279,3948.0,0.0,67.59799913,36.70448733,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.515882459,252.875,5.649395575,3948.0,0.0,85.83554996,46.60714661,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.499525113,252.875,5.449638269,3948.0,0.0,85.6994375,46.9669961,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.470789351,252.9296875,6.372804512,3948.0,0.102119691,85.6994375,46.9669961,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.519198147,252.9492188,5.451859626,3948.0,0.102119691,85.6994375,46.9669961,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.520026097,252.9492188,5.975832083,3948.0,0.125456185,67.36616505,38.83877231,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.520005185,252.90625,7.544032853,3948.0,0.126805766,60.41700859,34.83235893,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.517051342,254.2890625,6.998177787,3948.0,0.101832353,85.81396044,48.93777664,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.518755023,254.2890625,5.31312347,3948.0,0.151827203,87.27261263,49.08878219,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.517132099,254.2851563,6.103140619,3948.0,0.121874995,87.27261263,49.08878219,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.51631085,254.5664063,3.256798365,3948.0,0.101983699,87.10076246,43.88399263,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.515145124,254.5664063,3.263585933,3948.0,0.058817167,87.71842192,42.47818502,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.461459331,254.5664063,4.222898543,3948.0,0.0,87.71842192,42.47818502,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.514420108,254.921875,3.007486805,3948.0,0.0,87.6943092,44.44027332,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.514420108,254.921875,3.007486805,3948.0,0.0,61.25435941,27.2069682,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.512857669,254.921875,1.949078607,3948.0,0.0,67.39697365,33.98461258,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.511093046,256.453125,1.43617538,3948.0,0.100683956,74.59015302,37.61174004,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.4992558,257.2109375,1.448152454,3948.0,0.100683956,75.04907786,37.84315077,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.498628944,257.2109375,0.060584115,3948.0,0.121689089,25.38922906,48.6307485,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.487639185,257.2109375,0.084820507,3948.0,0.130528854,23.85254596,45.37211344,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.486293386,252.6171875,3.862353548,3948.0,0.103416027,23.85254596,45.37211344,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.452435991,252.6171875,3.862196459,3948.0,0.129238842,23.85254596,45.37211344,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.468174465,252.6328125,5.569679473,3948.0,0.129296529,23.91132013,46.72374682,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.463355645,252.7617188,3.541646465,3948.0,0.105492182,23.15915634,45.75320148,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.461676299,252.7460938,4.863021415,3948.0,0.092456139,23.15915634,45.75320148,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.460090095,252.7460938,7.04547476,3948.0,0.0,23.15915634,45.75320148,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.460090095,252.7460938,7.04547476,3948.0,0.0,18.67322776,36.89080636,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.424582514,252.9453125,5.339333644,3948.0,0.040875904,12.51074219,26.19798177,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.408447755,252.9453125,4.438519761,3948.0,0.059673847,23.7220534,57.56561432,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.483379605,253.1835938,1.41607092,3948.0,0.106566871,23.7220534,57.56561432,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.484693752,253.2148438,1.414164462,3948.0,0.087003501,23.7220534,57.56561432,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.470250317,253.2148438,1.76360243,3948.0,0.098703539,24.07762632,53.53467425,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.470206831,253.2148438,1.599638175,3948.0,0.115413803,24.07762632,53.53467425,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.496158293,253.71875,1.337288072,3948.0,0.087611614,23.45295135,54.12587636,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.501560612,253.6054688,2.295956629,3948.0,0.099253098,14.06626063,26.61438645,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.498913185,253.6054688,4.341365252,3948.0,0.055578567,12.63327637,23.90307617,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.488861823,253.6054688,4.341274733,3948.0,0.049213861,12.63327637,23.90307617,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.487938284,253.0078125,5.391300317,3948.0,0.049213861,12.63327637,23.90307617,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.478868788,253.0234375,3.842513366,3948.0,0.049213861,22.64111554,49.08875308,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.474215234,253.0234375,4.393941459,3948.0,0.0,22.64111554,49.08875308,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.459595985,252.96875,5.417759381,3948.0,0.085471828,21.74663948,54.27084205,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.378475582,252.96875,4.158144981,3948.0,0.105974852,21.90229774,53.0145289,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.396040796,252.96875,5.005828946,3948.0,0.125734235,21.90229774,53.0145289,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.451782686,253.2734375,5.196137472,3948.0,0.107353701,22.13728804,52.09707317,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.424970133,253.2734375,5.196137472,3948.0,0.094761327,21.94027848,50.43636351,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.391242815,253.2734375,4.472076252,3948.0,0.150551909,16.99913709,37.38862,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.412127424,253.2890625,6.46564702,3948.0,0.092095601,21.85002464,48.05786694,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.446409829,253.2890625,7.427904735,3948.0,0.092095601,18.0785283,39.76267862,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.450747944,253.2890625,7.427904735,3948.0,0.045860495,16.25769292,35.75785638,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.458536191,253.6796875,6.26119417,3948.0,0.0,22.13482623,44.34305028,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.465770154,254.7304688,5.538578659,3948.0,0.0,22.08273295,42.4298836,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.462524237,256.1757813,4.87370165,3948.0,0.0,22.08273295,42.4298836,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.410741576,256.1757813,6.296116143,3948.0,0.0,21.9317195,44.0600524,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.421896003,256.1757813,6.588457601,3948.0,0.037707477,22.1217146,43.10715701,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.416708291,256.2265625,4.58309941,3948.0,0.095903571,21.5313677,44.87241777,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.44337793,256.125,4.773060727,3948.0,0.116107396,21.5313677,44.87241777,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.437985866,254.90625,5.854631245,3948.0,0.099095148,15.07728497,36.31544261,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.437985866,254.90625,5.854631245,3948.0,0.099095148,22.22059222,41.08305442,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.416348938,253.3984375,9.051221605,3948.0,0.11730727,27.39056052,50.64166955,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.438175894,253.3359375,9.958625132,3948.0,0.107307108,27.39056052,50.64166955,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.446515581,253.3359375,9.513713417,3948.0,0.093224095,26.42297267,50.15475033,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.4575526,253.2226563,11.71445104,3948.0,0.093224095,28.13909133,50.61997161,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.434690486,253.2226563,13.65616513,3948.0,0.0,28.13909133,50.61997161,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.485217181,255.4179688,11.97005007,3948.0,0.09485053,23.85733776,42.91743987,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.481707275,256.1601563,9.638276496,3948.0,0.09485053,29.0891877,50.07424878,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.490766568,256.1601563,9.012337011,3948.0,0.114706518,29.0891877,50.07424878,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.482845334,254.6679688,8.745159718,3948.0,0.104707455,24.49917139,49.12886541,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.454967609,254.5546875,7.347648412,3948.0,0.091649522,24.49917139,49.12886541,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.510932271,254.453125,8.412599243,3948.0,0.107161509,24.92636997,55.08381571,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.511980922,254.4570313,7.751222488,3948.0,0.084695147,25.25365717,57.86182734,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.510397423,254.4570313,6.689369106,3948.0,0.094371349,25.25365717,57.86182734,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.46626824,254.4570313,6.638775571,3948.0,0.05169265,24.92452364,56.48989694,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.417884708,254.3554688,7.273367,3948.0,0.0,25.00713844,60.39661661,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.516471565,254.1289063,8.955670697,3948.0,0.0,25.00713844,60.39661661,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.516471565,254.1289063,8.955670697,3948.0,0.0,20.24411214,48.89307437,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.482488241,254.1289063,6.618756343,3948.0,0.0,25.13635543,55.68120097,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.511148132,254.21875,5.634796924,3948.0,0.052038753,24.81508393,49.88220067,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.512316516,254.21875,5.634796924,3948.0,0.101186969,24.81508393,49.88220067,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.51083025,254.4101563,5.18095286,3948.0,0.104187357,20.08305421,40.37008069,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.510849023,254.375,6.820906926,3948.0,0.113789094,24.49791225,48.48343351,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.440437168,254.375,5.540182838,3948.0,0.113789094,24.65391996,46.92239713,0.6839777777777778,0.1485141526081089,0.2251629466775551
