,timestamp,emailservice-8848674-j9hwb&cpu_usage,emailservice-8848674-j9hwb&mem_usage,emailservice-8848674-j9hwb&mem_usage_rate,emailservice-8848674-j9hwb&fs_usage,emailservice-8848674-j9hwb&net_receive,emailservice-8848674-j9hwb&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
34,1658540616,0.049322331,171.4882813,7.002534636,0.001370694,2.175117081,17.2702577,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.051083512,171.3632813,8.347827645,0.005593279,2.126521474,17.62722334,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.055975587,171.34375,9.938570149,0.006385979,2.126521474,17.62722334,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.055975587,171.34375,10.03776321,0.006385979,1.811991227,15.02001011,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.054979079,171.34375,9.27015607,0.007325752,2.135060422,15.32940716,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.055634914,171.515625,6.418317257,0.005024365,2.135060422,15.32940716,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.056085548,171.515625,5.806765256,0.005528569,2.225441765,21.29024466,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.056224901,172.7539063,4.979285021,0.00649087,2.225441765,21.29024466,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.054361621,172.7070313,4.610986098,0.005094366,2.225441765,21.29024466,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.053694821,172.7070313,3.698316315,0.003779671,1.726758457,14.47424118,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.04866205,172.8320313,2.898576653,0.0,1.552282896,13.01173127,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.055239378,172.515625,2.73829688,0.0,2.143957806,13.84926159,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.053563986,172.515625,2.742646983,0.0,2.23424291,13.8329399,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.052174658,172.515625,3.039905953,0.0,2.23424291,13.8329399,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.056382914,172.3945313,3.694846432,0.005411843,2.23424291,13.8329399,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.056382914,172.3945313,3.694846432,0.005411843,2.19664168,13.84702517,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.05613808,172.3945313,4.178641125,0.006149655,2.166414918,11.50346405,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.056727277,171.7070313,5.042190504,0.00595647,2.166414918,11.50346405,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.054217999,171.7070313,4.679719971,0.005415639,1.669138146,15.66515671,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.054205031,171.7070313,4.674680088,0.006443705,2.221013806,20.84460738,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.057585873,171.0,4.495780029,0.005496845,2.221013806,20.84460738,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.057585873,171.0,4.495780029,0.005496845,2.221013806,20.84460738,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.058480672,171.1679688,3.920749644,0.003188832,2.163721264,18.66659369,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.057729265,171.1679688,4.58694139,0.001504365,2.185977089,21.13391664,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.056988946,171.1679688,3.756383886,0.001504365,2.185977089,21.13391664,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.056577382,171.0,4.137311379,0.004774621,2.13639522,19.29689017,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.051315582,171.0,1.839604624,0.007569284,2.13639522,19.29689017,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.050531766,171.546875,1.84987612,0.006900414,2.039339581,14.78916083,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.04769177,171.546875,1.549478905,0.006156336,2.039339581,14.78916083,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.056760909,172.1171875,0.801413693,0.00540474,2.130388947,14.91013765,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.056452668,171.9921875,2.510869201,0.00540474,2.174413565,15.24837078,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.056452668,171.9921875,2.510869201,0.00540474,2.174413565,15.24837078,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.056434356,171.8671875,4.690021113,0.00509882,2.154981566,15.0392301,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.056242335,171.84375,4.976849879,0.003262123,2.154981566,15.0392301,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.051402582,172.4140625,3.854137936,0.0,2.215578701,14.89351763,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.052662614,172.9882813,3.647460807,0.0,2.19033911,14.70514358,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.053047827,172.9882813,4.513495422,0.0,2.19033911,14.70514358,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.051823437,173.0195313,4.368489167,0.004524994,2.129829877,14.48842095,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.055419719,173.0898438,3.727597228,0.006209206,2.129829877,14.48842095,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.055641248,173.0898438,2.124848264,0.006209206,2.063389125,18.56648456,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.055314331,173.0898438,1.817173968,0.005775794,2.063389125,18.56648456,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.054149609,173.0585938,0.981830605,0.006353106,2.037730117,20.42336874,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.03945589,173.0585938,0.967011113,0.006353106,2.037730117,20.42336874,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.03945589,173.0585938,0.967011113,0.006353106,2.003098113,18.60832165,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.056166006,170.0820313,3.512034123,0.004756946,1.935208674,20.69755649,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.055962681,170.0820313,3.890563551,0.001470481,1.935208674,20.69755649,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.05650383,170.0820313,4.387701579,0.0,1.957677251,19.30767545,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.055529102,169.9570313,5.086853141,0.004393956,1.626999765,12.71891262,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.054311649,169.9257813,5.884824937,0.004393956,1.967549852,15.38112984,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.055558071,169.9257813,5.575207153,0.006162047,1.611062612,12.59432547,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.044192013,170.1367188,5.749188237,0.004731087,1.990953145,13.64500361,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.047593556,170.5195313,3.728404767,0.004731087,2.018377003,13.15834683,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.046736844,170.5195313,2.930949771,0.005158116,2.018377003,13.15834683,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.053124914,171.3710938,3.472160319,0.004918149,1.97675076,14.36828484,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.053690151,172.046875,2.574425708,0.004918149,1.97675076,14.36828484,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.054129257,172.046875,2.393546526,0.004137151,2.019867016,15.650789,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.055982643,172.046875,0.057914703,0.0,2.019867016,15.650789,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.055643289,172.046875,0.057914703,0.0,2.019867016,15.650789,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.054685912,172.2265625,0.049881222,0.0,1.545959977,15.83565872,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.053193183,172.2265625,0.048323266,0.0,1.709374359,17.50955354,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.051741044,172.2265625,0.041746769,0.001372058,1.698752424,17.40075038,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.053793569,172.2265625,0.041746769,0.004432881,1.535338042,15.72685556,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.053116905,171.78125,1.57517521,0.006242007,1.896401372,17.66302537,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.050866574,171.78125,2.280276673,0.005859755,1.896401372,17.66302537,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.050305613,171.8320313,3.452112654,0.004484376,1.91303753,18.72278553,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.053382617,171.2539063,4.454895317,0.005180528,1.834614549,17.76908053,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.053390009,171.140625,6.941696554,0.004395936,1.869982194,14.24332681,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.0534683,171.0585938,7.359178094,0.005169448,1.877388271,12.32953392,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.054143509,171.0585938,8.055328838,0.00380752,1.877388271,12.32953392,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.049709575,171.5546875,7.096515131,0.0,1.868634683,17.52241899,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.049887969,171.9140625,6.235607211,0.0,1.643937879,16.90130382,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.05418371,172.578125,6.195334535,0.001066953,1.930694241,19.84944223,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.049943989,172.578125,4.697249608,0.002096964,1.56577694,16.09773224,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.051842452,172.21875,4.855430395,0.005741789,1.932193518,17.4449418,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.052053461,172.21875,3.734786476,0.005741789,1.921448593,16.18125882,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.051548799,172.21875,2.930846995,0.004197303,1.832130765,17.20069876,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.051664433,172.21875,0.875328369,0.004955565,1.791702473,21.04097388,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.047653905,172.21875,0.861229976,0.003628658,1.791702473,21.04097388,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.038645824,171.53125,1.933223818,0.00390625,1.764470881,15.98823285,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.052671291,170.84375,4.078431638,0.003550491,1.363965399,12.35917046,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.052671291,170.84375,4.078431638,0.003550491,1.807552549,13.61055625,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.049230049,170.84375,3.832232645,0.00272004,1.737276642,14.01299812,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.054476852,170.84375,3.145751412,0.0,1.737276642,14.01299812,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.051500959,170.84375,3.300976252,0.0,1.737276642,14.01299812,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.049226085,170.84375,3.116287769,0.0,1.818083658,17.87157447,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.047004738,171.0039063,3.234349943,0.004068268,1.908364219,16.97466526,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.054600699,171.0039063,2.563847619,0.004068268,1.908364219,16.97466526,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.050284756,170.84375,0.728171837,0.004742461,1.981770678,15.03724756,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.052628858,171.15625,0.862630784,0.004672626,1.981770678,15.03724756,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.052628858,171.15625,0.862630784,0.004672626,1.643145668,13.56691417,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.050276812,171.46875,0.649685244,0.004151696,1.994552592,16.46836574,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.05081294,171.46875,0.843626327,0.004560788,1.965060138,19.75988369,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.05081294,171.46875,0.843626327,0.004560788,1.965060138,19.75988369,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.033714036,171.46875,0.921797535,0.00117134,1.462513934,19.96517921,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.038753263,171.46875,1.048081539,0.0,1.763933405,24.07993914,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.049620717,171.46875,0.715868082,0.002729364,1.354061429,18.48466428,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.049620717,171.46875,0.715868082,0.002729364,1.207066978,16.47800269,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.050087405,171.8125,0.014765753,0.004748214,1.83895347,19.7296362,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.049981549,171.8164063,0.007816547,0.003948663,1.83895347,19.7296362,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.049378954,171.8164063,0.007846668,0.005033032,1.786243046,16.40021439,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.04917553,171.8164063,0.007696746,0.00500918,1.72148038,12.01825835,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.049412702,172.15625,0.664631015,0.003737546,1.72148038,12.01825835,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.04506822,172.15625,0.895088241,0.001207683,1.72148038,12.01825835,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.046559799,172.1601563,0.994843019,0.001259935,1.023941285,5.994260952,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.050489539,172.5703125,0.851115546,0.001259935,1.158486287,6.781901674,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.050489539,172.5703125,0.851115546,0.001259935,1.293031289,7.569542397,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.051617381,171.2734375,3.421805466,0.0,1.279200063,7.48857293,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.043134614,171.0625,4.807329245,0.0,1.833780603,15.99892348,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.045165523,171.1875,4.902930243,0.000939357,1.833780603,15.99892348,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.043160457,171.1875,4.947479626,0.001360622,1.927101166,21.10981568,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.05084737,171.1875,3.929361985,0.004334127,1.579652855,17.30380387,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.049230126,171.1875,3.741178039,0.004124451,1.771792374,18.03871699,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.050329372,171.0625,4.890943988,0.004191163,1.815036747,18.78482634,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.045016331,171.0625,5.661050716,0.005419993,1.815036747,18.78482634,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.04430604,170.9375,5.433648291,0.003699517,1.815036747,18.78482634,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.041644997,170.9375,4.991582216,0.004063755,1.127035837,9.49213144,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.049905556,170.7539063,4.091872731,0.00511916,1.734426585,16.4581933,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.047297755,170.6445313,4.464768937,0.003833689,1.734426585,16.4581933,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.049621869,170.6445313,5.670602716,0.002700671,1.675201055,13.08422605,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.04794245,170.59375,6.902780037,0.0,1.768814634,13.33354512,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.043913229,170.59375,5.576955092,0.00091396,1.768814634,13.33354512,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.048336703,170.59375,5.550877079,0.003579888,1.71911575,14.2439244,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.038480962,170.7226563,4.113508961,0.004878351,1.71911575,14.2439244,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.040385871,170.7226563,4.347608059,0.004878351,1.204268705,9.805443271,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.040038012,170.7226563,3.048209566,0.003659481,1.335729041,10.87582471,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.042919467,171.5039063,3.091515466,0.003301776,1.577524038,12.8445773,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.048360837,172.15625,1.803123911,0.003834876,6.912524041,14.47160445,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.048360837,172.15625,1.803123911,0.003834876,6.912524041,14.47160445,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.049364936,172.15625,0.045243755,0.003834876,8.580572995,18.71339721,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.05054383,171.7421875,1.788048735,0.000865875,6.729865647,18.1675377,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.050929089,171.7421875,1.793036593,0.0,8.656733972,18.77941341,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.051479313,171.7421875,2.491659906,0.0,8.656733972,18.77941341,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.047005423,171.7421875,2.472240801,0.002240601,6.83205072,18.52433793,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.045998057,171.78125,1.65298899,0.003271234,8.286270698,17.8719928,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.051309496,171.40625,3.60045023,0.00441475,8.286270698,17.8719928,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.048608147,171.40625,2.906959771,0.003837032,1.355469257,14.02339718,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.047838159,171.40625,2.906959771,0.004592618,1.67475982,15.66421329,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.051623219,171.40625,3.546165646,0.004175704,1.67475982,15.66421329,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.049963638,171.53125,1.094312571,0.004458619,1.720686808,16.20676298,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.044362083,171.53125,1.094019234,0.004458619,1.720686808,16.20676298,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.05138535,170.734375,3.21442393,0.004183977,1.720686808,16.20676298,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.049736642,170.734375,3.457477025,0.002208055,1.749444856,17.1882198,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.050039594,170.734375,3.586914821,0.0,1.749444856,17.1882198,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.051288621,170.5507813,4.818324837,0.0,1.749444856,17.1882198,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.047301932,170.6367188,4.277718189,0.004040566,1.098193359,12.35383301,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.04852451,170.6367188,5.384065646,0.004379237,1.762532293,15.82085072,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.051311616,170.8046875,4.752988971,0.005681958,1.762532293,15.82085072,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.042020282,170.7226563,4.171071791,0.004078565,1.762532293,15.82085072,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.046167628,171.1210938,3.455991721,0.00375465,1.715519559,15.79440771,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.047751022,171.1210938,4.088822106,0.004685316,1.715519559,15.79440771,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.049794808,171.1210938,3.352537091,0.005582548,1.730274485,13.87002166,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.046108672,171.03125,4.016789421,0.004565602,1.730864099,14.48952559,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.050546761,171.03125,2.812137618,0.002573723,1.730864099,14.48952559,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.050468924,171.03125,3.053270339,0.0,1.42839777,14.12846036,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.048686937,171.0,4.04107269,0.0,1.413340024,13.97952232,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.050902242,170.875,5.773861076,0.002565541,1.2688319,12.55017446,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.05085379,170.875,5.59974355,0.003635506,1.124323777,11.1208266,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.051022409,171.7109375,4.126816342,0.003956185,1.934643918,16.30252626,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.050888837,171.7109375,4.848445889,0.003956185,1.934643918,16.30252626,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.046186241,171.7109375,4.662721628,0.004837431,1.934643918,16.30252626,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.04158179,171.7109375,3.503502896,0.004697061,2.025616144,20.83045262,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.049367071,171.796875,2.824713425,0.004428977,2.025616144,20.83045262,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.046663083,171.796875,1.770261142,0.004436965,2.025616144,20.83045262,0.7359777777777777,0.1568405727454515,0.2249913487566224
197,1658541431,0.04658967,171.65625,1.852241087,0.003799336,1.388179772,19.74212886,0.7359777777777777,0.1568405727454515,0.2249913487566224
198,1658541436,0.046464833,171.65625,1.852400572,0.001340861,1.436462962,16.21932286,0.7359777777777777,0.1568405727454515,0.2249913487566224
