,timestamp,productcatalogservice-5ff5f57dc8-sv4x2&cpu_usage,productcatalogservice-5ff5f57dc8-sv4x2&mem_usage,productcatalogservice-5ff5f57dc8-sv4x2&mem_usage_rate,productcatalogservice-5ff5f57dc8-sv4x2&fs_usage,productcatalogservice-5ff5f57dc8-sv4x2&net_receive,productcatalogservice-5ff5f57dc8-sv4x2&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
50,1658540696,0.308619924,122.7890625,6.524552373,0.0,22.29580573,42.50409541,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.274246514,122.9101563,4.864360049,0.0,33.60330015,67.06162127,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.273177358,122.9101563,3.956060846,0.0,33.60330015,67.06162127,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.263556092,122.9101563,3.672263177,0.0,33.60330015,67.06162127,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.301987349,123.1445313,2.618202883,0.048052877,33.5090279,65.40319101,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.238242841,123.1445313,1.095784532,0.048052877,33.1818548,63.61410254,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.298265158,123.2109375,0.012198471,0.074719942,33.1818548,63.61410254,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.298313156,123.2109375,0.012198471,0.074719942,21.45899593,41.7926845,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.296220671,123.3632813,0.014175324,0.074719942,24.04237843,46.82397721,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.296220671,123.3632813,0.014175324,0.074719942,31.00059004,60.37551257,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.281087656,123.5859375,0.013692753,0.0,30.45723563,58.42668883,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.28004304,123.6796875,0.013696345,0.0,30.45723563,58.42668883,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.28004304,123.6796875,0.013696345,0.0,30.45723563,58.42668883,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.241243818,124.671875,0.03219933,0.0,28.93182295,56.76387002,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.2545075,125.65625,0.049261255,0.0,29.55491916,56.28115319,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.280939019,125.65625,0.054770661,0.0,29.55491916,56.28115319,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.259397818,125.65625,0.069320724,0.0,30.31402615,58.71545404,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.269036856,125.6640625,1.20447463,0.044060104,30.31402615,58.71545404,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.289716786,125.6640625,1.478468302,0.054193081,30.31402615,58.71545404,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.289716786,125.6640625,1.478468302,0.054193081,30.77837023,60.84069418,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.262524523,125.703125,1.031940104,0.037376533,23.66523239,46.77990275,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.25059238,125.703125,1.028822528,0.037376533,31.2123826,57.10451968,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.294130478,123.828125,2.6845881,0.056544963,31.5893945,57.9823986,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.294752269,122.0585938,3.714193627,0.038836775,31.5893945,57.9823986,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.29346014,122.0585938,3.714193627,0.038836775,30.92570483,59.29192851,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.289543316,122.390625,2.688359844,0.0,30.92570483,59.29192851,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.279096893,122.390625,2.972767695,0.0,30.83729642,56.04013511,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.279229825,122.6992188,2.468736897,0.0,30.19945847,55.48513107,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.275462954,122.6992188,2.468736897,0.0,21.12477164,42.31349314,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.209442457,122.6992188,1.604448215,0.0,23.5338689,47.13898059,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.273449096,123.03125,1.086480686,0.041307358,29.24700758,59.44777584,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.273449096,123.03125,1.086480686,0.041307358,29.24700758,59.44777584,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.273684729,123.03125,0.026021825,0.062371297,29.24700758,59.44777584,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.275062168,123.03125,0.021642726,0.042665352,23.59513173,46.59794048,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.276611276,123.2070313,0.018087609,0.042665352,29.29671872,62.85998667,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.277123381,123.2070313,0.012876819,0.065220632,29.29671872,62.85998667,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.260704207,123.3945313,0.015607952,0.04356509,29.53711215,67.50045937,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.230849717,123.3945313,0.01407845,0.04356509,24.02967145,54.91443622,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.258774892,123.671875,0.019533337,0.04356509,28.86145836,61.41746318,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.275701198,123.8007813,0.019240159,0.0,28.48489138,60.87454492,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.275701198,123.8007813,0.019240159,0.0,28.48489138,60.87454492,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.273597783,123.6523438,1.197025518,0.0,28.48489138,60.87454492,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.268554185,123.6445313,2.993048255,0.043357918,28.19078943,57.06358224,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.268554185,123.6445313,2.993048255,0.043357918,28.19078943,57.06358224,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.269049171,121.6914063,3.628399042,0.034256835,28.19078943,57.06358224,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.266830729,119.8828125,4.796600794,0.046695402,28.19078943,57.06358224,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.253241279,119.8828125,6.004043304,0.046695402,27.36268186,57.75287764,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.260687821,120.1953125,5.357783203,0.034266568,27.36268186,57.75287764,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.256747401,120.3632813,5.087094776,0.04982153,27.36268186,57.75287764,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.256747401,120.3632813,5.087094776,0.04982153,27.02491857,56.49010489,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.251640778,120.21875,4.527794963,0.034661724,20.76070735,42.2213927,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.247027819,120.0898438,4.630741639,0.0,25.8629233,52.59785338,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.247027819,120.0898438,4.630741639,0.0,25.24846809,52.53679677,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.242506064,120.2226563,3.635006115,0.031140476,25.24846809,52.53679677,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.239469842,120.2226563,2.984168277,0.039655068,25.07613931,52.85229521,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.242183871,122.234375,2.139868696,0.030952182,25.19060813,51.87852949,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.243201355,122.234375,2.473573539,0.042431923,25.19060813,51.87852949,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.243463344,122.234375,2.992640834,0.042431923,25.19060813,51.87852949,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.229010882,122.234375,2.773987927,0.035035096,24.69970512,51.17967526,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.243220984,124.9375,1.197002223,0.039868961,25.19955887,51.71543048,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.244683152,124.9375,0.121468104,0.039868961,25.19955887,51.71543048,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.244683152,124.9375,0.121468104,0.039868961,25.78002926,51.41597601,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.232116343,124.9335938,1.300411229,0.0,20.94101035,41.76498308,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.243715878,124.6875,2.872386915,0.0,18.79267458,37.48031841,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.241130153,124.9765625,2.367120637,0.0,26.09745397,55.96216406,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.239725998,124.9765625,2.67165377,0.0,26.09745397,55.96216406,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.240000621,124.9765625,2.67165377,0.0,26.09745397,55.96216406,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.22012411,124.9765625,4.214109541,0.0,26.03125495,57.9596918,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.215893527,123.3515625,4.362166202,0.0,25.75085354,53.88532522,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.236877459,122.03125,4.562923771,0.033821018,25.75085354,53.88532522,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.236877459,122.03125,4.562923771,0.033821018,25.75085354,53.88532522,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.233727078,122.03125,3.485075902,0.055863975,24.74993283,53.33632699,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.207005898,122.2695313,2.63775967,0.039630599,24.22406434,55.34400944,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.227014885,123.265625,2.317286168,0.039630599,24.22406434,55.34400944,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.22765071,123.265625,2.68468321,0.039630599,24.37391508,57.600225,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.196427324,123.8242188,2.323950108,0.0,20.04741369,51.40914968,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.177604239,123.8242188,1.543667969,0.0,23.49834087,60.25863193,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.20225685,123.8398438,1.877975689,0.030689407,19.05539207,48.8652311,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.21637146,123.8398438,1.88198165,0.037451607,22.89112225,56.30817856,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.192521598,123.8398438,1.471408628,0.037451607,22.83799076,57.02080911,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.154311214,124.1054688,2.607882548,0.029043571,22.83799076,57.02080911,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.224027027,123.2226563,2.867831703,0.037968619,23.81850475,55.27681528,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.226223248,121.2226563,3.833676694,0.03002761,23.81850475,55.27681528,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.226223248,121.2226563,3.833676694,0.03002761,23.81850475,55.27681528,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.217709215,120.4882813,4.502473684,0.039013409,23.91722288,53.77589031,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.22812867,121.28125,3.720248403,0.029576353,23.91722288,53.77589031,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.227074445,122.0039063,3.195659071,0.029576353,25.26717663,57.03339803,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.185916864,122.0039063,2.813620579,0.0,23.76992093,55.84178519,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.183383771,122.0039063,2.833821253,0.0,23.76992093,55.84178519,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.202969204,124.1367188,2.442205888,0.034008361,23.76992093,55.84178519,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.211118951,124.1367188,2.580981201,0.034008361,18.24988472,45.01642446,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.225920066,124.1367188,2.800172183,0.034008361,22.76270927,52.69895313,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.220250404,124.1210938,2.421312406,0.044494914,22.76270927,52.69895313,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.214990958,124.109375,2.618905046,0.028399466,21.79360927,49.97038562,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.214626229,124.7304688,2.669855174,0.041998138,21.87259061,51.13739354,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.209534995,124.7304688,2.669855174,0.041998138,21.87259061,51.13739354,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.217655714,125.328125,2.585921765,0.030187874,22.43509571,50.30029618,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.214750486,126.90625,2.704819346,0.0,22.43509571,50.30029618,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.211855883,128.5039063,2.637932302,0.0,22.24181587,56.46206548,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.211855883,128.5039063,2.637932302,0.0,21.96324247,61.55916159,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.214968461,128.6445313,2.231575133,0.0,21.94414465,53.05664084,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.209715568,128.7578125,0.102955576,0.029930936,21.94414465,53.05664084,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.221942089,128.7578125,0.112216514,0.035603457,21.94414465,53.05664084,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.219032234,128.7460938,1.248255111,0.035603457,22.07422689,60.13384916,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.214611806,128.7460938,1.577155616,0.025589723,22.07422689,60.13384916,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.212201053,128.7460938,1.577299304,0.034647355,22.07422689,60.13384916,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.197242569,126.5117188,2.868422036,0.026259773,18.63463769,46.17802139,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.213652288,124.15625,3.698954346,0.026259773,16.78475208,41.59386694,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.215521508,124.15625,3.995819319,0.035152074,25.17366597,46.78735696,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.193136287,124.140625,5.558242166,0.029983841,25.17366597,46.78735696,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.177354069,124.140625,5.90758182,0.0,26.03788745,52.05351522,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.188798257,124.6835938,5.476767719,0.0,26.48824647,55.44538276,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.202615374,125.4804688,3.835353336,0.0,28.3043432,47.39450213,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.202829998,125.4804688,4.235307581,0.0,28.3043432,47.39450213,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.202829998,125.4804688,4.235307581,0.0,26.90840648,48.9127659,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.166034908,125.4804688,2.491771593,0.024819,18.74738051,42.6353995,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.175309482,125.515625,1.771595657,0.032182401,20.88177878,47.4894602,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.211059975,125.4140625,2.415857534,0.032182401,25.61277927,58.24872846,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.190470606,125.4140625,2.404084357,0.055952194,25.25175901,57.31518605,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.205151621,125.3789063,1.74635965,0.059491821,25.25175901,57.31518605,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.208517922,125.9804688,1.385294098,0.053281949,24.21844271,53.76448073,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.235285202,125.6875,2.887122057,0.030702445,24.70102403,54.75996841,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.235285202,125.6875,2.887122057,0.030702445,24.70102403,54.75996841,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.234057251,124.7695313,3.806308226,0.0,25.14114203,56.19722558,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.204730408,124.7695313,3.241681772,0.0,24.62268025,62.16226483,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.215392352,124.7617188,4.113735631,0.0,24.62268025,62.16226483,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.23884763,124.7617188,4.621340248,0.0,24.65100235,65.25758322,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.187904996,124.7617188,3.288716186,0.0,24.65100235,65.25758322,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.168608294,124.7617188,2.610542936,0.0,24.95320917,61.86954808,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.239304282,122.2734375,5.61384515,0.038565705,24.95320917,61.86954808,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.230854692,122.2734375,5.61384515,0.038565705,24.60466827,64.14323762,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.227581823,122.2734375,4.767621169,0.038565705,24.49362088,60.93020002,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.241907705,122.140625,4.852267269,0.027750437,24.49362088,60.93020002,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.243717297,122.140625,5.323336134,0.035113526,24.92167579,54.51050578,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.24633762,123.1210938,4.034116355,0.027666687,25.32967769,55.85792465,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.219379128,123.1210938,2.6669816,0.0,25.32967769,55.85792465,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.226392166,123.1210938,2.818550217,0.0,25.20170619,56.3198088,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.187106284,123.2382813,1.541004479,0.0,21.01055744,46.95358993,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.230265466,125.7851563,1.230490272,0.037931641,24.90486503,54.46767593,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.233592652,125.7851563,1.230885786,0.037931641,24.90486503,54.46767593,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.237352212,125.6679688,1.427838675,0.037931641,25.81544664,58.38279412,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.24993172,125.6171875,2.693966085,0.037926478,25.81544664,58.38279412,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.24993172,125.6171875,2.693966085,0.037926478,25.81544664,58.38279412,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.242504175,125.6171875,3.117556712,0.037926478,21.14190364,48.00821677,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.242862235,125.625,3.945801513,0.035120473,25.86164766,56.20348067,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.242862235,125.625,3.945801513,0.035120473,25.86164766,56.20348067,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.218247873,126.8085938,4.602515796,0.0,26.74742572,59.15262536,0.7359777777777777,0.1568405727454515,0.2249913487566224
197,1658541431,0.227433974,128.1132813,4.45450123,0.0,25.57491871,57.78878528,0.7359777777777777,0.1568405727454515,0.2249913487566224
