,timestamp,productcatalogservice-5ff5f57dc8-sckzn&cpu_usage,productcatalogservice-5ff5f57dc8-sckzn&mem_usage,productcatalogservice-5ff5f57dc8-sckzn&mem_usage_rate,productcatalogservice-5ff5f57dc8-sckzn&fs_usage,productcatalogservice-5ff5f57dc8-sckzn&net_receive,productcatalogservice-5ff5f57dc8-sckzn&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
36,1658540626,0.299085838,123.25,1.34127947,0.050889887,28.2168235,60.82567264,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.306214776,123.3085938,1.341743382,0.040651063,32.8176275,68.15009094,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.308442183,123.3085938,1.342768746,0.057115729,32.8176275,68.15009094,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.305983077,123.3085938,2.094712198,0.057115729,32.8176275,68.15009094,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.305703365,123.4101563,2.249558507,0.041126097,21.31782227,46.36008301,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.303966121,123.4101563,2.595255551,0.056020673,33.19037413,67.57512203,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.277878608,122.828125,3.223823875,0.042873198,33.19037413,67.57512203,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.307596506,122.828125,3.521153829,0.042873198,32.8925272,65.05207339,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.308627513,122.828125,4.226375239,0.0,32.8925272,65.05207339,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.298777124,122.8203125,4.227880763,0.0,33.59063294,65.63869667,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.300541434,122.8203125,4.791034255,0.0,33.32073327,67.97882948,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.308849621,122.8203125,5.295590782,0.0,33.32073327,67.97882948,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.235821512,122.8203125,5.684370967,0.0,33.32073327,67.97882948,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.306974754,121.96875,6.656801628,0.05127938,29.07724056,61.71401279,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.313508808,122.0234375,6.657954133,0.05127938,33.95727884,72.07148615,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.310929172,122.1679688,6.137158677,0.039963997,33.09823075,71.26020561,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.303483766,122.4804688,3.597304965,0.051180329,33.09823075,71.26020561,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.303684377,122.4257813,3.793182659,0.051180329,33.03465208,71.92397573,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.286351864,122.4257813,3.324560416,0.064385965,27.64706738,60.19397445,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.276835043,122.4257813,3.278779913,0.057878322,25.29575562,53.75646883,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.265971932,122.4335938,2.565379361,0.051370679,32.28364754,62.546866,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.288178599,122.6953125,0.211620014,0.0,32.28364754,62.546866,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.288178599,122.6953125,0.211620014,0.0,31.00208656,58.94231311,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.287480722,122.6953125,0.316379361,0.0,30.51468287,61.7805481,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.280916843,122.6757813,1.302109877,0.0,30.51468287,61.7805481,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.27929729,122.6757813,1.850947204,0.0,30.51747147,59.22745971,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.276863009,122.5898438,2.542392807,0.037831762,30.42180564,58.97781491,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.281912888,122.4804688,4.066036924,0.074769237,21.16294828,45.16026921,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.256685165,122.4804688,5.242154154,0.074769237,23.63791533,50.44167788,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.28317343,122.4804688,5.381686215,0.074769237,29.69960464,63.37690398,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.283388192,123.265625,3.550733282,0.044943651,30.54420573,63.14046704,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.28421993,123.265625,3.550733282,0.044943651,30.54420573,63.14046704,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.292214641,123.265625,3.014331464,0.044943651,31.07513021,60.49015472,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.270885988,123.2773438,1.947468515,0.0,31.07513021,60.49015472,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.280546399,123.3945313,1.214736764,0.0,31.12018823,67.59358023,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.298600983,123.3945313,1.216881156,0.0,31.60596356,72.61828721,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.295007378,123.3945313,0.026647888,0.0,31.60596356,72.61828721,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.269530495,122.7929688,1.308543618,0.0,31.26562146,69.85797535,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.243383118,122.7929688,1.299899318,0.0,30.8789296,73.53121614,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.294283542,122.4257813,3.126349505,0.04771889,30.8789296,73.53121614,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.278513225,122.6210938,2.476769704,0.04771889,30.10631353,67.83766516,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.286097252,122.5703125,3.170714302,0.037707216,30.10631353,67.83766516,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.250751564,122.5703125,4.300041414,0.051134075,29.51353596,60.18783267,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.252023055,122.5703125,4.332506352,0.051134075,29.65543146,60.59277213,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.276522344,122.6210938,3.848550343,0.051134075,29.65543146,60.59277213,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.245234901,122.7851563,2.481917797,0.0,29.65543146,60.59277213,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.239192515,122.7851563,1.348859889,0.0,29.04755045,61.95014821,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.271206782,122.7851563,1.731437647,0.0,29.04755045,61.95014821,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.275718566,122.9375,2.170886307,0.039829192,29.04755045,61.95014821,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.277092227,122.9375,2.627629396,0.039829192,29.65377061,64.46791142,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.277067748,122.9375,2.627629396,0.039829192,29.65377061,64.46791142,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.276584094,122.7304688,2.563112439,0.037319172,29.65377061,64.46791142,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.278287512,122.6992188,4.116827881,0.037319172,29.14843657,64.55317278,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.266109313,122.6992188,4.659684837,0.057859069,29.14843657,64.55317278,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.268809472,122.6992188,4.659684837,0.057859069,28.41583661,64.3767129,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.276404182,122.8945313,3.169360944,0.037815286,28.42302826,62.87456755,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.276399123,122.8945313,2.67440771,0.037815286,28.42302826,62.87456755,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.27415343,122.8945313,3.255419244,0.0,24.06246201,53.22856098,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.255819394,122.8710938,3.646797777,0.0,27.41585653,59.58615845,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.270286973,122.9921875,3.324436747,0.035883203,27.41585653,59.58615845,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.267109104,122.9921875,1.863838519,0.04977637,27.41585653,59.58615845,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.256070131,122.890625,2.532303363,0.04977637,26.57907667,58.23703806,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.251568486,122.6445313,3.522498891,0.036378539,26.57907667,58.23703806,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.257505833,122.6445313,4.039543327,0.055370909,26.57907667,58.23703806,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.251598082,122.6953125,4.958146296,0.040705153,26.54000384,56.6006873,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.251598082,122.6953125,4.958146296,0.040705153,26.54000384,56.6006873,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.248240704,122.6953125,4.958146296,0.040705153,21.26014577,49.66002057,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.194641778,122.6953125,4.753780659,0.0,25.68167398,59.98794513,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.212470232,122.6757813,5.007644643,0.0,25.68167398,59.98794513,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.229098393,122.4609375,5.783084654,0.0,21.86452117,51.07173688,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.232398983,122.4609375,5.104609365,0.0,25.45178359,57.65896546,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.238406652,122.7304688,3.340432821,0.03417333,25.45178359,57.65896546,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.238406652,122.7304688,3.340432821,0.03417333,25.45178359,57.65896546,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.232519624,122.59375,4.339066793,0.028295192,25.58092618,57.84181516,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.240118609,122.59375,3.924276197,0.035595649,25.58092618,57.84181516,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.241169342,122.7148438,3.298429533,0.035595649,25.58092618,57.84181516,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.19097646,122.7148438,1.286260032,0.041992188,25.8037335,54.85957044,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.239437008,122.5742188,2.160326581,0.035414778,25.74262614,55.59505168,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.23963416,122.5742188,2.160326581,0.035414778,21.55230519,47.80266732,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.211553875,122.6523438,1.766407172,0.028940171,25.96063783,57.58027844,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.202226734,122.6523438,2.55947004,0.0,20.82540733,46.19041953,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.244880863,122.5742188,3.847559144,0.0,25.98289303,55.671745,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.246856436,122.546875,4.09367169,0.031252288,25.83599537,54.65609184,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.246959463,122.6757813,3.882052237,0.038437993,25.02136905,54.55827969,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.246959463,122.6757813,3.882052237,0.038437993,25.02136905,54.55827969,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.223422095,125.9296875,2.383757101,0.037257979,24.33807625,55.08585464,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.228530421,125.9296875,2.504686884,0.041178619,24.33807625,55.08585464,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.190813828,126.09375,1.12022546,0.034542702,23.9516664,53.80960419,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.180002566,126.09375,1.113299841,0.034542702,23.9516664,53.80960419,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.206607413,125.9570313,2.745227269,0.043987715,23.88642512,58.94281304,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.221317431,127.2929688,2.639288416,0.03147936,22.88938327,61.85002625,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.193414005,127.2929688,1.500637681,0.0,22.88938327,61.85002625,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.213625312,128.7929688,1.230452411,0.0,22.97424678,58.79611466,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.214670498,129.2109375,1.474249086,0.0,22.97424678,58.79611466,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.220902993,129.7460938,1.187552796,0.0,23.50459168,60.49455962,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.223446969,129.7460938,1.459275766,0.0,23.50459168,60.49455962,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.213172737,129.7460938,1.463990878,0.0,23.69142377,58.59955418,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.223759902,129.6328125,1.588626313,0.03025896,23.63228557,53.20846499,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.230801141,129.6328125,1.588626313,0.03025896,23.95648275,56.08841523,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.232583065,127.8242188,2.409687267,0.043973011,23.95648275,56.08841523,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.234211141,127.8359375,2.409936216,0.043973011,23.95648275,56.08841523,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.219393577,124.625,4.038811228,0.026773331,20.0766613,47.9387297,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.214277633,124.625,4.246031699,0.036255755,23.66226573,55.1067562,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.229646362,123.4726563,4.941804158,0.036255755,23.66226573,55.1067562,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.226474163,123.4609375,6.17879118,0.036255755,19.41390048,48.17085165,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.20600506,123.71875,5.639820264,0.0,22.60423743,56.08689348,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.210026269,124.75,4.605845804,0.0,22.60423743,56.08689348,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.215623328,124.75,4.528368338,0.0,18.7048809,46.41159276,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.21367477,126.0195313,4.171201448,0.028106786,21.9379557,51.47041482,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.199499927,126.9960938,1.613915308,0.038797288,21.9379557,51.47041482,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.212878441,126.9960938,1.607879231,0.04804221,18.75926504,47.1598784,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.213161809,127.7304688,0.303502205,0.029266373,21.95257146,55.18769516,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.210300965,127.7109375,1.365433626,0.029266373,21.95257146,55.18769516,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.209676257,127.7109375,1.378745269,0.042866165,21.66577154,54.18795842,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.209676257,127.7109375,1.378745269,0.042866165,21.95689337,53.36854952,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.197506661,127.7109375,1.968098281,0.034628896,22.34386522,55.21615987,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.215929459,124.4492188,3.344323037,0.025046842,18.92878506,49.19948125,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.217900699,124.4492188,3.619416321,0.0,22.36747344,58.13728069,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.215507159,124.4492188,4.610908246,0.0,19.03577614,49.47757124,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.212263551,124.4726563,4.351065149,0.025655572,22.16400775,55.02250379,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.211059454,124.4570313,4.890348077,0.039355822,21.98914693,53.06480478,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.21279686,123.7460938,5.551956722,0.029130138,21.98914693,53.06480478,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.212812378,123.7460938,5.551956722,0.029130138,18.97126659,45.30083066,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.179957346,123.1132813,5.07307641,0.040037059,26.51626149,50.22446278,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.152395027,123.1132813,4.975494141,0.036425781,26.51626149,50.22446278,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.199273148,123.6914063,3.965851231,0.032413767,27.38975041,46.33541471,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.194844463,123.6914063,3.965851231,0.032413767,27.38975041,46.33541471,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.192334298,123.6914063,3.965851231,0.032413767,25.00179059,33.45928996,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.172431512,124.2890625,2.721889634,0.0,22.24671162,29.7722346,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.21235971,124.8945313,2.535400223,0.0,27.93497427,52.82412178,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.213511955,124.9765625,2.300377623,0.026173587,27.93497427,52.82412178,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.214730292,124.9765625,1.385864826,0.034144902,24.59269077,58.78749563,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.228194178,124.3867188,1.332200006,0.034144902,24.59269077,58.78749563,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.202251004,124.3867188,1.325666082,0.036425781,24.59269077,58.78749563,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.238256282,123.7304688,2.458268725,0.032062126,24.86494743,58.86833308,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.228648589,123.7304688,2.876351792,0.032062126,17.46816808,41.50340384,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.229424749,123.7421875,2.284302524,0.032062126,19.55521534,46.46211299,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.236711797,123.7617188,2.883657561,0.032948853,24.44705161,59.0325358,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.236068026,123.7617188,2.883657561,0.032948853,24.44705161,59.0325358,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.238298417,123.5546875,3.718154527,0.032948853,24.44705161,59.0325358,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.241279503,123.4648438,4.693423045,0.0,24.6571909,59.39992195,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.240095064,123.4648438,4.116352754,0.0,24.7472099,59.22777734,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.209392442,123.6289063,2.540304468,0.0,25.00930972,53.93667103,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.230277855,123.6757813,2.404144149,0.03586037,24.756675,51.96028895,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.219311634,123.6757813,2.838392907,0.03586037,21.44051838,45.00020825,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.23973975,123.6757813,3.179577775,0.03586037,24.50006472,53.35397762,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.242184502,123.6953125,2.710099701,0.0471531,24.95164655,51.71553488,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.245836112,123.7265625,2.236210798,0.032371585,25.4266462,54.46946129,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.23551814,123.7265625,1.04449026,0.032371585,25.4266462,54.46946129,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.245922229,123.703125,1.151272093,0.035658066,25.47133823,52.36515014,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.24745352,123.8359375,1.152354348,0.035658066,21.51662995,44.23487874,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.249845907,123.8359375,1.150734002,0.035658066,19.39401843,39.87111623,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.248017334,124.578125,1.175263864,0.0,17.38720488,40.93498212,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.246787392,124.578125,1.175263864,0.0,25.27414874,60.14941277,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.219600009,124.578125,1.178497787,0.0,25.78284388,61.26555323,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.22109886,124.6132813,1.212212295,0.038632054,25.79226835,62.32631488,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.236531607,124.6289063,1.208984429,0.038632054,25.79226835,62.32631488,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.24695226,124.6289063,1.208984429,0.038632054,25.44920859,62.43382036,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.227917014,124.5898438,1.850213849,0.029697164,25.44920859,62.43382036,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.244183231,124.5898438,1.150680445,0.036499058,17.7257586,40.53159188,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.243007679,124.59375,0.913816468,0.028913718,19.86995604,45.43449829,0.7359777777777777,0.1568405727454515,0.2249913487566224
