,timestamp,currencyservice-588fc9584d-l8vxn&cpu_usage,currencyservice-588fc9584d-l8vxn&mem_usage,currencyservice-588fc9584d-l8vxn&mem_usage_rate,currencyservice-588fc9584d-l8vxn&fs_usage,currencyservice-588fc9584d-l8vxn&net_receive,currencyservice-588fc9584d-l8vxn&net_trainsmit,(node)192.168.31.101:9100_network,(node)192.168.31.101:9100_cpu,(node)192.168.31.101:9100_memory
15,1658540521,0.326768437,191.5859375,0.030467983,0.084225073,20.03243646,23.50321237,0.7898,0.0990673516466003,0.2236948918529302
16,1658540526,0.327922444,191.6054688,0.026844959,0.046371697,22.14511984,27.10009487,0.7975777777777778,0.0990945104698928,0.2239479168127769
17,1658540531,0.297388174,191.7265625,0.64703429,0.038050597,24.61518474,30.12283729,0.7975777777777778,0.0990945104698928,0.2239479168127769
18,1658540536,0.275205385,191.8398438,0.643829318,0.038050597,25.54491716,31.26059753,0.7975777777777778,0.0990945104698928,0.2239479168127769
19,1658540541,0.317975204,191.7070313,2.199645214,0.093732867,29.89695477,35.02779399,0.7988666666666667,0.0995803128577175,0.223825867336105
20,1658540546,0.337147079,191.7070313,2.261111105,0.088791116,29.89695477,35.02779399,0.7988666666666667,0.0995803128577175,0.223825867336105
21,1658540551,0.313818276,191.7070313,2.259740177,0.088791116,26.28696143,30.46907556,0.7988666666666667,0.0995803128577175,0.223825867336105
22,1658540556,0.306171885,190.5507813,4.391639444,0.08765347,23.77452413,27.55692301,0.8255333333333333,0.1006995972013768,0.223860539102861
23,1658540561,0.353713743,189.4921875,5.708895173,0.084977396,31.30833707,32.78336229,0.8255333333333333,0.1006995972013768,0.223860539102861
24,1658540566,0.358129661,189.59375,5.141840801,0.084977396,31.30833707,32.78336229,0.8255333333333333,0.1006995972013768,0.223860539102861
25,1658540571,0.347395755,189.59375,7.208488205,0.10002696,31.87023318,33.24544088,0.8510888888888889,0.103326876581705,0.2238763873184886
26,1658540576,0.367077417,189.6132813,5.088763338,0.042605279,32.48181877,32.00737659,0.8510888888888889,0.103326876581705,0.2238763873184886
27,1658540581,0.340879797,189.6132813,4.76825933,0.042605279,32.48181877,32.00737659,0.8510888888888889,0.103326876581705,0.2238763873184886
28,1658540586,0.363042423,190.2578125,4.258884554,0.033885474,32.53999347,32.02940104,0.8770888888888888,0.1041056755342246,0.2238250779613802
29,1658540591,0.363605667,190.2578125,3.404579749,0.0,32.53999347,32.02940104,0.8770888888888888,0.1041056755342246,0.2238250779613802
30,1658540596,0.361863924,190.2578125,1.422793891,0.0,32.53999347,32.02940104,0.8770888888888888,0.1041056755342246,0.2238250779613802
31,1658540601,0.327034458,190.21875,1.951215964,0.038106731,32.5606098,33.24587445,0.8640888888888888,0.103619026060521,0.2239324329239453
32,1658540606,0.360656656,190.3515625,1.952846108,0.100315331,32.5606098,33.24587445,0.8640888888888888,0.103619026060521,0.2239324329239453
33,1658540611,0.360656656,190.3515625,1.952846108,0.100315331,32.5606098,33.24587445,0.8640888888888888,0.103619026060521,0.2239324329239453
34,1658540616,0.355649965,190.4882813,2.706908023,0.075593808,32.9087951,33.38876005,0.8630222222222221,0.1031279647697369,0.2237957496542994
35,1658540621,0.360614269,190.4921875,1.785356875,0.101754744,32.68542609,32.98051015,0.8630222222222221,0.1031279647697369,0.2237957496542994
36,1658540626,0.366449962,190.4921875,2.67562746,0.101754744,32.68542609,32.98051015,0.8630222222222221,0.1031279647697369,0.2237957496542994
37,1658540631,0.355055712,190.890625,2.678933882,0.079444856,33.38388274,34.78783843,0.8486444444444444,0.1023071479121507,0.2239381407104166
38,1658540636,0.367114459,190.890625,2.676864303,0.09190305,33.38388274,34.78783843,0.8486444444444444,0.1023071479121507,0.2239381407104166
39,1658540641,0.365103489,195.6015625,1.858431738,0.09190305,33.49940092,34.77202869,0.8486444444444444,0.1023071479121507,0.2239381407104166
40,1658540646,0.345685257,199.65625,1.444437714,0.036486661,33.52382384,35.48429087,0.8714,0.103369163444727,0.2239705050741311
41,1658540651,0.36404924,199.65625,1.72626099,0.0,33.52382384,35.48429087,0.8714,0.103369163444727,0.2239705050741311
42,1658540656,0.362622691,199.8007813,1.688036565,0.0,28.78355515,30.46681214,0.8714,0.103369163444727,0.2239705050741311
43,1658540661,0.35987055,199.7929688,2.601900068,0.053275874,21.04897461,23.07253418,0.8576444444444444,0.1026138148678087,0.2238840381812053
44,1658540666,0.359276008,199.7929688,2.342663702,0.095756902,22.80790863,25.0005647,0.8576444444444444,0.1026138148678087,0.2238840381812053
45,1658540671,0.359276008,199.7929688,2.342663702,0.095756902,33.33522991,31.43461397,0.8576444444444444,0.1026138148678087,0.2238840381812053
46,1658540676,0.342185741,199.4296875,4.51317876,0.106510287,33.54783954,29.43274331,0.8851111111111111,0.1045352339740204,0.2239292147039137
47,1658540681,0.352332982,199.4296875,5.510094585,0.115659488,33.54783954,29.43274331,0.8851111111111111,0.1045352339740204,0.2239292147039137
48,1658540686,0.35274883,199.1523438,6.099355409,0.095099178,33.49420497,33.87056028,0.8851111111111111,0.1045352339740204,0.2239292147039137
49,1658540691,0.341623938,199.1523438,5.273567205,0.104491823,33.38632788,33.60254322,0.8939333333333332,0.1050868065375076,0.2239658295469153
50,1658540696,0.354585351,199.1640625,5.049943131,0.105355904,33.38632788,33.60254322,0.8939333333333332,0.1050868065375076,0.2239658295469153
51,1658540701,0.352908121,199.1640625,5.906265917,0.105355904,24.07047399,31.31870807,0.8939333333333332,0.1050868065375076,0.2239658295469153
52,1658540706,0.325327324,199.1640625,6.282097926,0.0,26.48764627,30.37138294,0.9219555555555556,0.105283995305645,0.2239459130153987
53,1658540711,0.316596794,199.2148438,5.140307418,0.0,33.3651838,38.25733566,0.9219555555555556,0.105283995305645,0.2239459130153987
54,1658540716,0.350906501,199.3945313,1.964727554,0.083328471,33.3651838,38.25733566,0.9219555555555556,0.105283995305645,0.2239459130153987
55,1658540721,0.351586616,199.3945313,2.252440016,0.101150754,33.3651838,38.25733566,0.8874444444444445,0.1029272364569398,0.2238746264056411
56,1658540726,0.347024252,199.9023438,0.941230457,0.106925196,31.95950306,34.35938455,0.8874444444444445,0.1029272364569398,0.2238746264056411
57,1658540731,0.341512104,200.6171875,0.953749145,0.106925196,31.21913835,29.62743097,0.8874444444444445,0.1029272364569398,0.2238746264056411
58,1658540736,0.33417124,200.7109375,0.041014985,0.107680043,31.21913835,29.62743097,0.8433777777777778,0.100696947848997,0.223846633963479
59,1658540741,0.33417124,200.7109375,0.041014985,0.107680043,30.55003001,29.98041581,0.8433777777777778,0.100696947848997,0.223846633963479
60,1658540746,0.295154014,200.7421875,0.032217427,0.057390165,29.26587739,28.92788214,0.8433777777777778,0.100696947848997,0.223846633963479
61,1658540751,0.303104023,200.7421875,0.033693103,0.057390165,29.06782967,31.19178449,0.7948444444444445,0.0982132760372397,0.2239344367213235
62,1658540756,0.301019921,201.0234375,0.043674106,0.0,29.06782967,31.19178449,0.7948444444444445,0.0982132760372397,0.2239344367213235
63,1658540761,0.317248654,201.2148438,0.041693488,0.0,29.06782967,31.19178449,0.7948444444444445,0.0982132760372397,0.2239344367213235
64,1658540766,0.319176341,200.1875,1.286995887,0.0,25.22790182,28.15140107,0.8015777777777778,0.0981016239458753,0.2240960763764979
65,1658540771,0.318843068,200.2382813,1.274353109,0.0,29.67716894,33.11626513,0.8015777777777778,0.0981016239458753,0.2240960763764979
66,1658540776,0.318572425,199.3710938,3.501576436,0.039064921,29.67716894,33.11626513,0.8015777777777778,0.0981016239458753,0.2240960763764979
67,1658540781,0.322806994,192.7578125,4.156297907,0.081994505,29.89761437,33.5980281,0.8248888888888888,0.1001429805066463,0.2239123949501634
68,1658540786,0.294170078,192.7578125,4.254238394,0.084943472,30.25875961,34.73914892,0.8248888888888888,0.1001429805066463,0.2239123949501634
69,1658540791,0.341781289,186.0859375,7.337433178,0.073563732,25.93696821,29.77743348,0.8248888888888888,0.1001429805066463,0.2239123949501634
70,1658540796,0.333303357,186.0859375,7.472598829,0.082468657,30.35904959,32.67988745,0.8328888888888888,0.1035869549828225,0.2240402736555719
71,1658540801,0.345286216,186.0859375,7.603397011,0.091021567,30.78077703,31.31403991,0.8328888888888888,0.1035869549828225,0.2240402736555719
72,1658540806,0.332325513,190.390625,7.747123478,0.07860088,30.78077703,31.31403991,0.8328888888888888,0.1035869549828225,0.2240402736555719
73,1658540811,0.350917801,191.3398438,7.26992162,0.071146151,30.6681921,32.82049234,0.8394444444444444,0.1053018833219061,0.2240629833591914
74,1658540816,0.354730219,191.3398438,6.690640775,0.095650895,30.6681921,32.82049234,0.8394444444444444,0.1053018833219061,0.2240629833591914
75,1658540821,0.347950168,191.3398438,5.15011318,0.086505984,30.6681921,32.82049234,0.8394444444444444,0.1053018833219061,0.2240629833591914
76,1658540826,0.314771349,191.34375,4.123564329,0.034769012,29.92622534,30.22323981,0.8004666666666667,0.1030628846289699,0.2239923039607605
77,1658540831,0.346820189,192.046875,2.957351989,0.0,29.92622534,30.22323981,0.8004666666666667,0.1030628846289699,0.2239923039607605
78,1658540836,0.336531954,192.046875,0.141656733,0.0,29.92622534,30.22323981,0.8004666666666667,0.1030628846289699,0.2239923039607605
79,1658540841,0.331689313,192.03125,1.422044818,0.078797143,29.5227637,31.26959765,0.801911111111111,0.0999024031457629,0.2239165239871851
80,1658540846,0.32839169,192.0351563,1.405884773,0.078797143,28.88280686,30.95276303,0.801911111111111,0.0999024031457629,0.2239165239871851
81,1658540851,0.319992076,192.0351563,2.084241503,0.118390145,28.88280686,30.95276303,0.801911111111111,0.0999024031457629,0.2239165239871851
82,1658540856,0.316200878,191.109375,2.905943217,0.085137946,28.21996013,28.82408934,0.7909333333333333,0.0974798715173534,0.2239102697105199
83,1658540861,0.318904062,190.21875,4.608276544,0.085137946,28.32059081,28.61417371,0.7909333333333333,0.0974798715173534,0.2239102697105199
84,1658540866,0.259036994,190.21875,5.197783689,0.101134161,28.32059081,28.61417371,0.7909333333333333,0.0974798715173534,0.2239102697105199
85,1658540871,0.274927311,190.34375,5.274773004,0.098277735,28.10482429,29.18586504,0.8268444444444444,0.0971968700032128,0.2239987404008238
86,1658540876,0.300680029,190.34375,5.891561268,0.092299359,28.32327779,30.78319045,0.8268444444444444,0.0971968700032128,0.2239987404008238
87,1658540881,0.314757688,187.5117188,6.47695685,0.078537933,28.32327779,30.78319045,0.8268444444444444,0.0971968700032128,0.2239987404008238
88,1658540886,0.313241058,187.4726563,6.589335726,0.0,28.50931235,31.56007054,0.8123333333333334,0.0972567873302586,0.2239438484968878
89,1658540891,0.315340513,187.4726563,7.887374199,0.0,28.50931235,31.56007054,0.8123333333333334,0.0972567873302586,0.2239438484968878
90,1658540896,0.318254554,186.7421875,9.056095648,0.066468977,28.50931235,31.56007054,0.8123333333333334,0.0972567873302586,0.2239438484968878
91,1658540901,0.325832688,188.8632813,7.083304104,0.086480009,24.26633474,26.86305538,0.7912,0.0955231060926535,0.2240025658321822
92,1658540906,0.323912043,188.8632813,6.125946811,0.086480009,28.43579578,30.50800035,0.7912,0.0955231060926535,0.2240025658321822
93,1658540911,0.3068617,188.8632813,5.596901448,0.078921513,28.43579578,30.50800035,0.7912,0.0955231060926535,0.2240025658321822
94,1658540916,0.270141702,189.0507813,6.101359556,0.085927259,28.43579578,30.50800035,0.7561555555555555,0.0963124319276669,0.2241055488731949
95,1658540921,0.329929842,189.0,4.751135273,0.087670549,27.64015625,29.40495706,0.7561555555555555,0.0963124319276669,0.2241055488731949
96,1658540926,0.328994701,189.1171875,4.544583114,0.075241846,27.64015625,29.40495706,0.7561555555555555,0.0963124319276669,0.2241055488731949
97,1658540931,0.32964185,189.1171875,4.11474865,0.087376444,27.50121877,30.62895708,0.7395777777777778,0.1124102883509958,0.2239559927234223
98,1658540936,0.321125469,189.2265625,4.248302032,0.072641687,27.32016583,29.999425,0.7395777777777778,0.1124102883509958,0.2239559927234223
99,1658540941,0.313838764,189.2265625,3.563559241,0.033898676,27.32016583,29.999425,0.7395777777777778,0.1124102883509958,0.2239559927234223
100,1658540946,0.294182906,189.9140625,2.978155972,0.0,20.61826026,25.24278306,0.7413333333333334,0.1130455689757768,0.2240124633768078
101,1658540951,0.288053178,190.6367188,2.340203739,0.0,26.24598206,32.1327611,0.7413333333333334,0.1130455689757768,0.2240124633768078
102,1658540956,0.27215537,190.71875,1.658525841,0.047132384,26.24598206,32.1327611,0.7413333333333334,0.1130455689757768,0.2240124633768078
103,1658540961,0.274647047,190.9257813,1.849622367,0.047132384,22.11603097,27.07649263,0.735,0.1094927669443144,0.2240546645640153
104,1658540966,0.274698907,190.9609375,1.858672517,0.03637767,26.29614328,29.98133765,0.735,0.1094927669443144,0.2240546645640153
105,1658540971,0.29120287,190.9023438,2.673023029,0.071755337,26.29614328,29.98133765,0.735,0.1094927669443144,0.2240546645640153
106,1658540976,0.262964477,190.8007813,4.637201973,0.083084424,26.29614328,29.98133765,0.7278222222222221,0.091177843473047,0.224127590644355
107,1658540981,0.284754191,190.8203125,4.377941931,0.088331826,25.22138593,29.18025921,0.7278222222222221,0.091177843473047,0.224127590644355
108,1658540986,0.250466759,190.8203125,4.020759357,0.043797985,25.22138593,29.18025921,0.7278222222222221,0.091177843473047,0.224127590644355
109,1658540991,0.240861121,190.15625,4.874373566,0.039363487,25.94323815,30.12182914,0.7136444444444444,0.09096310547764,0.2239227175427177
110,1658540996,0.286216368,189.4140625,7.0885592,0.036203045,25.94323815,30.12182914,0.7136444444444444,0.09096310547764,0.2239227175427177
111,1658541001,0.286216368,189.4140625,7.0885592,0.036203045,25.94323815,30.12182914,0.7136444444444444,0.09096310547764,0.2239227175427177
112,1658541006,0.262009232,189.4140625,8.184831725,0.036203045,15.63510742,20.2626709,0.7406222222222222,0.0929686283944221,0.2240316512547323
113,1658541011,0.249558803,189.390625,7.846897647,0.0,25.99544559,30.78990177,0.7406222222222222,0.0929686283944221,0.2240316512547323
114,1658541016,0.280148786,189.2382813,9.153210624,0.037613962,25.99544559,30.78990177,0.7406222222222222,0.0929686283944221,0.2240316512547323
115,1658541021,0.280935854,189.2421875,8.436692586,0.069642525,25.99544559,30.78990177,0.7312444444444444,0.0932080005654455,0.2238428692532533
116,1658541026,0.282363428,189.2421875,8.634141152,0.080377814,26.92150988,30.06065508,0.7312444444444444,0.0932080005654455,0.2238428692532533
117,1658541031,0.260258934,189.9765625,7.142423562,0.078113363,26.92150988,30.06065508,0.7312444444444444,0.0932080005654455,0.2238428692532533
118,1658541036,0.233963007,189.9765625,5.686567247,0.080382371,26.92150988,30.06065508,0.7513555555555554,0.0926185123919652,0.2238839774600726
119,1658541041,0.274448066,191.2070313,4.40724902,0.08459985,21.25554428,23.03535709,0.7513555555555554,0.0926185123919652,0.2238839774600726
120,1658541046,0.274448066,191.2070313,4.40724902,0.08459985,25.49618421,27.06447113,0.7513555555555554,0.0926185123919652,0.2238839774600726
121,1658541051,0.272600215,191.734375,1.963227706,0.069624042,25.11748783,31.53055241,0.680911111111111,0.0925755668398848,0.2266996163821001
122,1658541056,0.270594407,191.7382813,0.080478913,0.035020456,24.63409156,31.72190311,0.680911111111111,0.0925755668398848,0.2266996163821001
123,1658541061,0.264567385,191.7460938,0.063430543,0.035020456,24.63409156,31.72190311,0.680911111111111,0.0925755668398848,0.2266996163821001
124,1658541066,0.262135606,191.7382813,1.265393132,0.035020456,24.37617068,30.69418109,0.6877777777777777,0.1041675511214699,0.2253151138360326
125,1658541071,0.260946858,191.734375,1.877581693,0.03114142,23.72631447,33.29384255,0.6877777777777777,0.1041675511214699,0.2253151138360326
126,1658541076,0.220999493,191.7148438,4.714380324,0.03114142,23.72631447,33.29384255,0.6877777777777777,0.1041675511214699,0.2253151138360326
127,1658541081,0.237196452,190.3007813,6.340933708,0.07618599,23.72631447,33.29384255,0.6281555555555555,0.1219246648946433,0.225400730633101
128,1658541086,0.24607356,190.5429688,6.168076871,0.067117883,23.32791489,30.58435684,0.6281555555555555,0.1219246648946433,0.225400730633101
129,1658541091,0.24804357,189.1835938,8.268104141,0.082701627,23.10150738,26.62034982,0.6281555555555555,0.1219246648946433,0.225400730633101
130,1658541096,0.24804357,189.1835938,8.268104141,0.082701627,23.58346531,29.16131341,0.6862666666666667,0.1418683165937223,0.2255108180466364
131,1658541101,0.248406142,189.1679688,10.4579987,0.078268699,23.58346531,29.16131341,0.6862666666666667,0.1418683165937223,0.2255108180466364
132,1658541106,0.256749572,189.0,10.91902411,0.066432905,23.58346531,29.16131341,0.6862666666666667,0.1418683165937223,0.2255108180466364
133,1658541111,0.261963965,189.0664063,7.82477326,0.069266432,24.08562466,28.88667313,0.6741111111111111,0.1494001411430078,0.2257745299258333
134,1658541116,0.26326332,189.109375,7.106141643,0.03397414,24.08562466,28.88667313,0.6741111111111111,0.1494001411430078,0.2257745299258333
135,1658541121,0.265020334,189.1171875,5.443108208,0.03397414,24.08562466,28.88667313,0.6741111111111111,0.1494001411430078,0.2257745299258333
136,1658541126,0.268578027,190.2617188,4.101707882,0.0,21.29002553,25.96132839,0.6986,0.1513216324803887,0.2259196534329208
137,1658541131,0.270833901,190.2617188,4.434204592,0.0,24.79412397,30.23427068,0.6986,0.1513216324803887,0.2259196534329208
138,1658541136,0.247610879,190.2929688,2.087288349,0.032967288,24.79412397,30.23427068,0.6986,0.1513216324803887,0.2259196534329208
139,1658541141,0.267549558,191.5117188,0.731616069,0.068985235,24.00325786,29.35528794,0.6778222222222222,0.1481293452353334,0.2261265910530689
140,1658541146,0.266779585,191.5664063,0.057204732,0.072558504,23.75106595,27.58693888,0.6778222222222222,0.1481293452353334,0.2261265910530689
141,1658541151,0.243977465,191.5664063,0.064916606,0.072558504,23.75106595,27.58693888,0.6778222222222222,0.1481293452353334,0.2261265910530689
142,1658541156,0.241148914,191.3867188,1.162792526,0.055261412,23.13870686,28.42643389,0.6620444444444443,0.1465856375406351,0.2265452632628464
143,1658541161,0.261425783,191.1015625,3.448940751,0.063039499,23.13870686,28.42643389,0.6620444444444443,0.1465856375406351,0.2265452632628464
144,1658541166,0.259998023,191.1015625,3.155482071,0.067348607,23.0636376,24.95855371,0.6620444444444443,0.1465856375406351,0.2265452632628464
145,1658541171,0.250905286,195.2070313,3.620077375,0.071270431,22.63295052,23.69782556,0.6694222222222221,0.147906202381521,0.2265035478447003
146,1658541176,0.237195317,195.2070313,3.620162773,0.037794121,22.63295052,23.69782556,0.6694222222222221,0.147906202381521,0.2265035478447003
147,1658541181,0.233818356,199.1992188,4.006881206,0.027197439,22.44392102,24.42224217,0.6694222222222221,0.147906202381521,0.2265035478447003
148,1658541186,0.249391235,199.3671875,3.832070449,0.0,22.65370901,23.43628204,0.6423777777777777,0.147669745470102,0.2265590469599631
149,1658541191,0.24848241,199.3984375,3.810052309,0.025404227,22.65370901,23.43628204,0.6423777777777777,0.147669745470102,0.2265590469599631
150,1658541196,0.251303387,199.2539063,4.488509066,0.055820223,18.97525008,19.63075065,0.6423777777777777,0.147669745470102,0.2265590469599631
151,1658541201,0.206673476,199.2539063,1.66790519,0.064527822,16.86466057,15.28475148,0.6593111111111111,0.1481888808990322,0.2266871078287695
152,1658541206,0.250439791,199.1484375,3.877938436,0.064187689,15.00598855,13.60020291,0.6593111111111111,0.1481888808990322,0.2266871078287695
153,1658541211,0.247795287,199.1367188,4.637949459,0.056359534,22.49951964,24.94100631,0.6593111111111111,0.1481888808990322,0.2266871078287695
154,1658541216,0.235655413,199.1835938,5.102466355,0.060303668,22.42889323,28.42942953,0.6376444444444443,0.1452120527838407,0.2268542123858845
155,1658541221,0.238343038,199.0976563,6.780861338,0.063497761,22.42889323,28.42942953,0.6376444444444443,0.1452120527838407,0.2268542123858845
156,1658541226,0.246919913,199.0976563,8.211824527,0.084726291,22.70046623,29.80021514,0.6376444444444443,0.1452120527838407,0.2268542123858845
157,1658541231,0.224732036,199.0976563,8.820061583,0.067762832,22.70046623,29.80021514,0.627,0.1452975779035878,0.226801445721592
158,1658541236,0.228134208,200.1367188,6.123629312,0.05180532,25.26954505,28.1514661,0.627,0.1452975779035878,0.226801445721592
159,1658541241,0.222068132,200.1367188,5.463548228,0.0,27.69666293,26.59382286,0.627,0.1452975779035878,0.226801445721592
160,1658541246,0.212995682,194.0351563,5.189150639,0.0,27.69666293,26.59382286,0.6506000000000001,0.1460178239043307,0.2261388567218688
161,1658541251,0.232177698,184.9375,7.093482004,0.025395113,27.7203103,27.91130885,0.6506000000000001,0.1460178239043307,0.2261388567218688
162,1658541256,0.233440476,184.9375,6.315500572,0.034066134,27.7203103,27.91130885,0.6506000000000001,0.1460178239043307,0.2261388567218688
163,1658541261,0.226111609,184.9375,6.196335426,0.034066134,27.7203103,27.91130885,0.6741111111111111,0.1474824711143335,0.2255322526064698
164,1658541266,0.237569,185.2929688,4.332779179,0.063728176,27.17986669,29.31390507,0.6741111111111111,0.1474824711143335,0.2255322526064698
165,1658541271,0.227883065,185.6992188,4.177843237,0.060392741,18.94388411,22.94951696,0.6741111111111111,0.1474824711143335,0.2255322526064698
166,1658541276,0.230906233,185.7460938,4.321691912,0.063157197,17.57973633,21.29692383,0.702311111111111,0.1490121870276781,0.2247603048468033
167,1658541281,0.27258442,186.65625,4.684725401,0.075665053,26.2192982,30.15084798,0.702311111111111,0.1490121870276781,0.2247603048468033
168,1658541286,0.258103825,186.65625,4.358959431,0.068544038,26.2192982,30.15084798,0.702311111111111,0.1490121870276781,0.2247603048468033
169,1658541291,0.276633102,189.5820313,3.833843846,0.050894565,26.2192982,30.15084798,0.6966888888888888,0.1515464063181352,0.2247715382563477
170,1658541296,0.273301433,189.5820313,0.12092211,0.031215724,25.48334276,29.61369552,0.6966888888888888,0.1515464063181352,0.2247715382563477
171,1658541301,0.246127717,189.5820313,0.113073632,0.031215724,25.48334276,29.61369552,0.6966888888888888,0.1515464063181352,0.2247715382563477
172,1658541306,0.233879158,189.6210938,0.110791164,0.0,25.48334276,29.61369552,0.7067555555555555,0.1523132074407851,0.2248406389053291
173,1658541311,0.258715048,191.5976563,0.143898735,0.0,25.01000231,28.39102839,0.7067555555555555,0.1523132074407851,0.2248406389053291
174,1658541316,0.274735817,191.5976563,0.129525193,0.035794288,25.01000231,28.39102839,0.7067555555555555,0.1523132074407851,0.2248406389053291
175,1658541321,0.276090319,189.4960938,0.631303615,0.06393797,25.01000231,28.39102839,0.7112888888888887,0.1518342343358935,0.2249613525170822
176,1658541326,0.278173913,189.4960938,0.763249958,0.070340467,24.85614867,30.07688887,0.7112888888888887,0.1518342343358935,0.2249613525170822
177,1658541331,0.2815858,187.8789063,2.753222623,0.07433587,24.85614867,30.07688887,0.7112888888888887,0.1518342343358935,0.2249613525170822
178,1658541336,0.283650557,187.8828125,2.751383688,0.076600058,24.85614867,30.07688887,0.7034666666666667,0.1494953772322722,0.2250296637913388
179,1658541341,0.235964532,187.8359375,3.870103315,0.067460056,24.79121608,30.21635755,0.7034666666666667,0.1494953772322722,0.2250296637913388
180,1658541346,0.248171843,187.8359375,4.122401089,0.067460056,24.79121608,30.21635755,0.7034666666666667,0.1494953772322722,0.2250296637913388
181,1658541351,0.245151889,187.8515625,4.479034084,0.03854762,24.68008845,31.39723449,0.6839777777777778,0.1485141526081089,0.2251629466775551
182,1658541356,0.278975234,187.8515625,5.176548198,0.03854762,25.10718944,32.03430184,0.6839777777777778,0.1485141526081089,0.2251629466775551
183,1658541361,0.29733685,187.9335938,4.039431907,0.03854762,25.10718944,32.03430184,0.6839777777777778,0.1485141526081089,0.2251629466775551
184,1658541366,0.299677487,187.9492188,3.335204303,0.0,19.96865441,25.47803705,0.6980444444444444,0.1509750797281633,0.2246541035857589
185,1658541371,0.277602227,189.3671875,1.347607891,0.0,25.6349597,29.41633614,0.6980444444444444,0.1509750797281633,0.2246541035857589
186,1658541376,0.285011271,189.3671875,1.593255088,0.0,25.6349597,29.41633614,0.6980444444444444,0.1509750797281633,0.2246541035857589
187,1658541381,0.298613743,190.8046875,2.600820225,0.070373401,25.6349597,29.41633614,0.7147333333333333,0.1525986409931584,0.2242639703083376
188,1658541386,0.298613743,190.8046875,2.600820225,0.070373401,24.98836215,28.49718098,0.7147333333333333,0.1525986409931584,0.2242639703083376
189,1658541391,0.290077403,190.8046875,1.504965199,0.074548124,24.98836215,28.49718098,0.7147333333333333,0.1525986409931584,0.2242639703083376
190,1658541396,0.25011673,190.8046875,1.373064866,0.079770531,24.98836215,28.49718098,0.7363333333333334,0.1535579994911968,0.2245096480111309
191,1658541401,0.274487726,192.3085938,1.427489845,0.068303248,25.47330571,27.70294115,0.7363333333333334,0.1535579994911968,0.2245096480111309
192,1658541406,0.294944649,192.3085938,1.432413821,0.068303248,25.47330571,27.70294115,0.7363333333333334,0.1535579994911968,0.2245096480111309
193,1658541411,0.292130738,192.3085938,1.876611097,0.092373686,24.83590036,28.77774904,0.7343999999999999,0.1556212264752098,0.2248552726983032
194,1658541416,0.289618982,193.5234375,1.344264907,0.078435492,24.87478988,28.42697467,0.7343999999999999,0.1556212264752098,0.2248552726983032
195,1658541421,0.283050581,192.0546875,0.682628209,0.030480942,24.87478988,28.42697467,0.7343999999999999,0.1556212264752098,0.2248552726983032
196,1658541426,0.28376126,192.0625,0.875602246,0.0,24.87478988,28.42697467,0.7359777777777777,0.1568405727454515,0.2249913487566224
