timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-s5dnq_cpu,reviews-v2-7b4f9d8cb4-rgbs6_cpu,reviews-v3-5fd56449d8-xpzj4_cpu,reviews-v3-5fd56449d8-gmmrv_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-s5dnq_memory,reviews-v2-7b4f9d8cb4-rgbs6_memory,reviews-v3-5fd56449d8-xpzj4_memory,reviews-v3-5fd56449d8-gmmrv_memory,reviews-v1-7b76c4f45d-s5dnq_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v3-5fd56449d8-xpzj4_network,reviews-v3-5fd56449d8-gmmrv_network,reviews-v2-7b4f9d8cb4-rgbs6_network,details-v1-b788479c5-bbg6t_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-07 19:14:04,5.882352033328668,46.14146176666812,1.3121941666668135,1.4315997666661435,6.887503899999577,12.290215433333174,-1.0,25.042944,56.40192,13.14816,91.099136,222.609408,117.653504,-1.0,24.66777777777778,2407.537777777778,129.96,-1.0,133.01777777777778,141.61,127.69000000000001
2024-03-07 19:14:09,6.432317600001625,63.35027226665866,1.7906387000001207,1.4315997666661435,6.887503899999577,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.609408,117.653504,-1.0,24.66777777777778,3964.8011111111114,185.86777777777777,-1.0,133.01777777777778,306.25,82.80999999999999
2024-03-07 19:14:14,6.432317600001625,63.35027226665866,1.7906387000001207,1.4315997666661435,6.887503899999577,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.609408,117.653504,-1.0,24.66777777777778,3964.8011111111114,185.86777777777777,-1.0,133.01777777777778,306.25,82.80999999999999
2024-03-07 19:14:19,6.432317600001625,63.35027226665866,1.7906387000001207,1.4315997666661435,6.887503899999577,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.609408,117.653504,-1.0,24.66777777777778,3964.8011111111114,185.86777777777777,-1.0,133.01777777777778,306.25,82.80999999999999
2024-03-07 19:14:24,6.432317600001625,63.35027226665866,1.7906387000001207,1.4315997666661435,6.887503899999577,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.609408,117.653504,-1.0,24.66777777777778,3964.8011111111114,185.86777777777777,-1.0,133.01777777777778,306.25,82.80999999999999
2024-03-07 19:14:29,6.432317600001625,63.35027226665866,1.7906387000001207,2.583142933334178,2.4284538666658286,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.670848,117.653504,-1.0,35.20444444444445,3964.8011111111114,185.86777777777777,-1.0,122.4711111111111,306.25,82.80999999999999
2024-03-07 19:14:34,6.432317600001625,63.35027226665866,1.7906387000001207,2.583142933334178,2.4284538666658286,14.091113300000302,-1.0,25.059328,56.532992,12.898304,91.099136,222.670848,117.653504,-1.0,35.20444444444445,3964.8011111111114,185.86777777777777,-1.0,122.4711111111111,306.25,82.80999999999999
2024-03-07 19:14:39,6.636179866670015,46.432141266662555,1.61696043333374,2.583142933334178,2.4284538666658286,14.901269766666777,-1.0,25.059328,56.40192,12.398592,91.099136,222.670848,117.702656,-1.0,35.20444444444445,2833.787777777778,181.35111111111112,-1.0,122.4711111111111,152.11111111111111,68.33777777777779
2024-03-07 19:14:44,6.636179866670015,46.432141266662555,1.61696043333374,2.583142933334178,2.4284538666658286,14.901269766666777,-1.0,25.059328,56.40192,12.398592,91.099136,222.670848,117.702656,-1.0,35.20444444444445,2833.787777777778,181.35111111111112,-1.0,122.4711111111111,152.11111111111111,68.33777777777779
2024-03-07 19:14:49,6.636179866670015,46.432141266662555,1.61696043333374,2.583142933334178,2.4284538666658286,14.901269766666777,-1.0,25.059328,56.40192,12.398592,91.099136,222.670848,117.702656,-1.0,35.20444444444445,2833.787777777778,181.35111111111112,-1.0,122.4711111111111,152.11111111111111,68.33777777777779
